meas_id,stem_id,year,dbh,status_id,crown_class,live_crown_class,decay_class
HM12542,H1823_825,2011,7.4,AS,S,A,NA
HM12543,H1823_825,2019,7.7,AS,S,B,NA
HM12544,H1823_826,1994,5.1,A,S,NA,NA
HM12545,H1823_826,2004,6,AS,S,A,NA
HM12546,H1823_826,2011,6.8,AS,S,C,NA
HM12547,H1823_826,2019,6.8,AS,S,D,NA
HM12548,H1823_827,2004,4.6,AS,S,B,NA
HM12549,H1823_827,2011,4.7,AS,S,D,NA
HM12550,H1823_828,2004,5.2,AS,S,B,NA
HM12551,H1823_828,2011,6,AS,S,B,NA
HM12552,H1823_828,2019,6.1,AS,I,C,NA
HM12553,H1823_829,1994,15,A,S,NA,NA
HM12554,H1823_829,2004,17,AS,I,A,NA
HM12555,H1823_829,2011,18.6,AL,I,A,NA
HM12556,H1823_829,2019,19,AS,I,A,NA
HM12557,H1823_83,1994,18.2,A,C,NA,NA
HM12558,H1823_83,2004,22,AS,D,A,NA
HM12559,H1823_83,2011,25.3,AS,D,A,NA
HM12560,H1823_83,2019,32.4,AS,D,A,NA
HM12561,H1823_830,1994,5.2,A,S,NA,NA
HM12562,H1823_830,2004,8.7,AS,S,A,NA
HM12563,H1823_830,2011,11.5,AS,I,A,NA
HM12564,H1823_830,2019,13.2,AS,S,A,NA
HM12565,H1823_831,2004,5,AS,S,A,NA
HM12566,H1823_831,2011,6.5,AS,S,A,NA
HM12567,H1823_831,2019,7.1,AS,S,A,NA
HM12568,H1823_832,2004,6.3,AS,S,A,NA
HM12569,H1823_832,2011,7.8,AS,S,B,NA
HM12570,H1823_832,2019,8.6,AS,I,A,NA
HM12571,H1823_833,2004,8.3,AS,S,A,NA
HM12572,H1823_833,2011,10.2,AS,I,B,NA
HM12573,H1823_833,2019,10.9,AS,I,A,NA
HM12574,H1823_834,1994,6.3,A,S,NA,NA
HM12575,H1823_834,2004,6.3,AS,S,A,NA
HM12576,H1823_834,2011,8,AS,S,B,NA
HM12577,H1823_834,2019,9.2,AS,S,A,NA
HM12578,H1823_835,1994,17.5,A,S,NA,NA
HM12579,H1823_835,2004,19.5,AS,I,A,NA
HM12580,H1823_835,2011,20.9,AS,I,A,NA
HM12581,H1823_835,2019,21.8,AS,C,A,NA
HM12582,H1823_836,2004,NA,AS,NA,NA,NA
HM12583,H1823_836,2011,NA,AS,NA,NA,NA
HM12584,H1823_836,2019,6,AS,S,A,NA
HM12585,H1823_837,1994,46,A,D,NA,NA
HM12586,H1823_837,2004,47.5,AS,D,A,NA
HM12587,H1823_837,2011,50.1,AS,D,A,NA
HM12588,H1823_837,2019,53.5,AS,D,A,NA
HM12589,H1823_838,1994,8.5,A,S,NA,NA
HM12590,H1823_838,2004,9.5,AS,C,A,NA
HM12591,H1823_838,2011,10.1,AS,I,A,NA
HM12592,H1823_838,2019,11.5,AS,C,A,NA
HM12593,H1823_839,1994,8.7,A,S,NA,NA
HM12594,H1823_839,2004,9.6,AS,C,A,NA
HM12595,H1823_839,2011,10,DS,NA,NA,S4
HM12596,H1823_839,2019,9.8,DS,NA,NA,S4
HM12597,H1823_84,1994,7,A,S,NA,NA
HM12598,H1823_84,2004,8.2,AS,C,A,NA
HM12599,H1823_84,2011,10.8,AS,I,A,NA
HM12600,H1823_84,2019,12.2,AS,C,B,NA
HM12601,H1823_840,1994,34.3,A,D,NA,NA
HM12602,H1823_840,2004,34.8,AS,D,B,NA
HM12603,H1823_840,2011,36.5,AS,D,B,NA
HM12604,H1823_840,2019,37.4,AS,D,A,NA
HM12605,H1823_841,1994,7.1,A,S,NA,NA
HM12606,H1823_841,2004,7.9,DS,NA,NA,S2
HM12607,H1823_841,2011,7.9,DS,NA,NA,S3
HM12608,H1823_841,2019,7.6,DS,NA,NA,S3
HM12609,H1823_842,2011,5.5,AS,S,B,NA
HM12610,H1823_842,2019,5.9,AS,S,A,NA
HM12611,H1823_843,2011,6,AS,S,A,NA
HM12612,H1823_843,2019,7,AS,S,A,NA
HM12613,H1823_844,2011,6,AS,S,A,NA
HM12614,H1823_844,2019,7.1,AS,S,A,NA
HM12615,H1823_845,1994,5.2,A,S,NA,NA
HM12616,H1823_845,2004,6.2,AS,S,A,NA
HM12617,H1823_845,2011,6.9,AS,S,A,NA
HM12618,H1823_845,2019,7.1,AS,S,B,NA
HM12619,H1823_846,1994,20.8,A,S,NA,NA
HM12620,H1823_846,2004,22.4,AS,C,A,NA
HM12621,H1823_846,2011,23.7,AS,I,A,NA
HM12622,H1823_846,2019,25.4,AS,I,A,NA
HM12623,H1823_847,2004,5,AS,S,A,NA
HM12624,H1823_847,2011,5.6,AS,S,B,NA
HM12625,H1823_847,2019,5.7,AS,S,A,NA
HM12626,H1823_848,1994,6.8,A,S,NA,NA
HM12627,H1823_848,2004,9.1,AS,I,A,NA
HM12628,H1823_848,2011,11.3,AS,I,B,NA
HM12629,H1823_848,2019,13.3,AS,I,C,NA
HM12630,H1823_849,1994,5.3,A,S,NA,NA
HM12631,H1823_849,2004,9.5,DF,NA,NA,S3
HM12632,H1823_849,2011,NA,DF,NA,NA,F4
HM12633,H1823_85,1994,5.5,A,S,NA,NA
HM12634,H1823_85,2004,6.3,AS,S,A,NA
HM12635,H1823_85,2011,6.4,AS,S,C,NA
HM12636,H1823_85,2019,7,DF,NA,NA,F3
HM12637,H1823_850,2004,5.4,AS,S,C,NA
HM12638,H1823_850,2011,5.9,AS,S,B,NA
HM12639,H1823_850,2019,5.7,DS,NA,NA,S1
HM12640,H1823_851,1994,13.3,A,C-I,NA,NA
HM12641,H1823_851,2004,14.5,AS,C,A,NA
HM12642,H1823_851,2011,17,AS,C,A,NA
HM12643,H1823_851,2019,18.2,AS,I,D,NA
HM12644,H1823_852,2004,5.1,AS,S,A,NA
HM12645,H1823_852,2011,6.6,AS,S,A,NA
HM12646,H1823_852,2019,7.7,AS,S,C,NA
HM12647,H1823_853,1994,21.7,A,C-I,NA,NA
HM12648,H1823_853,2004,22.8,DS,NA,NA,S5
HM12649,H1823_853,2011,NA,DF,NA,NA,F3
HM12650,H1823_854,1994,17.3,A,S,NA,NA
HM12651,H1823_854,2004,18.6,AS,I,A,NA
HM12652,H1823_854,2011,20.4,AL,C,A,NA
HM12653,H1823_854,2019,20.9,AS,C,A,NA
HM12654,H1823_855,1994,5.3,A,S,NA,NA
HM12655,H1823_855,2004,5.5,AS,S,B,NA
HM12656,H1823_855,2011,6.2,AS,S,B,NA
HM12657,H1823_855,2019,6.2,AS,S,D,NA
HM12658,H1823_856,1994,26.8,A,C-I,NA,NA
HM12659,H1823_856,2004,26,AS,C,A,NA
HM12660,H1823_856,2011,28.2,AS,C,A,NA
HM12661,H1823_856,2019,30.6,AS,C,A,NA
HM12662,H1823_857,1994,8.6,A,S,NA,NA
HM12663,H1823_857,2004,9.5,AS,I,A,NA
HM12664,H1823_857,2011,10.7,AS,I,B,NA
HM12665,H1823_857,2019,11.7,AS,S,B,NA
HM12666,H1823_858,2004,22.5,AS,C,A,NA
HM12667,H1823_858,2011,23.8,AS,C,A,NA
HM12668,H1823_858,2019,23.8,AS,C,A,NA
HM12669,H1823_859,1994,36.7,A,D,NA,NA
HM12670,H1823_859,2004,39.2,AS,D,A,NA
HM12671,H1823_859,2011,39.8,DS,NA,NA,S1
HM12672,H1823_859,2019,39.6,DS,NA,NA,S1
HM12673,H1823_86,2019,5.9,AS,S,A,NA
HM12674,H1823_860,2011,5.3,AS,S,B,NA
HM12675,H1823_860,2019,6.6,AS,I,A,NA
HM12676,H1823_861,2011,6.5,AS,S,A,NA
HM12677,H1823_861,2019,7.6,AS,S,A,NA
HM12678,H1823_862,2011,5.6,AS,S,B,NA
HM12679,H1823_862,2019,7.3,AS,S,B,NA
HM12680,H1823_863,1994,26.3,A,I,NA,NA
HM12681,H1823_863,2004,28.1,AL,C,A,NA
HM12682,H1823_863,2011,30.6,AL,I,A,NA
HM12683,H1823_863,2019,30.6,AL,I,D,NA
HM12684,H1823_864,2004,5.2,AS,S,A,NA
HM12685,H1823_864,2011,6.7,AS,S,A,NA
HM12686,H1823_864,2019,7.3,AS,S,A,NA
HM12687,H1823_865,1994,14.5,A,S,NA,NA
HM12688,H1823_865,2004,16.4,AS,I,A,NA
HM12689,H1823_865,2011,18,AS,C,B,NA
HM12690,H1823_865,2019,18.6,AS,C,B,NA
HM12691,H1823_866,1994,20.6,A,C-I,NA,NA
HM12692,H1823_866,2004,22.5,AS,C,A,NA
HM12693,H1823_866,2011,24,AL,C,B,NA
HM12694,H1823_866,2019,25.2,AL,C,B,NA
HM12695,H1823_867,1994,25,A,C-I,NA,NA
HM12696,H1823_867,2004,26.2,AS,C,A,NA
HM12697,H1823_867,2011,28.6,AS,C,A,NA
HM12698,H1823_867,2019,28.6,AS,C,A,NA
HM12699,H1823_868,1994,22,A,C-I,NA,NA
HM12700,H1823_868,2004,22.5,AS,C,A,NA
HM12701,H1823_868,2011,23.6,AS,C,A,NA
HM12702,H1823_868,2019,24.6,AS,C,B,NA
HM12703,H1823_869,1994,17.6,A,C-I,NA,NA
HM12704,H1823_869,2004,18.7,AS,C,A,NA
HM12705,H1823_869,2011,20.1,AS,C,A,NA
HM12706,H1823_869,2019,20.8,AS,C,B,NA
HM12707,H1823_87,2011,13,AL,I,A,NA
HM12708,H1823_87,2019,12.5,AS,S,A,NA
HM12709,H1823_870,1994,6.3,A,S,NA,NA
HM12710,H1823_870,2004,7.6,AS,S,A,NA
HM12711,H1823_870,2011,17.3,AS,C,B,NA
HM12712,H1823_870,2019,18.4,AS,C,A,NA
HM12713,H1823_871,1994,14,A,S,NA,NA
HM12714,H1823_871,2004,15.3,AS,C,A,NA
HM12715,H1823_871,2011,8.7,AS,S,A,NA
HM12716,H1823_871,2019,9.5,AS,I,B,NA
HM12717,H1823_872,1994,20.3,A,S,NA,NA
HM12718,H1823_872,2004,23,AS,I,A,NA
HM12719,H1823_872,2011,25.4,AS,C,A,NA
HM12720,H1823_872,2019,26.3,AS,C,A,NA
HM12721,H1823_873,1994,24.9,A,S,NA,NA
HM12722,H1823_873,2004,27.1,AS,C,A,NA
HM12723,H1823_873,2011,28.9,AS,C,A,NA
HM12724,H1823_873,2019,30.4,AS,C,B,NA
HM12725,H1823_874,1994,13.7,A,S,NA,NA
HM12726,H1823_874,2004,15.7,AS,I,A,NA
HM12727,H1823_874,2011,17.8,AS,I,B,NA
HM12728,H1823_874,2019,18.8,AS,I,A,NA
HM12729,H1823_875,1994,12.3,A,S,NA,NA
HM12730,H1823_875,2004,13.3,AS,I,A,NA
HM12731,H1823_875,2011,14.8,AS,I,B,NA
HM12732,H1823_875,2019,16.1,AS,I,A,NA
HM12733,H1823_876,2019,5.2,AS,S,C,NA
HM12734,H1823_877,2011,5.2,AS,S,A,NA
HM12735,H1823_877,2019,5.5,AS,S,A,NA
HM12736,H1823_878,2011,6,AS,S,A,NA
HM12737,H1823_878,2019,6.8,AS,S,A,NA
HM12738,H1823_879,2011,5,AS,S,B,NA
HM12739,H1823_879,2019,5.8,AS,S,A,NA
HM12740,H1823_88,2011,5.2,AS,S,B,NA
HM12741,H1823_88,2019,5,NA,NA,NA,NA
HM12742,H1823_880,2011,7,AS,S,A,NA
HM12743,H1823_880,2019,7,DS,NA,NA,S4
HM12744,H1823_881,2011,6,AL,S,A,NA
HM12745,H1823_881,2019,5.8,DF,NA,NA,S1
HM12746,H1823_882,2011,6.6,AS,S,A,NA
HM12747,H1823_882,2019,8,AS,S,A,NA
HM12748,H1823_883,2011,5.8,AS,S,A,NA
HM12749,H1823_883,2019,6.4,AS,S,A,NA
HM12750,H1823_884,2011,6,AS,S,A,NA
HM12751,H1823_884,2019,6.4,DS,NA,NA,S4
HM12752,H1823_885,1994,8.8,A,S,NA,NA
HM12753,H1823_885,2004,9.3,AS,S,A,NA
HM12754,H1823_885,2011,9.9,AS,S,B,NA
HM12755,H1823_885,2019,9.8,DS,NA,NA,S1
HM12756,H1823_886,2004,5.5,AS,S,A,NA
HM12757,H1823_886,2011,7.1,AS,S,A,NA
HM12758,H1823_886,2019,7.2,DF,NA,NA,S1
HM12759,H1823_887,2004,8.5,AS,I,A,NA
HM12760,H1823_887,2011,12.7,AS,I,A,NA
HM12761,H1823_887,2019,17.4,AS,C,A,NA
HM12762,H1823_888,1994,9.2,A,S,NA,NA
HM12763,H1823_888,2004,11.8,AS,I,A,NA
HM12764,H1823_888,2011,13.5,AS,I,B,NA
HM12765,H1823_888,2019,14.1,DS,NA,NA,S4
HM12766,H1823_889,1994,10.3,A,S,NA,NA
HM12767,H1823_889,2004,10.9,AS,I,A,NA
HM12768,H1823_889,2011,11.4,AS,I,A,NA
HM12769,H1823_889,2019,12.4,AS,I,A,NA
HM12770,H1823_89,2011,6,AS,S,A,NA
HM12771,H1823_89,2019,7,AS,S,A,NA
HM12772,H1823_890,1994,6.5,A,S,NA,NA
HM12773,H1823_890,2004,7.7,AS,S,A,NA
HM12774,H1823_890,2011,9.5,AS,S,B,NA
HM12775,H1823_890,2019,10.1,AS,I,A,NA
HM12776,H1823_891,1994,30.5,A,C-I,NA,NA
HM12777,H1823_891,2004,32.5,AS,I,A,NA
HM12778,H1823_891,2011,34.4,AS,C,A,NA
HM12779,H1823_891,2019,35.6,AS,C,A,NA
HM12780,H1823_892,1994,29.4,A,C-I,NA,NA
HM12781,H1823_892,2004,30,AS,I,A,NA
HM12782,H1823_892,2011,32.4,AS,C,A,NA
HM12783,H1823_892,2019,32.9,AS,C,A,NA
HM12784,H1823_893,1994,5.4,A,S,NA,NA
HM12785,H1823_893,2004,5.1,DS,NA,NA,S2
HM12786,H1823_893,2011,5.1,DS,NA,NA,S2
HM12787,H1823_893,2019,5,DF,NA,NA,S2
HM12788,H1823_894,1994,9.8,A,I,NA,NA
HM12789,H1823_894,2004,10.7,AS,S,A,NA
HM12790,H1823_894,2011,12.1,AS,I,A,NA
HM12791,H1823_894,2019,13.4,AS,I,B,NA
HM12792,H1823_895,1994,17.4,A,S,NA,NA
HM12793,H1823_895,2004,19.4,AS,I,A,NA
HM12794,H1823_895,2011,21.8,AL,C,A,NA
HM12795,H1823_895,2019,23.6,AL,I,A,NA
HM12796,H1823_896,1994,8.2,A,S,NA,NA
HM12797,H1823_896,2004,10.5,AS,S,A,NA
HM12798,H1823_896,2011,12.4,AS,I,A,NA
HM12799,H1823_896,2019,14.1,AS,I,A,NA
HM12800,H1823_897,1994,23.2,A,S,NA,NA
HM12801,H1823_897,2004,17,AF,S,C,NA
HM12802,H1823_897,2011,NA,DF,NA,NA,F1
HM12803,H1823_898,1994,5.8,A,S,NA,NA
HM12804,H1823_898,2004,6.3,AF,S,D,NA
HM12805,H1823_898,2011,6.4,AF,S,D,NA
HM12806,H1823_898,2019,6.2,AF,S,D,NA
HM12807,H1823_899,1994,5,A,S,NA,NA
HM12808,H1823_899,2004,6.3,AS,S,B,NA
HM12809,H1823_899,2011,7.8,AS,S,B,NA
HM12810,H1823_899,2019,9.1,AS,S,A,NA
HM12811,H1823_9,1994,7.2,A,S,NA,NA
HM12812,H1823_9,2004,8.4,AS,S,B,NA
HM12813,H1823_9,2011,9.8,AS,I,A,NA
HM12814,H1823_9,2019,11.6,AS,S,A,NA
HM12815,H1823_90,2004,8.4,AS,S,B,NA
HM12816,H1823_90,2011,8.6,AS,S,B,NA
HM12817,H1823_90,2019,9.3,AS,S,A,NA
HM12818,H1823_900,2004,48,AS,D,A,NA
HM12819,H1823_900,2011,52.5,AS,D,A,NA
HM12820,H1823_900,2019,55.3,AS,D,B,NA
HM12821,H1823_901,1994,5.2,A,S,NA,NA
HM12822,H1823_901,2004,5.5,AS,S,A,NA
HM12823,H1823_901,2011,6.2,AS,S,A,NA
HM12824,H1823_901,2019,6.2,AS,S,B,NA
HM12825,H1823_902,2019,5.1,AS,S,A,NA
HM12826,H1823_903,1994,6,A,S,NA,NA
HM12827,H1823_903,2004,6.3,AS,S,A,NA
HM12828,H1823_903,2011,NA,DF,NA,NA,F1
HM12829,H1823_904,2004,32.8,AS,C,A,NA
HM12830,H1823_904,2011,34.2,AS,I,A,NA
HM12831,H1823_904,2019,35.3,AS,C,A,NA
HM12832,H1823_905,1994,9.4,A,S,NA,NA
HM12833,H1823_905,2004,12.7,AS,S,A,NA
HM12834,H1823_905,2011,14.1,AS,I,A,NA
HM12835,H1823_905,2019,15.9,AS,I,A,NA
HM12836,H1823_906,1994,13.1,A,S,NA,NA
HM12837,H1823_906,2004,15.2,AS,S,A,NA
HM12838,H1823_906,2011,17.2,AS,I,A,NA
HM12839,H1823_906,2019,17.3,AS,I,B,NA
HM12840,H1823_907,1994,12,A,S,NA,NA
HM12841,H1823_907,2004,12.9,AS,S,A,NA
HM12842,H1823_907,2011,14.8,AS,I,A,NA
HM12843,H1823_907,2019,15.6,AS,I,A,NA
HM12844,H1823_908,2011,8.7,AS,S,E,NA
HM12845,H1823_908,2019,8.7,AB,S,D,NA
HM12846,H1823_909,1994,11.4,A,S,NA,NA
HM12847,H1823_909,2004,13.5,AS,S,A,NA
HM12848,H1823_909,2011,15.6,AS,I,A,NA
HM12849,H1823_909,2019,16.4,AS,I,A,NA
HM12850,H1823_91,1994,9.5,A,S,NA,NA
HM12851,H1823_91,2004,12,AS,I,A,NA
HM12852,H1823_91,2011,13.2,AS,I,A,NA
HM12853,H1823_91,2019,14,AS,I,A,NA
HM12854,H1823_910,1994,8,A,S,NA,NA
HM12855,H1823_910,2004,9.5,AS,S,A,NA
HM12856,H1823_910,2011,11,AS,S,A,NA
HM12857,H1823_910,2019,11.5,AS,I,A,NA
HM12858,H1823_911,1994,18.2,A,S,NA,NA
HM12859,H1823_911,2004,18.7,AS,I,A,NA
HM12860,H1823_911,2011,20.1,AS,I,A,NA
HM12861,H1823_911,2019,20.1,AS,I,A,NA
HM12862,H1823_912,1994,5.9,A,S,NA,NA
HM12863,H1823_912,2004,6.8,AS,S,A,NA
HM12864,H1823_912,2011,7.6,AS,S,A,NA
HM12865,H1823_912,2019,7.6,AS,S,A,NA
HM12866,H1823_913,1994,7.3,A,S,NA,NA
HM12867,H1823_913,2004,7.5,AS,I,D,NA
HM12868,H1823_913,2011,7.6,AS,S,C,NA
HM12869,H1823_913,2019,7.2,DF,NA,NA,F2
HM12870,H1823_914,1994,9.5,A,S,NA,NA
HM12871,H1823_914,2004,12.2,AS,I,A,NA
HM12872,H1823_914,2011,14.6,AS,I,A,NA
HM12873,H1823_914,2019,17,AS,I,A,NA
HM12874,H1823_915,1994,18.2,A,S,NA,NA
HM12875,H1823_915,2004,20.5,AS,I,A,NA
HM12876,H1823_915,2011,22.1,AS,I,A,NA
HM12877,H1823_915,2019,22.6,AS,I,A,NA
HM12878,H1823_916,1994,23.7,A,S,NA,NA
HM12879,H1823_916,2004,24.8,AS,I,A,NA
HM12880,H1823_916,2011,26.8,AS,I,A,NA
HM12881,H1823_916,2019,26.8,AS,C,B,NA
HM12882,H1823_917,1994,5.4,A,S,NA,NA
HM12883,H1823_917,2004,5.4,DS,NA,NA,S2
HM12884,H1823_917,2011,NA,DF,NA,NA,F2
HM12885,H1823_918,2011,11.3,AS,S,A,NA
HM12886,H1823_918,2019,12.3,AS,S,B,NA
HM12887,H1823_919,1994,7.7,A,S,NA,NA
HM12888,H1823_919,2004,8.1,AS,S,B,NA
HM12889,H1823_919,2011,8.4,DS,NA,NA,S1
HM12890,H1823_919,2019,8,DF,NA,NA,F3
HM12891,H1823_92,1994,28.2,A,C-I,NA,NA
HM12892,H1823_92,2004,29,AS,D,B,NA
HM12893,H1823_92,2011,28,AS,C,B,NA
HM12894,H1823_92,2019,29,DS,NA,NA,S2
HM12895,H1823_920,1994,7.2,A,S,NA,NA
HM12896,H1823_920,2004,8,AS,S,A,NA
HM12897,H1823_920,2011,8.7,AS,S,A,NA
HM12898,H1823_920,2019,9,AS,I,B,NA
HM12899,H1823_921,1994,6.5,A,S,NA,NA
HM12900,H1823_921,2004,6.5,AL,S,D,NA
HM12901,H1823_921,2011,6.8,AL,S,C,NA
HM12902,H1823_921,2019,6.8,AL,S,C,NA
HM12903,H1823_922,1994,5.2,A,S,NA,NA
HM12904,H1823_922,2004,5.2,DF,NA,NA,S2
HM12905,H1823_922,2011,NA,DF,NA,NA,F3
HM12906,H1823_923,1994,5.6,A,S,NA,NA
HM12907,H1823_923,2004,6.2,AS,S,C,NA
HM12908,H1823_923,2011,6.5,AS,S,C,NA
HM12909,H1823_923,2019,6.4,DS,NA,NA,S1
HM12910,H1823_924,1994,32.5,A,S,NA,NA
HM12911,H1823_924,2004,34.5,AS,I,A,NA
HM12912,H1823_924,2011,36.9,AS,I,A,NA
HM12913,H1823_924,2019,37.9,AS,C,A,NA
HM12914,H1823_925,1994,13.1,A,S,NA,NA
HM12915,H1823_925,2004,14.9,AS,I,A,NA
HM12916,H1823_925,2011,16.6,AS,I,A,NA
HM12917,H1823_925,2019,17.3,AS,C,B,NA
HM12918,H1823_926,2004,6.3,AS,S,A,NA
HM12919,H1823_926,2011,7.4,AS,S,A,NA
HM12920,H1823_926,2019,7.4,AS,S,A,NA
HM12921,H1823_927,1994,13.3,A,S,NA,NA
HM12922,H1823_927,2004,15.2,AS,S,A,NA
HM12923,H1823_927,2011,16.8,AS,S,A,NA
HM12924,H1823_927,2019,17.8,AS,I,A,NA
HM12925,H1823_928,2004,5.7,AL,S,A,NA
HM12926,H1823_928,2011,6.2,AL,S,A,NA
HM12927,H1823_928,2019,6.8,AL,S,B,NA
HM12928,H1823_929,1994,5,A,S,NA,NA
HM12929,H1823_929,2004,5.9,AS,S,A,NA
HM12930,H1823_929,2011,6.1,AS,S,B,NA
HM12931,H1823_929,2019,6,DS,NA,NA,S1
HM12932,H1823_93,1994,7.2,A,S,NA,NA
HM12933,H1823_93,2004,8.2,AS,S,A,NA
HM12934,H1823_93,2011,9,AS,S,B,NA
HM12935,H1823_93,2019,9.5,AS,S,C,NA
HM12936,H1823_930,1994,19.1,A,S,NA,NA
HM12937,H1823_930,2004,19.3,AF,S,E,NA
HM12938,H1823_930,2011,NA,DF,NA,NA,F1
HM12939,H1823_931,1994,21,A,C-I,NA,NA
HM12940,H1823_931,2004,26.5,AS,D,A,NA
HM12941,H1823_931,2011,32.4,AS,D,A,NA
HM12942,H1823_931,2019,38.5,AS,D,A,NA
HM12943,H1823_932,2019,5.4,AL,S,C,NA
HM12944,H1823_933,1994,19.7,A,S,NA,NA
HM12945,H1823_933,2004,21.6,AS,I,A,NA
HM12946,H1823_933,2011,22.7,AS,I,A,NA
HM12947,H1823_933,2019,23.5,AS,I,A,NA
HM12948,H1823_934,1994,5.9,A,S,NA,NA
HM12949,H1823_934,2004,5.9,AS,S,B,NA
HM12950,H1823_934,2011,6,AS,S,B,NA
HM12951,H1823_934,2019,6,AS,S,C,NA
HM12952,H1823_935,1994,5.8,A,S,NA,NA
HM12953,H1823_935,2004,6.3,AS,S,A,NA
HM12954,H1823_935,2011,6.6,AS,S,A,NA
HM12955,H1823_935,2019,6.2,DS,NA,NA,S1
HM12956,H1823_936,1994,15.8,A,S,NA,NA
HM12957,H1823_936,2004,17.3,AS,I,A,NA
HM12958,H1823_936,2011,18.5,AS,I,A,NA
HM12959,H1823_936,2019,19,AS,I,B,NA
HM12960,H1823_937,1994,5.5,A,S,NA,NA
HM12961,H1823_937,2004,5.5,DS,NA,NA,S2
HM12962,H1823_937,2011,NA,DF,NA,NA,F2
HM12963,H1823_938,1994,13.4,A,S,NA,NA
HM12964,H1823_938,2004,13.9,AS,I,A,NA
HM12965,H1823_938,2011,15.3,AS,S,C,NA
HM12966,H1823_938,2019,15.3,AS,S,C,NA
HM12967,H1823_939,1994,6.3,A,S,NA,NA
HM12968,H1823_939,2004,7.2,AS,S,A,NA
HM12969,H1823_939,2011,7.3,DS,NA,NA,S1
HM12970,H1823_939,2019,7,DS,NA,NA,S1
HM12971,H1823_94,1994,13.5,A,S,NA,NA
HM12972,H1823_94,2004,15.8,AS,I,A,NA
HM12973,H1823_94,2011,18.9,AS,I,A,NA
HM12974,H1823_94,2019,20.5,AS,I,A,NA
HM12975,H1823_940,2004,5.6,AL,S,A,NA
HM12976,H1823_940,2011,6,AS,S,A,NA
HM12977,H1823_940,2019,6,AL,S,B,NA
HM12978,H1823_941,1994,9.7,A,S,NA,NA
HM12979,H1823_941,2004,12.4,AS,I,A,NA
HM12980,H1823_941,2011,14.3,AS,I,A,NA
HM12981,H1823_941,2019,16.5,AS,C,A,NA
HM12982,H1823_942,1994,9.5,A,S,NA,NA
HM12983,H1823_942,2004,11,AL,I,A,NA
HM12984,H1823_942,2011,12.2,AS,I,A,NA
HM12985,H1823_942,2019,12.6,AS,I,A,NA
HM12986,H1823_943,1994,5.7,A,S,NA,NA
HM12987,H1823_943,2004,10.3,AS,I,A,NA
HM12988,H1823_943,2011,11.9,AS,I,B,NA
HM12989,H1823_943,2019,12.9,AS,I,A,NA
HM12990,H1823_944,1994,10.2,A,S,NA,NA
HM12991,H1823_944,2004,10.7,AL,S,D,NA
HM12992,H1823_944,2011,11,AL,S,C,NA
HM12993,H1823_944,2019,12.2,AL,S,B,NA
HM12994,H1823_945,1994,13.6,A,S,NA,NA
HM12995,H1823_945,2004,14.8,AS,I,A,NA
HM12996,H1823_945,2011,16.4,AS,I,A,NA
HM12997,H1823_945,2019,17.7,AS,I,A,NA
HM12998,H1823_946,1994,21.7,A,S,NA,NA
HM12999,H1823_946,2004,22.7,DF,NA,NA,NA
HM13000,H1823_946,2011,NA,DF,NA,NA,F2
HM13001,H1823_947,1994,17.7,A,S,NA,NA
HM13002,H1823_947,2004,20,AS,I,A,NA
HM13003,H1823_947,2011,22.1,AS,I,A,NA
HM13004,H1823_947,2019,23.4,AS,C,A,NA
HM13005,H1823_948,1994,10.3,A,S,NA,NA
HM13006,H1823_948,2004,12.3,AS,I,A,NA
HM13007,H1823_948,2011,14.4,AS,I,A,NA
HM13008,H1823_948,2019,16,AS,I,A,NA
HM13009,H1823_949,1994,10.2,A,S,NA,NA
HM13010,H1823_949,2004,12.3,AS,I,A,NA
HM13011,H1823_949,2011,13.3,DS,NA,NA,S1
HM13012,H1823_949,2019,13.5,DF,NA,NA,S1
HM13013,H1823_95,2004,9.8,AS,I,A,NA
HM13014,H1823_95,2011,11.7,AS,I,A,NA
HM13015,H1823_95,2019,12.5,DS,NA,NA,S3
HM13016,H1823_950,1994,6.8,A,S,NA,NA
HM13017,H1823_950,2004,8,AS,S,A,NA
HM13018,H1823_950,2011,9.3,AS,S,A,NA
HM13019,H1823_950,2019,9.9,AS,I,A,NA
HM13020,H1823_951,2004,6.5,AS,S,A,NA
HM13021,H1823_951,2011,7.5,AL,S,B,NA
HM13022,H1823_951,2019,7.5,AL,S,B,NA
HM13023,H1823_952,1994,5.8,A,S,NA,NA
HM13024,H1823_952,2004,6.1,AF,S,C,NA
HM13025,H1823_952,2011,NA,DF,NA,NA,F2
HM13026,H1823_953,1994,17.2,A,S,NA,NA
HM13027,H1823_953,2004,18.3,AS,I,A,NA
HM13028,H1823_953,2011,19.4,AS,I,A,NA
HM13029,H1823_953,2019,20.3,AS,I,A,NA
HM13030,H1823_954,2004,5.2,AS,S,B,NA
HM13031,H1823_954,2011,6,AL,S,B,NA
HM13032,H1823_954,2019,6.4,AS,S,A,NA
HM13033,H1823_955,1994,8.6,A,S,NA,NA
HM13034,H1823_955,2004,10,DF,NA,NA,S2
HM13035,H1823_955,2011,NA,DF,NA,NA,F4
HM13036,H1823_956,1994,8.4,A,S,NA,NA
HM13037,H1823_956,2004,9,DF,NA,NA,S2
HM13038,H1823_956,2011,NA,DF,NA,NA,F4
HM13039,H1823_957,1994,8.1,A,S,NA,NA
HM13040,H1823_957,2004,10.5,AS,I,A,NA
