plot_id,fire_year,long,lat
H1760,1760,-79.34152449,48.46587748
H1823,1823,-79.32107,48.50257
H1847,1847,-79.239176,48.4573
H1870,1870,-79.29969,48.477423
H1916,1916,-79.29547054,48.4401748
H1944,1944,-79.26210671,48.4389538
