stem_id,plot_id,species_id,x,y
H1823_1674,H1823,ABA,70.5,68.75
H1823_1675,H1823,TOC,73.5,68
H1823_1676,H1823,ABA,76,65
H1823_1677,H1823,TOC,76,65.75
H1823_1678,H1823,ABA,76.25,69
H1823_1679,H1823,TOC,77,68
H1823_168,H1823,TOC,68.27,4.1
H1823_1680,H1823,ABA,79.25,68.5
H1823_1681,H1823,ABA,79.75,68.25
H1823_1682,H1823,ABA,78.5,66
H1823_1683,H1823,ABA,78.75,65.5
H1823_1684,H1823,TOC,77,65.25
H1823_1685,H1823,TOC,79.5,61.25
H1823_1686,H1823,TOC,79,61
H1823_1687,H1823,ABA,77,62.75
H1823_1688,H1823,TOC,77,63
H1823_1689,H1823,ABA,80,62
H1823_169,H1823,TOC,68.33,5.71
H1823_1690,H1823,ABA,72.75,68.5
H1823_1691,H1823,TOC,73.75,69.75
H1823_1692,H1823,PTR,71,62.75
H1823_1693,H1823,PTR,78,64
H1823_1694,H1823,PTR,72,63.75
H1823_1695,H1823,TOC,80.75,68.75
H1823_1696,H1823,TOC,80.25,66.75
H1823_1697,H1823,TOC,82.75,69.25
H1823_1698,H1823,TOC,82.75,69
H1823_1699,H1823,ABA,84,68
H1823_17,H1823,TOC,0.75,0.75
H1823_170,H1823,TOC,68.48,6.68
H1823_1700,H1823,TOC,83.75,67
H1823_1701,H1823,TOC,85.75,67
H1823_1702,H1823,ABA,86.75,69.25
H1823_1703,H1823,TOC,89,67.75
H1823_1704,H1823,ABA,87.75,66.75
H1823_1705,H1823,TOC,88.75,65.5
H1823_1706,H1823,TOC,89.25,65
H1823_1707,H1823,BPA,89.75,64.75
H1823_1708,H1823,TOC,87.75,65
H1823_1709,H1823,ABA,86.5,66.5
H1823_171,H1823,ABA,72.75,1.5
H1823_1710,H1823,ABA,86.25,67
H1823_1711,H1823,TOC,88.75,61.5
H1823_1712,H1823,ABA,88,63
H1823_1713,H1823,PMA,87.25,63
H1823_1714,H1823,ABA,87,63.25
H1823_1715,H1823,ABA,86.5,61
H1823_1716,H1823,TOC,85.5,62
H1823_1717,H1823,ABA,85,64
H1823_1718,H1823,TOC,84,65
H1823_1719,H1823,TOC,83.5,61.5
H1823_172,H1823,BPA,77.25,4.5
H1823_1720,H1823,TOC,82.5,61.75
H1823_1721,H1823,TOC,81.5,64.25
H1823_1722,H1823,ABA,80.5,60.5
H1823_1723,H1823,TOC,84,64.75
H1823_1724,H1823,ABA,0,75
H1823_1725,H1823,TOC,98.25,63
H1823_1726,H1823,BPA,99,63.5
H1823_1727,H1823,ABA,97,63
H1823_1728,H1823,TOC,94.5,60.5
H1823_1729,H1823,TOC,94,60.5
H1823_173,H1823,TOC,70.75,9.75
H1823_1730,H1823,TOC,93.75,60.5
H1823_1731,H1823,ABA,92.75,61.75
H1823_1732,H1823,ABA,90.5,61.5
H1823_1733,H1823,ABA,91,63
H1823_1734,H1823,ABA,92.5,62.75
H1823_1735,H1823,ABA,93,64
H1823_1736,H1823,TOC,92.5,64
H1823_1737,H1823,ABA,92.5,66.5
H1823_1738,H1823,ABA,91.5,66
H1823_1739,H1823,ABA,90.75,68.25
H1823_174,H1823,TOC,71.5,9
H1823_1740,H1823,TOC,91.5,68
H1823_1741,H1823,TOC,96,67
H1823_1742,H1823,TOC,93,69
H1823_1743,H1823,ABA,96,65
H1823_1744,H1823,ABA,96.5,66
H1823_1745,H1823,ABA,98.5,66.5
H1823_1746,H1823,TOC,99.75,65.75
H1823_1747,H1823,TOC,99.5,67.5
H1823_1748,H1823,ABA,95.5,69.5
H1823_1749,H1823,PTR,99.5,62.75
H1823_175,H1823,TOC,71.25,8.5
H1823_1750,H1823,ABA,6,72
H1823_1751,H1823,PTR,0.25,79.75
H1823_1752,H1823,ABA,6.5,73.5
H1823_1753,H1823,ABA,10,71.25
H1823_1754,H1823,ABA,3,77.25
H1823_1755,H1823,ABA,9,78.5
H1823_1756,H1823,PTR,2,71.25
H1823_1757,H1823,ABA,3.5,73
H1823_1758,H1823,ABA,6,71.5
H1823_1759,H1823,ABA,9,71
H1823_176,H1823,TOC,71,6
H1823_1760,H1823,ABA,9,72.25
H1823_1761,H1823,ABA,8.25,73
H1823_1762,H1823,PTR,8,77
H1823_1763,H1823,ABA,7,78.75
H1823_1764,H1823,BPA,6,79.5
H1823_1765,H1823,ABA,2.5,76.5
H1823_1766,H1823,PTR,8,70
H1823_1767,H1823,PGL,3,76
H1823_1768,H1823,ABA,5.09,73.87
H1823_1769,H1823,ABA,0,75.36
H1823_177,H1823,TOC,71,8
H1823_1770,H1823,ABA,11.5,79.5
H1823_1771,H1823,ABA,15.75,79.25
H1823_1772,H1823,ABA,16,76.5
H1823_1773,H1823,ABA,13.5,71
H1823_1774,H1823,ABA,19.5,70.25
H1823_1775,H1823,PTR,13,71
H1823_1776,H1823,PGL,17.75,78.5
H1823_1777,H1823,ASP,13.17,79.53
H1823_1778,H1823,ASP,11.8,73.96
H1823_1779,H1823,ABA,26.75,76.75
H1823_178,H1823,TOC,72.25,9.25
H1823_1780,H1823,PTR,29.75,71.5
H1823_1781,H1823,TOC,30,79.5
H1823_1782,H1823,ALN,29.75,72.5
H1823_1783,H1823,ABA,27,79
H1823_1784,H1823,ABA,25,75
H1823_1785,H1823,ABA,24.5,76.5
H1823_1786,H1823,ABA,22.75,75
H1823_1787,H1823,TOC,23.5,74.5
H1823_1788,H1823,ABA,21.5,75
H1823_1789,H1823,TOC,24,71.5
H1823_179,H1823,TOC,73,9
H1823_1790,H1823,TOC,23.5,72.5
H1823_1791,H1823,TOC,25,73
H1823_1792,H1823,PTR,28.5,70.5
H1823_1793,H1823,PTR,21.75,70
H1823_1794,H1823,PTR,23,71
H1823_1795,H1823,PTR,29.75,73
H1823_1796,H1823,PGL,29.75,77.5
H1823_1797,H1823,ABA,32.5,72.75
H1823_1798,H1823,ABA,37.25,76
H1823_1799,H1823,ABA,34,77.25
H1823_18,H1823,TOC,0.75,1
H1823_180,H1823,ABA,74,9
H1823_1800,H1823,ABA,37,75
H1823_1801,H1823,TOC,35,74.5
H1823_1802,H1823,ABA,37.5,77.5
H1823_1803,H1823,PTR,30.25,72.5
H1823_1804,H1823,PGL,39,73.75
H1823_1805,H1823,TOC,31,78
H1823_1806,H1823,ABA,31.5,76
H1823_1807,H1823,TOC,36,72.5
H1823_1808,H1823,TOC,32.75,71.25
H1823_1809,H1823,TOC,33.5,71
H1823_181,H1823,TOC,73,7.5
H1823_1810,H1823,TOC,34.75,71
H1823_1811,H1823,TOC,35,72
H1823_1812,H1823,TOC,36,70.5
H1823_1813,H1823,ABA,36.5,72
H1823_1814,H1823,ABA,37,78.75
H1823_1815,H1823,ABA,36,79.5
H1823_1816,H1823,PMA,36.5,74.5
H1823_1817,H1823,TOC,45,70.5
H1823_1818,H1823,PMA,41,70.25
H1823_1819,H1823,PTR,42,73.5
H1823_182,H1823,TOC,73.5,6.75
H1823_1820,H1823,PGL,41.5,79.25
H1823_1821,H1823,PMA,41,70
H1823_1822,H1823,PMA,41.5,70
H1823_1823,H1823,BPA,49.5,70.75
H1823_1824,H1823,TOC,46,71.5
H1823_1825,H1823,ABA,45.75,71.75
H1823_1826,H1823,TOC,45,70.5
H1823_1827,H1823,PMA,48.5,73.75
H1823_1828,H1823,BPA,49,73.25
H1823_1829,H1823,ABA,49.75,75.75
H1823_183,H1823,TOC,75.25,7
H1823_1830,H1823,TOC,49,76
H1823_1831,H1823,TOC,46.5,75
H1823_1832,H1823,ABA,48.75,77.25
H1823_1833,H1823,TOC,49,78.5
H1823_1834,H1823,TOC,45.5,79.25
H1823_1835,H1823,TOC,45,76
H1823_1836,H1823,PMA,41.5,75
H1823_1837,H1823,TOC,42.25,77.25
H1823_1838,H1823,TOC,44,77
H1823_1839,H1823,PTR,47.5,70
H1823_184,H1823,TOC,75,6.5
H1823_1840,H1823,PTR,42,71.5
H1823_1841,H1823,PTR,42,71.75
H1823_1842,H1823,PTR,45.75,74.25
H1823_1843,H1823,PTR,44.75,79
H1823_1844,H1823,PTR,44,79
H1823_1845,H1823,PTR,49,79
H1823_1846,H1823,PGL,48.75,70.25
H1823_1847,H1823,PGL,49,72.5
H1823_1848,H1823,PGL,49,74.5
H1823_1849,H1823,ABA,56.5,70.75
H1823_185,H1823,ABA,76,7.5
H1823_1850,H1823,ABA,54.75,75.25
H1823_1851,H1823,ABA,50.25,74
H1823_1852,H1823,PTR,58.75,71.5
H1823_1853,H1823,PTR,50.25,71
H1823_1854,H1823,PTR,51,70
H1823_1855,H1823,PTR,50.25,78.75
H1823_1856,H1823,TOC,54.5,79
H1823_1857,H1823,ABA,50.75,79.75
H1823_1858,H1823,TOC,51,79
H1823_1859,H1823,ABA,51.5,77
H1823_186,H1823,TOC,79,7.75
H1823_1860,H1823,ABA,53,77.5
H1823_1861,H1823,TOC,54,75.5
H1823_1862,H1823,BPA,53.25,79
H1823_1863,H1823,ABA,55.25,78
H1823_1864,H1823,ABA,56,77
H1823_1865,H1823,ABA,57.5,77.5
H1823_1866,H1823,TOC,59.75,76.5
H1823_1867,H1823,ABA,59,75.25
H1823_1868,H1823,ABA,59.75,74
H1823_1869,H1823,TOC,55.5,70.75
H1823_187,H1823,ABA,79.5,1.75
H1823_1870,H1823,TOC,55,70.5
H1823_1871,H1823,TOC,55.5,71.75
H1823_1872,H1823,TOC,55.5,74.25
H1823_1873,H1823,TOC,55,74.75
H1823_1874,H1823,ABA,54.75,73.5
H1823_1875,H1823,PTR,51.25,74.75
H1823_1876,H1823,TOC,50.5,73
H1823_1877,H1823,TOC,50.25,71.75
H1823_1878,H1823,TOC,69.5,70
H1823_1879,H1823,TOC,69.5,71.25
H1823_188,H1823,ABA,78.25,2.25
H1823_1880,H1823,TOC,69.75,72.25
H1823_1881,H1823,ABA,70,74.75
H1823_1882,H1823,TOC,69.75,74
H1823_1883,H1823,TOC,69.5,75
H1823_1884,H1823,BPA,66,79.5
H1823_1885,H1823,ABA,65,79.25
H1823_1886,H1823,TOC,63.25,78.75
H1823_1887,H1823,TOC,63,78
H1823_1888,H1823,ABA,63,77
H1823_1889,H1823,TOC,66.25,77.25
H1823_189,H1823,ABA,78.5,0.25
H1823_1890,H1823,TOC,67,76.5
H1823_1891,H1823,TOC,66,74.5
H1823_1892,H1823,TOC,65.25,73
H1823_1893,H1823,ABA,64.5,72.75
H1823_1894,H1823,ABA,63,74.5
H1823_1895,H1823,ABA,61.25,72.5
H1823_1896,H1823,ABA,62.25,71.25
H1823_1897,H1823,ABA,62.5,72.25
H1823_1898,H1823,ABA,62.75,71
H1823_1899,H1823,ABA,67,71
H1823_19,H1823,TOC,0.25,1.5
H1823_190,H1823,ABA,76.25,1.75
H1823_1900,H1823,ABA,67.5,71.75
H1823_1901,H1823,ABA,67.5,72
H1823_1902,H1823,ABA,67.75,73
H1823_1903,H1823,TOC,62.25,77
H1823_1904,H1823,TOC,70,79.25
H1823_1905,H1823,TOC,67.75,77
H1823_1906,H1823,TOC,68.5,74.75
H1823_1907,H1823,ABA,69,73
H1823_1908,H1823,PGL,64,77
H1823_1909,H1823,PGL,64.75,79.75
H1823_191,H1823,ABA,74,0.75
H1823_1910,H1823,PGL,69.75,76.75
H1823_1911,H1823,ABA,70,74.75
H1823_1912,H1823,TOC,70.25,73.75
H1823_1913,H1823,TOC,72.5,72.5
H1823_1914,H1823,TOC,73.25,76.75
H1823_1915,H1823,TOC,75.25,78.5
H1823_1916,H1823,TOC,71,79.75
H1823_1917,H1823,ABA,77.75,79.75
H1823_1918,H1823,ABA,78.25,78.5
H1823_1919,H1823,PTR,79.25,79
H1823_192,H1823,ABA,72.5,0.25
H1823_1920,H1823,ABA,79.75,79
H1823_1921,H1823,TOC,79.75,77
H1823_1922,H1823,ABA,79.75,75.25
H1823_1923,H1823,ABA,77.5,72.75
H1823_1924,H1823,ABA,76.75,73.25
H1823_1925,H1823,TOC,75.75,72.5
H1823_1926,H1823,TOC,75,73.75
H1823_1927,H1823,TOC,75,70
H1823_1928,H1823,TOC,74.75,70.5
H1823_1929,H1823,ABA,77.5,70.25
H1823_193,H1823,PTR,70.5,3
H1823_1930,H1823,ABA,73,74.5
H1823_1931,H1823,ABA,79.75,71
H1823_1932,H1823,TOC,75.75,72.25
H1823_1933,H1823,ABA,70.75,74.5
H1823_1934,H1823,PTR,76,78
H1823_1935,H1823,PTR,75,77
H1823_1936,H1823,PTR,74.5,71
H1823_1937,H1823,PTR,78.25,73
H1823_1938,H1823,PGL,71.25,79.75
H1823_1939,H1823,ABA,79.68,71.11
H1823_194,H1823,ABA,75.25,9.75
H1823_1940,H1823,TOC,72.45,75.53
H1823_1941,H1823,ABA,88,79.75
H1823_1942,H1823,ABA,87.25,79.5
H1823_1943,H1823,ABA,86,79
H1823_1944,H1823,ABA,85,77
H1823_1945,H1823,TOC,85,76.5
H1823_1946,H1823,ABA,88.25,77
H1823_1947,H1823,ABA,88,76.25
H1823_1948,H1823,TOC,88.75,74.75
H1823_1949,H1823,BPA,90,74.75
H1823_195,H1823,PTR,76.75,9.75
H1823_1950,H1823,ABA,90,73
H1823_1951,H1823,ABA,87.5,73.5
H1823_1952,H1823,ABA,87,73.25
H1823_1953,H1823,ABA,85,74
H1823_1954,H1823,ABA,85.25,71.25
H1823_1955,H1823,TOC,86.25,70.25
H1823_1956,H1823,ABA,80.5,70.5
H1823_1957,H1823,TOC,81.25,71
H1823_1958,H1823,TOC,81.75,71.75
H1823_1959,H1823,TOC,82.5,76
H1823_196,H1823,PTR,75,7
H1823_1960,H1823,TOC,80.25,79
H1823_1961,H1823,TOC,83,77
H1823_1962,H1823,TOC,83.75,71.25
H1823_1963,H1823,ABA,86.25,77.25
H1823_1964,H1823,TOC,86.75,70.5
H1823_1965,H1823,ABA,82.5,70.25
H1823_1966,H1823,PTR,81.5,70
H1823_1967,H1823,PTR,84.25,72
H1823_1968,H1823,PTR,81,77.25
H1823_1969,H1823,PTR,81,75.75
H1823_197,H1823,PTR,74,8.5
H1823_1970,H1823,PTR,82.25,74.5
H1823_1971,H1823,PTR,85,79.5
H1823_1972,H1823,PMA,84,79
H1823_1973,H1823,ABA,99.75,72.25
H1823_1974,H1823,ABA,98,71
H1823_1975,H1823,TOC,95.75,71
H1823_1976,H1823,ABA,95,71
H1823_1977,H1823,TOC,93.5,72.25
H1823_1978,H1823,TOC,96,73.75
H1823_1979,H1823,ABA,96.5,73.5
H1823_198,H1823,PTR,78.5,3.25
H1823_1980,H1823,ABA,92,75.5
H1823_1981,H1823,ABA,91,74.25
H1823_1982,H1823,TOC,91.5,78
H1823_1983,H1823,ABA,91.75,79.75
H1823_1984,H1823,ABA,93.5,79.5
H1823_1985,H1823,TOC,93,79
H1823_1986,H1823,TOC,93.5,78.25
H1823_1987,H1823,TOC,93.75,78.25
H1823_1988,H1823,TOC,95.25,77
H1823_1989,H1823,TOC,95,76.5
H1823_199,H1823,ABA,77.25,1.2
H1823_1990,H1823,TOC,98,76
H1823_1991,H1823,TOC,99.75,76.25
H1823_1992,H1823,ABA,99,76.5
H1823_1993,H1823,ABA,95.5,70.25
H1823_1994,H1823,ABA,99.5,74.25
H1823_1995,H1823,ABA,96.5,74
H1823_1996,H1823,PTR,90.75,78.5
H1823_1997,H1823,PTR,94,78.5
H1823_1998,H1823,PTR,96.5,78.75
H1823_1999,H1823,ABA,94.4,70
H1823_2,H1823,TOC,7,3
H1823_20,H1823,PGL,7,8
H1823_200,H1823,ABA,76.96,2.52
H1823_2000,H1823,ABA,10,81
H1823_2001,H1823,ABA,6,80.5
H1823_2002,H1823,ABA,6,80
H1823_2003,H1823,ABA,9.25,84.25
H1823_2004,H1823,ABA,5,84.5
H1823_2005,H1823,SALIX,2,83
H1823_2006,H1823,TOC,1.75,88.5
H1823_2007,H1823,ALN,9.75,88
H1823_2008,H1823,ALN,9.5,88.25
H1823_2009,H1823,BPA,10,81
H1823_201,H1823,ABA,74.22,1.41
H1823_2010,H1823,PTR,6.75,81.75
H1823_2011,H1823,PTR,8,81.75
H1823_2012,H1823,ASP,0.31,89.55
H1823_2013,H1823,ABA,20,86
H1823_2014,H1823,ABA,13,84
H1823_2015,H1823,ABA,14.25,81.75
H1823_2016,H1823,ABA,11.25,88
H1823_2017,H1823,ALN,13.5,89
H1823_2018,H1823,TOC,20,83.5
H1823_2019,H1823,TOC,19.75,81.75
H1823_202,H1823,BPA,83,6
H1823_2020,H1823,TOC,18,83
H1823_2021,H1823,ABA,14.75,82
H1823_2022,H1823,ABA,13,81.5
H1823_2023,H1823,ABA,13,82
H1823_2024,H1823,BPA,10.25,80.75
H1823_2025,H1823,ABA,10.75,85
H1823_2026,H1823,ABA,11.5,84.75
H1823_2027,H1823,ABA,11.75,86
H1823_2028,H1823,ALN,12.5,83.5
H1823_2029,H1823,ABA,15.5,84
H1823_203,H1823,ABA,80.25,7.25
H1823_2030,H1823,ABA,14.5,80.5
H1823_2031,H1823,ALN,13,83.5
H1823_2032,H1823,ASP,10,88
H1823_2033,H1823,ASP,10,88
H1823_2034,H1823,ASP,18.05,87.99
H1823_2035,H1823,ASP,13.15,86.25
H1823_2036,H1823,ASP,15.5,90
H1823_2037,H1823,ALN,28.5,87.75
H1823_2038,H1823,ABA,28.75,87.75
H1823_2039,H1823,ABA,20.75,85.25
H1823_204,H1823,TOC,86,9.25
H1823_2040,H1823,PTR,29,86
H1823_2041,H1823,PTR,28.5,88
H1823_2042,H1823,ALN,24,88.5
H1823_2043,H1823,ABA,22.75,89.75
H1823_2044,H1823,ABA,26.5,89.75
H1823_2045,H1823,ABA,23.25,88
H1823_2046,H1823,ALN,23,87
H1823_2047,H1823,ALN,24.5,85.5
H1823_2048,H1823,ALN,24.5,88.75
H1823_2049,H1823,ALN,24.75,89
H1823_205,H1823,ABA,87.25,3.75
H1823_2050,H1823,ALN,24.75,88.75
H1823_2051,H1823,BPA,21.25,85.5
H1823_2052,H1823,BPA,21.25,85
H1823_2053,H1823,BPA,20.5,83.25
H1823_2054,H1823,TOC,20.5,80.5
H1823_2055,H1823,TOC,21,81.5
H1823_2056,H1823,TOC,22,82
H1823_2057,H1823,TOC,23,83.5
H1823_2058,H1823,TOC,22.75,80.75
H1823_2059,H1823,ABA,27,80.25
H1823_206,H1823,ABA,87,0.5
H1823_2060,H1823,PGL,20.25,85
H1823_2061,H1823,TOC,25.08,85.6
H1823_2062,H1823,ABA,32,89.25
H1823_2063,H1823,PTR,39,82
H1823_2064,H1823,PTR,39.75,88.5
H1823_2065,H1823,TOC,33.5,87.5
H1823_2066,H1823,TOC,35,86.76
H1823_2067,H1823,TOC,36,88.5
H1823_2068,H1823,ABA,39,88
H1823_2069,H1823,ABA,37.75,86.5
H1823_207,H1823,ABA,87.5,2.5
H1823_2070,H1823,ABA,38,85.5
H1823_2071,H1823,ABA,39,85
H1823_2072,H1823,ABA,37.25,82.5
H1823_2073,H1823,TOC,34,81.25
H1823_2074,H1823,TOC,34,81.75
H1823_2075,H1823,PTR,33,86.5
H1823_2076,H1823,ABA,47,88
H1823_2077,H1823,TOC,41,80.25
H1823_2078,H1823,TOC,43,80.25
H1823_2079,H1823,PTR,42.5,84.5
H1823_208,H1823,ABA,86,4.25
H1823_2080,H1823,ABA,49.75,82.25
H1823_2081,H1823,ABA,50,84.5
H1823_2082,H1823,ABA,49.75,85.5
H1823_2083,H1823,TOC,50,89
H1823_2084,H1823,BPA,46.5,88
H1823_2085,H1823,BPA,46.75,88
H1823_2086,H1823,BPA,46.5,87.75
H1823_2087,H1823,BPA,46.5,87
H1823_2088,H1823,PTR,41.25,89
H1823_2089,H1823,ABA,47.5,82
H1823_209,H1823,ABA,87.75,1.25
H1823_2090,H1823,BPA,49,81
H1823_2091,H1823,PTR,45,81.25
H1823_2092,H1823,PTR,46,81.75
H1823_2093,H1823,PTR,42.25,88
H1823_2094,H1823,PTR,42.75,89.25
H1823_2095,H1823,PTR,43.75,89
H1823_2096,H1823,PTR,49.25,80.25
H1823_2097,H1823,ABA,48.5,80
H1823_2098,H1823,PTR,50,84.25
H1823_2099,H1823,PGL,50,83
H1823_21,H1823,TOC,4.81,2.35
H1823_210,H1823,ABA,85.75,4.25
H1823_2100,H1823,PGL,58,86.5
H1823_2101,H1823,ABA,50.25,84
H1823_2102,H1823,ABA,50.25,87.75
H1823_2103,H1823,ABA,53,82
H1823_2104,H1823,ABA,55.5,83
H1823_2105,H1823,ABA,56,83
H1823_2106,H1823,ABA,56,82.5
H1823_2107,H1823,ABA,56.25,81.5
H1823_2108,H1823,ABA,56,80.75
H1823_2109,H1823,TOC,58,81
H1823_211,H1823,TOC,81.25,5.75
H1823_2110,H1823,TOC,58.5,83
H1823_2111,H1823,TOC,58.5,83.5
H1823_2112,H1823,ABA,57.75,86
H1823_2113,H1823,BPA,55,85
H1823_2114,H1823,ABA,57,89.75
H1823_2115,H1823,TOC,55.75,89
H1823_2116,H1823,TOC,56,89.75
H1823_2117,H1823,TOC,53.5,89.5
H1823_2118,H1823,ABA,53.25,89.25
H1823_2119,H1823,PTR,59,87.5
H1823_212,H1823,ABA,81.75,0.5
H1823_2120,H1823,PTR,59.5,82
H1823_2121,H1823,ABA,60.5,80.25
H1823_2122,H1823,ABA,64.75,80.5
H1823_2123,H1823,ABA,65.75,81
H1823_2124,H1823,TOC,66.5,81.5
H1823_2125,H1823,PTR,67.5,81.5
H1823_2126,H1823,TOC,70,80
H1823_2127,H1823,TOC,68,83.5
H1823_2128,H1823,TOC,69.75,84.75
H1823_2129,H1823,ABA,69,86.25
H1823_213,H1823,ABA,81,2.5
H1823_2130,H1823,ABA,67.25,85.75
H1823_2131,H1823,TOC,64.5,86
H1823_2132,H1823,ABA,64,85.75
H1823_2133,H1823,TOC,65,88.25
H1823_2134,H1823,TOC,62.75,88.25
H1823_2135,H1823,TOC,61.5,88.5
H1823_2136,H1823,ABA,60.75,89
H1823_2137,H1823,TOC,60.75,87.75
H1823_2138,H1823,ABA,60.25,87
H1823_2139,H1823,TOC,61.5,86.75
H1823_214,H1823,ABA,83,1.75
H1823_2140,H1823,ABA,60.25,85.75
H1823_2141,H1823,ABA,60.25,83.5
H1823_2142,H1823,TOC,61.25,82
H1823_2143,H1823,TOC,60.75,81
H1823_2144,H1823,TOC,64,88
H1823_2145,H1823,TOC,61.5,87
H1823_2146,H1823,TOC,62,81.5
H1823_2147,H1823,TOC,67,89
H1823_2148,H1823,TOC,68,83.75
H1823_2149,H1823,TOC,65.25,83.5
H1823_215,H1823,ABA,84.75,0.5
H1823_2150,H1823,PTR,60.75,87
H1823_2151,H1823,PTR,61.25,87.25
H1823_2152,H1823,PTR,65,89.5
H1823_2153,H1823,PTR,63.5,87.25
H1823_2154,H1823,PTR,64,87
H1823_2155,H1823,PTR,61.25,85.5
H1823_2156,H1823,PTR,61,84.75
H1823_2157,H1823,PTR,63.5,85
H1823_2158,H1823,PTR,64,85.5
H1823_2159,H1823,PTR,65,83
H1823_216,H1823,ABA,83.25,6.25
H1823_2160,H1823,PTR,64.75,81
H1823_2161,H1823,ABA,66.79,85.65
H1823_2162,H1823,ABA,74.75,80
H1823_2163,H1823,TOC,70.25,83
H1823_2164,H1823,TOC,71.5,89.75
H1823_2165,H1823,TOC,71.75,89.75
H1823_2166,H1823,ABA,78.5,88
H1823_2167,H1823,ABA,77.5,87
H1823_2168,H1823,TOC,78.75,83
H1823_2169,H1823,TOC,78,81.75
H1823_217,H1823,ABA,85.5,1.75
H1823_2170,H1823,TOC,77.25,81
H1823_2171,H1823,TOC,77,82.5
H1823_2172,H1823,TOC,76,81.75
H1823_2173,H1823,TOC,76,82
H1823_2174,H1823,TOC,75,83.25
H1823_2175,H1823,TOC,74.75,82.5
H1823_2176,H1823,TOC,74.75,82.25
H1823_2177,H1823,TOC,74,82
H1823_2178,H1823,TOC,73.5,83
H1823_2179,H1823,TOC,72.75,81.75
H1823_218,H1823,TOC,84,8.75
H1823_2180,H1823,ABA,72,82.25
H1823_2181,H1823,ABA,72.5,83
H1823_2182,H1823,ABA,73,86.25
H1823_2183,H1823,ABA,74.5,85.5
H1823_2184,H1823,ABA,74,86.25
H1823_2185,H1823,ABA,70.25,88.5
H1823_2186,H1823,TOC,70.75,85.75
H1823_2187,H1823,TOC,70.5,84
H1823_2188,H1823,ABA,75,86.75
H1823_2189,H1823,TOC,72.75,88
H1823_219,H1823,ABA,85,3.75
H1823_2190,H1823,PTR,80,80.5
H1823_2191,H1823,PTR,77,88
H1823_2192,H1823,PTR,76.75,88.5
H1823_2193,H1823,PTR,79.75,82.75
H1823_2194,H1823,PTR,79.25,81.5
H1823_2195,H1823,PTR,78.75,81.75
H1823_2196,H1823,PTR,79.25,80.25
H1823_2197,H1823,PTR,79.75,80.25
H1823_2198,H1823,ABA,81,84.5
H1823_2199,H1823,ABA,82.75,83
H1823_22,H1823,ABA,3.91,3.03
H1823_220,H1823,ABA,83.75,5
H1823_2200,H1823,ABA,85,85
H1823_2201,H1823,TOC,87,81.75
H1823_2202,H1823,TOC,87,82.75
H1823_2203,H1823,TOC,86.75,83.5
H1823_2204,H1823,TOC,87.75,83.25
H1823_2205,H1823,ABA,89.5,82.75
H1823_2206,H1823,TOC,88,80.75
H1823_2207,H1823,ABA,88.75,80.25
H1823_2208,H1823,ABA,87,80.75
H1823_2209,H1823,TOC,86.5,81.25
H1823_221,H1823,ABA,82.88,1.16
H1823_2210,H1823,ABA,88,86.5
H1823_2211,H1823,ABA,88.25,87
H1823_2212,H1823,PTR,80.25,82.25
H1823_2213,H1823,PTR,89.75,88.25
H1823_2214,H1823,ABA,82.75,86.25
H1823_2215,H1823,ABA,82.55,84.13
H1823_2216,H1823,TOC,98,80.25
H1823_2217,H1823,ABA,95.75,81.75
H1823_2218,H1823,ABA,94.25,82
H1823_2219,H1823,ABA,95.5,80.25
H1823_222,H1823,ABA,88.77,5.57
H1823_2220,H1823,TOC,93.75,81
H1823_2221,H1823,PTR,94.75,82
H1823_2222,H1823,ABA,92.75,81.25
H1823_2223,H1823,ABA,92.5,82.25
H1823_2224,H1823,TOC,91.5,82
H1823_2225,H1823,ABA,90.5,81.75
H1823_2226,H1823,ABA,92.25,84
H1823_2227,H1823,TOC,93,85.25
H1823_2228,H1823,TOC,93.75,86.25
H1823_2229,H1823,TOC,94.75,85.75
H1823_223,H1823,ABA,81.77,0.92
H1823_2230,H1823,PTR,94.5,86.25
H1823_2231,H1823,TOC,97,85
H1823_2232,H1823,TOC,98.25,86.25
H1823_2233,H1823,TOC,98,87.25
H1823_2234,H1823,TOC,97,88
H1823_2235,H1823,TOC,94,87.5
H1823_2236,H1823,TOC,93.5,88.25
H1823_2237,H1823,TOC,93.25,88
H1823_2238,H1823,ABA,91.5,88.5
H1823_2239,H1823,ABA,91.75,89
H1823_224,H1823,BPA,93,7
H1823_2240,H1823,TOC,90.75,88.25
H1823_2241,H1823,TOC,99.75,89.75
H1823_2242,H1823,ABA,99.5,88
H1823_2243,H1823,ABA,96.25,83.25
H1823_2244,H1823,TOC,98,83
H1823_2245,H1823,TOC,91,86.75
H1823_2246,H1823,PTR,97.5,80.5
H1823_2247,H1823,PGL,97,86.25
H1823_2248,H1823,PTR,95.75,82.75
H1823_2249,H1823,PTR,99.5,82
H1823_225,H1823,ABA,92,2.5
H1823_2250,H1823,ABA,9,97.75
H1823_2251,H1823,ABA,2.75,95
H1823_2252,H1823,TOC,4.75,90.25
H1823_2253,H1823,BPA,10,92
H1823_2254,H1823,ALN,7.25,91.25
H1823_2255,H1823,ALN,7.5,91.5
H1823_2256,H1823,ABA,5.75,94
H1823_2257,H1823,ABA,3.75,98.5
H1823_2258,H1823,ABA,4.25,99
H1823_2259,H1823,ALN,6,97
H1823_226,H1823,ABA,99.25,9.5
H1823_2260,H1823,ABA,6.75,98.5
