stem_id,plot_id,species_id,x,y
H1847_2574,H1847,ABA,87.25,90
H1847_2575,H1847,ABA,86.75,91.25
H1847_2576,H1847,ABA,84,92.5
H1847_2577,H1847,ABA,87,96.25
H1847_2578,H1847,ABA,81.75,95.5
H1847_2579,H1847,ABA,87.75,95.25
H1847_258,H1847,ABA,99.25,9
H1847_2580,H1847,ABA,88.5,93.5
H1847_2581,H1847,ABA,89,92
H1847_2582,H1847,ABA,89.75,94
H1847_2583,H1847,ABA,80,93.25
H1847_2584,H1847,PTR,81,91
H1847_2585,H1847,PTR,82,97
H1847_2586,H1847,PTR,82,100
H1847_2587,H1847,PTR,85.5,99.5
H1847_2588,H1847,ABA,87.75,94.5
H1847_2589,H1847,ABA,87,91.25
H1847_259,H1847,ABA,99.25,7
H1847_2590,H1847,ABA,85.25,90
H1847_2591,H1847,ABA,90.25,91.75
H1847_2592,H1847,ABA,92,92
H1847_2593,H1847,ABA,90.5,91
H1847_2594,H1847,BPA,92,92.5
H1847_2595,H1847,BPA,92,92.5
H1847_2596,H1847,ABA,92.25,94
H1847_2597,H1847,PTR,91,97.5
H1847_2598,H1847,PTR,94.75,97.75
H1847_2599,H1847,PTR,96.5,98.75
H1847_26,H1847,ABA,1.75,6
H1847_260,H1847,BPA,100,4.25
H1847_2600,H1847,BPA,99.25,95.75
H1847_2601,H1847,BPA,99.25,95.75
H1847_2602,H1847,PGL,95.5,95.25
H1847_2603,H1847,BPA,95,93
H1847_2604,H1847,ABA,93.5,92.75
H1847_2605,H1847,PTR,95,92
H1847_2606,H1847,ABA,93,97.5
H1847_2607,H1847,ABA,98.5,96
H1847_2608,H1847,ABA,95.5,92
H1847_2609,H1847,ABA,90,98.25
H1847_261,H1847,PTR,99.75,2
H1847_2610,H1847,ABA,96.75,92
H1847_2611,H1847,ABA,90,96.25
H1847_2612,H1847,ABA,97.75,91.75
H1847_2613,H1847,ABA,97,94.25
H1847_2614,H1847,ABA,97,98
H1847_2615,H1847,ABA,99.25,96.25
H1847_2616,H1847,ABA,99.5,90.75
H1847_262,H1847,ABA,99,0
H1847_263,H1847,ABA,98,0.25
H1847_264,H1847,ABA,98.5,3
H1847_265,H1847,ABA,98.75,4
H1847_266,H1847,ABA,98,6
H1847_267,H1847,PTR,96,5.5
H1847_268,H1847,ABA,96,7
H1847_269,H1847,ABA,95,8
H1847_27,H1847,PGL,4.5,6.25
H1847_270,H1847,ABA,94,7.5
H1847_271,H1847,ABA,93,7
H1847_272,H1847,PGL,93,5
H1847_273,H1847,ABA,92,5.25
H1847_274,H1847,ABA,96.25,3.25
H1847_275,H1847,ABA,95.5,3
H1847_276,H1847,ABA,95.25,2
H1847_277,H1847,PGL,94.5,0.75
H1847_278,H1847,ABA,93,0.5
H1847_279,H1847,ABA,92,1
H1847_28,H1847,ABA,5.25,5.5
H1847_280,H1847,ABA,91.75,1.75
H1847_281,H1847,ABA,90.25,1
H1847_282,H1847,ABA,90.25,2.5
H1847_283,H1847,PGL,91.25,8.75
H1847_284,H1847,ABA,96,9.25
H1847_285,H1847,ABA,95,8.25
H1847_286,H1847,ABA,3,13.5
H1847_287,H1847,ABA,0.75,16.5
H1847_288,H1847,ABA,5.5,10.25
H1847_289,H1847,PGL,4.25,11.25
H1847_29,H1847,PGL,6,5
H1847_290,H1847,PTR,2,11.75
H1847_291,H1847,PTR,2.75,13.5
H1847_292,H1847,ABA,1,12
H1847_293,H1847,ABA,0,13
H1847_294,H1847,ABA,0.5,14
H1847_295,H1847,PTR,1.25,13.75
H1847_296,H1847,ABA,0.75,16.5
H1847_297,H1847,PTR,3,17
H1847_298,H1847,PGL,3,16
H1847_299,H1847,ABA,3.75,16.25
H1847_3,H1847,ABA,1.5,7.5
H1847_30,H1847,TOC,7.25,5.75
H1847_300,H1847,ABA,4.25,17
H1847_301,H1847,ABA,3,19
H1847_302,H1847,ABA,1,18.5
H1847_303,H1847,ABA,1,17.75
H1847_304,H1847,ABA,1.75,18.25
H1847_305,H1847,ABA,2,12.75
H1847_306,H1847,ABA,6,14
H1847_307,H1847,ABA,7,13.25
H1847_308,H1847,ABA,7.5,13.25
H1847_309,H1847,ABA,7.5,15
H1847_31,H1847,ABA,9,5.25
H1847_310,H1847,BPA,9,13.25
H1847_311,H1847,PGL,9,13.75
H1847_312,H1847,ABA,5.75,19.5
H1847_313,H1847,ABA,7.75,17.75
H1847_314,H1847,ABA,8.75,17
H1847_315,H1847,TOC,9.75,11.25
H1847_316,H1847,ABA,1.25,15
H1847_317,H1847,ABA,7,11.5
H1847_318,H1847,ABA,7.5,17.25
H1847_319,H1847,ABA,8.25,17.25
H1847_32,H1847,ABA,1.5,3.5
H1847_320,H1847,PTR,1,18.25
H1847_321,H1847,PTR,3.75,17.75
H1847_322,H1847,PTR,5.25,13.5
H1847_323,H1847,PTR,7.25,17.25
H1847_324,H1847,ABA,17.5,12.75
H1847_325,H1847,ABA,15.75,19.25
H1847_326,H1847,ABA,19.75,15
H1847_327,H1847,ABA,17.75,14.75
H1847_328,H1847,ABA,16.25,14.5
H1847_329,H1847,ABA,17,16.5
H1847_33,H1847,ABA,2.5,2.5
H1847_330,H1847,ABA,18.5,16.5
H1847_331,H1847,ABA,17.5,16.75
H1847_332,H1847,ABA,15.5,18.5
H1847_333,H1847,ABA,15.5,19
H1847_334,H1847,TOC,12.5,10
H1847_335,H1847,TOC,12,13.25
H1847_336,H1847,ABA,14,13
H1847_337,H1847,TOC,12.25,15
H1847_338,H1847,ABA,13.5,16
H1847_339,H1847,PGL,15.5,18.25
H1847_34,H1847,ABA,4,9.5
H1847_340,H1847,TOC,16,14.5
H1847_341,H1847,BPA,16.75,10.75
H1847_342,H1847,TOC,16.75,11.25
H1847_343,H1847,PTR,17.75,13
H1847_344,H1847,PGL,18.25,13
H1847_345,H1847,PTR,19,13.5
H1847_346,H1847,PGL,18,19.75
H1847_347,H1847,ABA,18.75,19.5
H1847_348,H1847,TOC,16.25,19
H1847_349,H1847,BPA,19.75,10.25
H1847_35,H1847,ABA,9,4
H1847_350,H1847,ABA,14.25,16
H1847_351,H1847,ABA,21.75,10.5
H1847_352,H1847,ABA,26.75,11.25
H1847_353,H1847,ABA,20.25,19.5
H1847_354,H1847,ABA,22,18.75
H1847_355,H1847,ABA,26.25,17
H1847_356,H1847,ABA,21,11
H1847_357,H1847,ABA,23,16.5
H1847_358,H1847,ABA,26.25,13.5
H1847_359,H1847,ABA,27.5,12.75
H1847_36,H1847,PGL,1.5,0
H1847_360,H1847,ABA,27.5,11.5
H1847_361,H1847,ABA,24,19.5
H1847_362,H1847,PTR,20.25,10
H1847_363,H1847,TOC,29.25,19.75
H1847_364,H1847,PTR,29,19
H1847_365,H1847,ABA,29,18
H1847_366,H1847,PTR,28.75,16.75
H1847_367,H1847,TOC,29.5,15
H1847_368,H1847,TOC,27.5,15.75
H1847_369,H1847,PTR,27.5,16
H1847_37,H1847,ABA,12.5,7.5
H1847_370,H1847,ABA,26.5,12.25
H1847_371,H1847,PTR,26,12.25
H1847_372,H1847,ABA,26.25,13.25
H1847_373,H1847,ABA,24.25,15.25
H1847_374,H1847,TOC,25,16.5
H1847_375,H1847,ABA,26.25,18
H1847_376,H1847,TOC,27.5,19.5
H1847_377,H1847,TOC,24.25,17.75
H1847_378,H1847,PGL,23,18
H1847_379,H1847,TOC,21.75,17.75
H1847_38,H1847,TOC,19.75,9.75
H1847_380,H1847,TOC,21.75,18.75
H1847_381,H1847,TOC,21.5,16.5
H1847_382,H1847,PGL,21,15.25
H1847_383,H1847,TOC,24,16
H1847_384,H1847,PTR,23.75,15.75
H1847_385,H1847,BPA,23.5,14.5
H1847_386,H1847,ABA,23.75,14
H1847_387,H1847,ABA,25,12
H1847_388,H1847,ABA,26,11.25
H1847_389,H1847,ABA,22,11.25
H1847_39,H1847,PGL,19.75,7.25
H1847_390,H1847,ABA,21.75,12
H1847_391,H1847,BPA,20.25,19.75
H1847_392,H1847,TOC,27.25,15.5
H1847_393,H1847,ABA,38.5,16
H1847_394,H1847,ABA,33.5,14.5
H1847_395,H1847,ABA,39.5,16
H1847_396,H1847,ABA,38.5,12
H1847_397,H1847,ABA,32.5,17.75
H1847_398,H1847,ABA,32,15.5
H1847_399,H1847,ABA,39.25,10.5
H1847_4,H1847,ABA,0.25,4.5
H1847_40,H1847,PGL,16,8
H1847_400,H1847,PGL,38.75,13
H1847_401,H1847,TOC,38.25,13
H1847_402,H1847,BPA,38,13.75
H1847_403,H1847,ABA,37.75,14
H1847_404,H1847,BPA,37.25,14.75
H1847_405,H1847,ABA,30.5,10
H1847_406,H1847,ABA,30.5,11.5
H1847_407,H1847,ABA,30.75,11
H1847_408,H1847,ABA,31.5,11
H1847_409,H1847,ABA,31.5,12.5
H1847_41,H1847,TOC,13,9
H1847_410,H1847,PTR,33.5,12
H1847_411,H1847,ABA,34.5,12
H1847_412,H1847,ABA,35.25,11.5
H1847_413,H1847,ABA,33.5,14
H1847_414,H1847,ABA,35,16
H1847_415,H1847,TOC,32.75,18
H1847_416,H1847,TOC,31,18.5
H1847_417,H1847,BPA,31.25,17.5
H1847_418,H1847,ABA,36.25,19.5
H1847_419,H1847,ABA,38,18.75
H1847_42,H1847,PTR,12.75,9
H1847_420,H1847,PTR,30,15.25
H1847_421,H1847,BPA,32.25,15.25
H1847_422,H1847,PTR,31.5,11.5
H1847_423,H1847,PTR,32.75,13
H1847_424,H1847,ABA,43.25,16.5
H1847_425,H1847,ABA,43,13.25
H1847_426,H1847,ABA,44.75,12.5
H1847_427,H1847,ABA,41.5,12
H1847_428,H1847,ABA,42.5,12.5
H1847_429,H1847,ABA,43,18
H1847_43,H1847,TOC,12,8.5
H1847_430,H1847,ABA,48.75,10.5
H1847_431,H1847,ABA,48.5,12
H1847_432,H1847,ABA,46.5,12
H1847_433,H1847,ABA,47.5,12.5
H1847_434,H1847,TOC,46.5,15
H1847_435,H1847,ABA,47.75,15.25
H1847_436,H1847,ABA,48.5,16.3
H1847_437,H1847,BPA,45,15.5
H1847_438,H1847,ABA,45,15.75
H1847_439,H1847,ABA,43.75,18
H1847_44,H1847,PGL,13,5.5
H1847_440,H1847,ABA,45.25,18
H1847_441,H1847,ABA,45.5,19.5
H1847_442,H1847,ABA,47,19
H1847_443,H1847,ABA,48,19.75
H1847_444,H1847,PGL,42.5,19
H1847_445,H1847,TOC,44,14.25
H1847_446,H1847,BPA,41,17
H1847_447,H1847,ABA,41,19
H1847_448,H1847,ABA,40.75,16
H1847_449,H1847,BPA,42.75,12
H1847_45,H1847,ABA,14.25,6
H1847_450,H1847,ABA,44,11
H1847_451,H1847,ABA,44.75,12.5
H1847_452,H1847,ABA,41,10.25
H1847_453,H1847,ABA,45,10.75
H1847_454,H1847,ABA,46.75,10.75
H1847_455,H1847,ABA,47.75,10.25
H1847_456,H1847,ABA,47.75,10.75
H1847_457,H1847,BPA,42,10
H1847_458,H1847,BPA,42.25,10
H1847_459,H1847,ABA,46,18.5
H1847_46,H1847,ABA,13,4
H1847_460,H1847,ABA,58.5,15.5
H1847_461,H1847,ABA,50.5,14.75
H1847_462,H1847,ABA,52.75,12.75
H1847_463,H1847,ABA,54.25,10.25
H1847_464,H1847,ABA,54.75,10.25
H1847_465,H1847,PTR,54.5,12.5
H1847_466,H1847,ABA,56.25,11.75
H1847_467,H1847,ABA,57.5,12
H1847_468,H1847,ABA,57,14
H1847_469,H1847,PTR,56.5,14
H1847_47,H1847,ABA,11.5,2
H1847_470,H1847,PGL,55,15
H1847_471,H1847,ABA,58.25,14.75
H1847_472,H1847,ABA,58.25,19
H1847_473,H1847,ABA,56,19
H1847_474,H1847,ABA,55,16.5
H1847_475,H1847,BPA,52,16.5
H1847_476,H1847,ABA,51.75,18
H1847_477,H1847,ABA,51.25,17
H1847_478,H1847,ABA,52,15.5
H1847_479,H1847,ABA,52,15
H1847_48,H1847,ABA,12,0.25
H1847_480,H1847,PTR,53,15
H1847_481,H1847,ABA,50.5,10.5
H1847_482,H1847,ABA,61,13
H1847_483,H1847,ABA,61,13.75
H1847_484,H1847,ABA,61.5,13
H1847_485,H1847,ABA,67.75,17.75
H1847_486,H1847,ABA,69,11.25
H1847_487,H1847,ABA,69.25,10.75
H1847_488,H1847,PTR,69.5,10
H1847_489,H1847,ABA,69.25,14
H1847_49,H1847,PTR,12.75,0.25
H1847_490,H1847,ABA,68,14
H1847_491,H1847,BPA,68,15
H1847_492,H1847,ABA,67,15
H1847_493,H1847,ABA,66,15
H1847_494,H1847,ABA,69.75,18.5
H1847_495,H1847,ABA,68.75,17.75
H1847_496,H1847,ABA,63.75,18.5
H1847_497,H1847,PGL,61.5,19
H1847_498,H1847,PTR,61.5,18
H1847_499,H1847,ABA,64.25,17
H1847_5,H1847,PGL,9,8
H1847_50,H1847,PTR,16,1.5
H1847_500,H1847,PTR,63.25,13.75
H1847_501,H1847,ABA,60,11.75
H1847_502,H1847,PTR,62.25,10.25
H1847_503,H1847,ABA,65.5,12.5
H1847_504,H1847,ABA,63,16
H1847_505,H1847,ABA,63.75,10.75
H1847_506,H1847,ABA,65.25,10.75
H1847_507,H1847,ABA,67.75,17
H1847_508,H1847,PTR,67.5,13.5
H1847_509,H1847,ABA,74.5,10
H1847_51,H1847,ABA,16.75,0.25
H1847_510,H1847,ABA,73.75,10.75
H1847_511,H1847,ABA,72.5,12.75
H1847_512,H1847,ABA,71.25,14
H1847_513,H1847,PGL,71,19
H1847_514,H1847,ABA,76,16.75
H1847_515,H1847,PTR,78,17.25
H1847_516,H1847,ABA,79.25,14
H1847_517,H1847,PTR,78.5,14
H1847_518,H1847,PTR,76.25,12
H1847_519,H1847,PTR,70,12
H1847_52,H1847,ABA,17,2.5
H1847_520,H1847,ABA,70,17.75
H1847_521,H1847,ABA,71,16
H1847_522,H1847,ABA,72,15.5
H1847_523,H1847,ABA,73.25,16.5
H1847_524,H1847,ABA,75,16
H1847_525,H1847,ABA,76,16
H1847_526,H1847,ABA,74,11
H1847_527,H1847,PTR,79,11.75
H1847_528,H1847,ABA,81.25,11
H1847_529,H1847,PGL,82,10.75
H1847_53,H1847,ABA,16.25,3
H1847_530,H1847,ABA,81,15
H1847_531,H1847,ABA,84.25,13
H1847_532,H1847,PTR,83.75,15
H1847_533,H1847,ABA,85,15
H1847_534,H1847,ABA,85.5,14
H1847_535,H1847,ABA,87.75,17.5
H1847_536,H1847,PGL,86.75,19
H1847_537,H1847,ABA,86,19.5
H1847_538,H1847,ABA,82.25,18.75
H1847_539,H1847,ABA,82,17.5
H1847_54,H1847,PTR,16.5,4
H1847_540,H1847,ABA,89.5,19
H1847_541,H1847,ABA,89,18
H1847_542,H1847,BPA,89,17
H1847_543,H1847,PTR,88,14
H1847_544,H1847,ABA,89.5,14.25
H1847_545,H1847,ABA,88,12
H1847_546,H1847,ABA,83.25,13.25
H1847_547,H1847,ABA,83.5,11.5
H1847_548,H1847,ABA,86,17.75
H1847_549,H1847,ABA,91.5,12
H1847_55,H1847,TOC,18.5,4.5
H1847_550,H1847,ABA,94.75,11.25
H1847_551,H1847,PGL,95.25,14
H1847_552,H1847,ABA,95,15
H1847_553,H1847,ABA,93.25,14.5
H1847_554,H1847,ABA,92,15
H1847_555,H1847,ABA,91.5,16
H1847_556,H1847,ABA,91.5,18.25
H1847_557,H1847,ABA,94,18
H1847_558,H1847,ABA,93.5,19
H1847_559,H1847,ABA,97,19
H1847_56,H1847,ABA,19,1
H1847_560,H1847,ABA,96.25,17
H1847_561,H1847,ABA,99.25,15
H1847_562,H1847,ABA,98,12.75
H1847_563,H1847,PGL,98,11.75
H1847_564,H1847,ABA,99,11.25
H1847_565,H1847,ABA,99.25,10.75
H1847_566,H1847,ABA,95,12.75
H1847_567,H1847,ABA,97.75,11
H1847_568,H1847,BPA,97.25,10.25
H1847_569,H1847,PTR,96.5,11.5
H1847_57,H1847,ABA,10,4.5
H1847_570,H1847,PTR,97.5,10.25
H1847_571,H1847,PTR,98.75,14.25
H1847_572,H1847,ABA,7.25,27.5
H1847_573,H1847,ABA,2.25,28
H1847_574,H1847,ABA,3.25,29.25
H1847_575,H1847,ABA,8.5,25.5
H1847_576,H1847,ABA,4.25,29
H1847_577,H1847,ABA,0.5,21.25
H1847_578,H1847,ABA,0.75,24.5
H1847_579,H1847,PTR,0,24.5
H1847_58,H1847,ABA,12,0.25
H1847_580,H1847,ABA,0.25,26.75
H1847_581,H1847,ABA,1,26.75
H1847_582,H1847,BPA,2,26
H1847_583,H1847,ABA,2,24.75
H1847_584,H1847,BPA,2,24
H1847_585,H1847,PTR,3,26
H1847_586,H1847,PGL,3.75,28.75
H1847_587,H1847,BPA,6,29
H1847_588,H1847,ABA,7,29
H1847_589,H1847,ABA,6.5,28
H1847_59,H1847,ABA,17.75,0.5
H1847_590,H1847,PGL,6,24.5
H1847_591,H1847,PGL,7.25,24.25
H1847_592,H1847,BPA,7.5,20.25
H1847_593,H1847,PTR,5,20.5
H1847_594,H1847,ABA,4,21.25
H1847_595,H1847,ABA,3.75,22.5
H1847_596,H1847,ABA,3,21
H1847_597,H1847,PTR,2,21
H1847_598,H1847,ABA,3.75,26
H1847_599,H1847,ABA,4.75,21.75
H1847_6,H1847,PTR,8.75,9.5
H1847_60,H1847,PGL,15,0.25
H1847_600,H1847,ABA,7,20.75
H1847_601,H1847,ABA,5,20.75
H1847_602,H1847,ABA,7.5,24
H1847_603,H1847,BPA,0.25,20.25
H1847_604,H1847,ABA,11.5,27.5
H1847_605,H1847,ABA,12,28.75
H1847_606,H1847,ABA,14.5,26.5
H1847_607,H1847,ABA,12,29.75
H1847_608,H1847,ABA,11,29
H1847_609,H1847,ABA,17,29.5
H1847_61,H1847,PGL,18,1
H1847_610,H1847,ABA,13.5,28.25
H1847_611,H1847,ABA,17,27.75
H1847_612,H1847,ABA,13.5,29.5
H1847_613,H1847,PTR,15,28
H1847_614,H1847,PGL,17.75,28
H1847_615,H1847,TOC,17.25,26.5
H1847_616,H1847,BPA,19,25.5
H1847_617,H1847,ABA,18.5,25
H1847_618,H1847,ABA,18,24.5
H1847_619,H1847,PGL,18,24
H1847_62,H1847,PTR,12.75,0.25
H1847_620,H1847,TOC,18.25,23
H1847_621,H1847,ABA,13.5,26.25
H1847_622,H1847,PGL,12,22.5
H1847_623,H1847,PGL,11.75,22
H1847_624,H1847,BPA,12,21.75
H1847_625,H1847,TOC,13,21
H1847_626,H1847,PTR,12.75,24
H1847_627,H1847,ABA,24.5,28.5
H1847_628,H1847,ABA,28.5,25
H1847_629,H1847,ABA,23,25.75
H1847_63,H1847,PTR,13.5,1.75
H1847_630,H1847,ABA,20,21.5
H1847_631,H1847,ABA,24,21
H1847_632,H1847,ABA,23.5,21.5
H1847_633,H1847,ABA,29,26
H1847_634,H1847,ABA,26.25,24.25
H1847_635,H1847,PGL,20,21.75
H1847_636,H1847,BPA,25,22
H1847_637,H1847,TOC,25,23
H1847_638,H1847,PGL,23.75,23.5
H1847_639,H1847,TOC,24.5,24.25
H1847_64,H1847,PTR,18,4
H1847_640,H1847,TOC,25,26
H1847_641,H1847,PTR,24,26.25
H1847_642,H1847,TOC,23,26.5
H1847_643,H1847,PGL,21.25,26
H1847_644,H1847,TOC,23,28
H1847_645,H1847,TOC,21,28.75
H1847_646,H1847,TOC,25.5,29
H1847_647,H1847,ABA,28.75,28.75
H1847_648,H1847,PTR,29.25,25
H1847_649,H1847,BPA,20,27.75
H1847_65,H1847,ABA,28,3.5
H1847_650,H1847,ABA,27,21
H1847_651,H1847,ABA,36,23
H1847_652,H1847,ABA,34.5,26.25
H1847_653,H1847,ABA,32,27
H1847_654,H1847,PGL,30,23.5
H1847_655,H1847,PTR,32.25,20.5
H1847_656,H1847,ABA,31.5,21
H1847_657,H1847,ABA,34.5,21.5
H1847_658,H1847,ABA,38,21
H1847_659,H1847,ABA,38.25,20.25
H1847_66,H1847,ABA,24,3.5
H1847_660,H1847,PTR,39.5,22.25
H1847_661,H1847,ABA,39,25.25
H1847_662,H1847,PTR,36,28
H1847_663,H1847,PGL,33,28
H1847_664,H1847,ABA,31.75,29
H1847_665,H1847,ABA,33,26.25
H1847_666,H1847,PGL,34.25,25.5
H1847_667,H1847,ABA,34.5,25
H1847_668,H1847,PGL,30,22.25
H1847_669,H1847,ABA,31.25,29.25
H1847_67,H1847,ABA,20,1.75
H1847_670,H1847,ABA,32.25,23.5
H1847_671,H1847,ABA,37.5,21.25
H1847_672,H1847,ABA,43.5,25
H1847_673,H1847,ABA,44.5,29
H1847_674,H1847,ABA,47.25,23.5
H1847_675,H1847,ABA,49,23.5
H1847_676,H1847,ABA,48.5,24
H1847_677,H1847,ABA,47.25,25
H1847_678,H1847,PTR,40.25,20.5
H1847_679,H1847,TOC,40.25,24
H1847_68,H1847,PGL,20.5,3.75
H1847_680,H1847,PTR,40.75,23.75
H1847_681,H1847,PTR,41,23
H1847_682,H1847,PTR,41.25,22
H1847_683,H1847,ABA,42,23.25
H1847_684,H1847,ABA,42.25,23
H1847_685,H1847,PTR,40,28.75
H1847_686,H1847,ABA,43,29
H1847_687,H1847,ABA,47.25,29.25
H1847_688,H1847,ABA,46.75,28.75
H1847_689,H1847,TOC,49.75,21
H1847_69,H1847,PTR,21,5
H1847_690,H1847,PGL,48.75,20.25
H1847_691,H1847,PGL,47.5,20.75
H1847_692,H1847,ABA,44.5,21
H1847_693,H1847,ABA,46,22.5
H1847_694,H1847,ABA,44,23
H1847_695,H1847,ABA,43.75,29.75
H1847_696,H1847,ABA,42,29.75
H1847_697,H1847,PTR,41,22
H1847_698,H1847,PTR,43,25
H1847_699,H1847,ABA,46.5,23
H1847_7,H1847,ABA,9,8.75
H1847_70,H1847,ABA,20.75,6.5
H1847_700,H1847,ABA,49.5,21.25
H1847_701,H1847,ABA,52.5,20
H1847_702,H1847,PGL,55,20.25
H1847_703,H1847,BPA,56,22
H1847_704,H1847,ABA,55.25,21.5
H1847_705,H1847,ABA,57.75,22
H1847_706,H1847,ABA,57.75,22.72
H1847_707,H1847,ABA,59.25,26
H1847_708,H1847,ABA,58,27.5
H1847_709,H1847,PGL,57,28.25
H1847_71,H1847,ABA,20.75,6.75
H1847_710,H1847,ABA,56.75,27.5
H1847_711,H1847,ABA,55.5,28.25
H1847_712,H1847,BPA,54.5,28
H1847_713,H1847,PGL,51.5,29.25
H1847_714,H1847,TOC,51.25,28.5
H1847_715,H1847,ABA,51.75,27
H1847_716,H1847,ABA,54.75,25
H1847_717,H1847,ABA,53,23
H1847_718,H1847,BPA,55,23.75
H1847_719,H1847,ABA,55.75,24
H1847_72,H1847,ABA,24.5,8.5
H1847_720,H1847,ABA,55.75,25.25
H1847_721,H1847,PGL,57.5,26
H1847_722,H1847,PGL,56.25,25
H1847_723,H1847,ABA,59.75,27.75
H1847_724,H1847,ABA,52,20.25
H1847_725,H1847,ABA,52,25.75
H1847_726,H1847,ABA,50.25,22
H1847_727,H1847,ABA,54.75,25
H1847_728,H1847,ABA,62.25,21.25
H1847_729,H1847,ABA,60.25,21
H1847_73,H1847,PTR,26.75,9.25
H1847_730,H1847,PGL,60,22.5
H1847_731,H1847,ABA,60,23.5
H1847_732,H1847,BPA,60.5,29.5
H1847_733,H1847,ABA,61.75,26.75
H1847_734,H1847,ABA,61.25,26.75
H1847_735,H1847,ABA,63,29
H1847_736,H1847,ABA,64.5,29
H1847_737,H1847,PGL,65,28.25
H1847_738,H1847,ABA,69,25
H1847_739,H1847,ABA,67.25,26.75
H1847_74,H1847,ABA,28.75,7.75
H1847_740,H1847,PGL,63.75,20.5
H1847_741,H1847,ABA,63.25,21.25
H1847_742,H1847,PTR,61.5,20.25
H1847_743,H1847,ABA,66.25,22
H1847_744,H1847,ABA,67.25,21.5
H1847_745,H1847,BPA,67.5,21.25
H1847_746,H1847,BPA,68,25
H1847_747,H1847,ABA,78.5,25.5
H1847_748,H1847,ABA,72.5,23.5
H1847_749,H1847,ABA,70,20.25
H1847_75,H1847,BPA,28,6.75
H1847_750,H1847,ABA,70.75,22.5
H1847_751,H1847,BPA,71.25,22.25
H1847_752,H1847,PGL,72,25.5
H1847_753,H1847,PTR,72.5,26
H1847_754,H1847,ABA,79,28.5
H1847_755,H1847,ABA,78.5,21.25
H1847_756,H1847,ABA,74.5,20
H1847_757,H1847,ABA,70.25,29
H1847_758,H1847,ABA,73.25,20.5
H1847_759,H1847,ABA,75,28
H1847_76,H1847,PTR,28,6
H1847_760,H1847,ABA,76,26
H1847_761,H1847,PTR,77,28.5
H1847_762,H1847,PTR,81.25,20
H1847_763,H1847,ABA,83.5,21.25
H1847_764,H1847,BPA,84.75,21.5
H1847_765,H1847,ABA,85.25,21.25
H1847_766,H1847,PTR,85,23.75
H1847_767,H1847,ABA,85,24
H1847_768,H1847,ABA,88.75,27
H1847_769,H1847,PTR,88.75,28.5
H1847_77,H1847,ABA,28,5.75
H1847_770,H1847,ABA,86.5,28.5
H1847_771,H1847,ABA,83,28.25
H1847_772,H1847,PTR,82,28.25
H1847_773,H1847,ABA,81,28.25
H1847_774,H1847,ABA,82,26
H1847_775,H1847,PTR,85,22
H1847_776,H1847,ABA,99.5,22
H1847_777,H1847,ABA,91,28.5
H1847_778,H1847,ABA,92.5,20.5
H1847_779,H1847,ABA,94.75,20.5
H1847_78,H1847,ABA,26,8
H1847_780,H1847,ABA,98,23
H1847_781,H1847,ABA,98.25,23.75
H1847_782,H1847,ABA,99,23.75
H1847_783,H1847,ABA,96.75,28.75
H1847_784,H1847,PTR,93,29.5
H1847_785,H1847,ABA,92.5,28.25
H1847_786,H1847,ABA,93,26
H1847_787,H1847,PTR,98.75,29.75
H1847_788,H1847,ABA,3.5,38.75
H1847_789,H1847,ABA,4.75,35.5
H1847_79,H1847,ABA,26,7.75
H1847_790,H1847,ABA,6,35.5
H1847_791,H1847,ABA,3,38.25
H1847_792,H1847,ABA,0.75,39.5
H1847_793,H1847,PTR,100,27.75
H1847_794,H1847,ABA,100,25.5
H1847_795,H1847,PTR,4,32
H1847_796,H1847,ABA,1.25,30.75
H1847_797,H1847,ABA,0.75,31.25
H1847_798,H1847,ABA,0.25,31.5
H1847_799,H1847,ABA,1.75,32
H1847_8,H1847,PGL,6,8
H1847_80,H1847,PGL,22.25,1.5
H1847_800,H1847,TOC,0.25,36
H1847_801,H1847,ABA,1.5,36.5
H1847_802,H1847,ABA,4.25,34.25
H1847_803,H1847,BPA,4.5,39
H1847_804,H1847,PGL,5,39.25
H1847_805,H1847,ABA,8.25,38.75
H1847_806,H1847,ABA,7.75,37.25
H1847_807,H1847,ABA,7,36
H1847_808,H1847,BPA,9.25,33.5
H1847_809,H1847,ABA,5.75,37.25
H1847_81,H1847,ABA,22.5,3.75
H1847_810,H1847,ABA,6,38
H1847_811,H1847,ABA,8.25,33.5
H1847_812,H1847,ABA,15,30.75
H1847_813,H1847,ABA,12.75,30
H1847_814,H1847,ABA,10,34.25
H1847_815,H1847,PTR,10.5,36
H1847_816,H1847,ABA,12.25,38.5
H1847_817,H1847,ABA,10.75,34
H1847_818,H1847,ABA,12,34
H1847_819,H1847,ABA,12.5,33
H1847_82,H1847,ABA,23,4.5
H1847_820,H1847,ABA,13,32.5
H1847_821,H1847,PGL,10.75,32.25
H1847_822,H1847,PGL,12,30.25
H1847_823,H1847,PGL,14,30.25
H1847_824,H1847,ABA,14.5,36
H1847_825,H1847,PTR,14.5,38.5
H1847_826,H1847,ABA,14.5,39.5
H1847_827,H1847,ABA,16,39
H1847_828,H1847,PTR,18,38
H1847_829,H1847,PTR,19.25,37.5
H1847_83,H1847,ABA,23.25,3.75
H1847_830,H1847,PGL,19,37
H1847_831,H1847,ABA,19.75,36.75
H1847_832,H1847,PTR,19.75,36.25
H1847_833,H1847,PTR,19.75,30.5
