"plot_id","stem_id","species_id","x","y","year","dbh","status_id"
"H1760","H1760_1","TOC",3.75,8,1994,43,"AS"
"H1760","H1760_1","TOC",3.75,8,2004,45.5,"AS"
"H1760","H1760_1","TOC",3.75,8,2011,48,"AS"
"H1760","H1760_10","TOC",11.5,6.5,1994,29.8,"AS"
"H1760","H1760_10","TOC",11.5,6.5,2004,32.6,"AS"
"H1760","H1760_10","TOC",11.5,6.5,2011,34.9,"AS"
"H1760","H1760_10","TOC",11.5,6.5,2018,35.3,"AS"
"H1760","H1760_100","ABA",57,0.5,1994,16,"DS"
"H1760","H1760_100","ABA",57,0.5,2004,NA,"DF"
"H1760","H1760_1000","TOC",83,51.75,1994,33.2,"AS"
"H1760","H1760_1000","TOC",83,51.75,2004,34.7,"AS"
"H1760","H1760_1000","TOC",83,51.75,2011,38.9,"AS"
"H1760","H1760_1000","TOC",83,51.75,2018,37.3,"AS"
"H1760","H1760_1001","TOC",81.5,57.25,1994,8.7,"AS"
"H1760","H1760_1001","TOC",81.5,57.25,2004,8.8,"AS"
"H1760","H1760_1001","TOC",81.5,57.25,2011,10,"AS"
"H1760","H1760_1001","TOC",81.5,57.25,2018,10,"DF"
"H1760","H1760_1002","ABA",87.25,50,2011,6.1,"AS"
"H1760","H1760_1002","ABA",87.25,50,2018,8.5,"AS"
"H1760","H1760_1003","ABA",86,53,2011,6,"AS"
"H1760","H1760_1003","ABA",86,53,2018,6.8,"AF"
"H1760","H1760_1004","ABA",88,55,2011,6,"AS"
"H1760","H1760_1004","ABA",88,55,2018,7.8,"AS"
"H1760","H1760_1005","ABA",87,55,2011,6,"AS"
"H1760","H1760_1005","ABA",87,55,2018,6.8,"AS"
"H1760","H1760_1006","ABA",86.5,54.5,2011,5.9,"AS"
"H1760","H1760_1006","ABA",86.5,54.5,2018,6.7,"AS"
"H1760","H1760_1007","ABA",88,57,2011,5.3,"AS"
"H1760","H1760_1007","ABA",88,57,2018,5.8,"AS"
"H1760","H1760_1008","ABA",81.5,53.25,1994,15.8,"DS"
"H1760","H1760_1008","ABA",81.5,53.25,2004,NA,"DF"
"H1760","H1760_1009","ABA",85,56.5,1994,5.5,"DS"
"H1760","H1760_1009","ABA",85,56.5,2004,NA,"DF"
"H1760","H1760_101","ABA",59,2.25,1994,6,"DS"
"H1760","H1760_101","ABA",59,2.25,2004,NA,"DF"
"H1760","H1760_1010","ABA",85.5,55,1994,18.2,"DS"
"H1760","H1760_1010","ABA",85.5,55,2004,NA,"DF"
"H1760","H1760_1011","ABA",85.5,56,1994,11.1,"DS"
"H1760","H1760_1011","ABA",85.5,56,2004,NA,"DF"
"H1760","H1760_1012","ABA",88,57,1994,5.3,"DS"
"H1760","H1760_1012","ABA",88,57,2004,NA,"DF"
"H1760","H1760_1013","ASP",97.43,50.77,2018,7.4,"AL"
"H1760","H1760_1014","ASP",99.07,52.1,2018,5.8,"AL"
"H1760","H1760_1015","TOC",97,55,1994,12.9,"AS"
"H1760","H1760_1015","TOC",97,55,2004,14.2,"AS"
"H1760","H1760_1015","TOC",97,55,2011,16.2,"AS"
"H1760","H1760_1015","TOC",97,55,2018,19.2,"AL"
"H1760","H1760_1016","TOC",96.25,56,1994,14.2,"AS"
"H1760","H1760_1016","TOC",96.25,56,2004,17.5,"AS"
"H1760","H1760_1016","TOC",96.25,56,2011,20,"AS"
"H1760","H1760_1016","TOC",96.25,56,2018,22.9,"AS"
"H1760","H1760_1017","TOC",90.5,56.25,1994,29.8,"AS"
"H1760","H1760_1017","TOC",90.5,56.25,2004,31.3,"AS"
"H1760","H1760_1017","TOC",90.5,56.25,2011,33.8,"AS"
"H1760","H1760_1017","TOC",90.5,56.25,2018,34.5,"AS"
"H1760","H1760_1018","BPA",90.5,55.5,1994,44,"AS"
"H1760","H1760_1018","BPA",90.5,55.5,2004,42.7,"AS"
"H1760","H1760_1018","BPA",90.5,55.5,2011,44.3,"DS"
"H1760","H1760_1018","BPA",90.5,55.5,2018,44.3,"DS"
"H1760","H1760_1019","PTR",93.5,50.5,1994,38.5,"AS"
"H1760","H1760_1019","PTR",93.5,50.5,2004,41.7,"AS"
"H1760","H1760_1019","PTR",93.5,50.5,2011,45.1,"AS"
"H1760","H1760_1019","PTR",93.5,50.5,2018,47.5,"AS"
"H1760","H1760_102","ABA",59,5.5,1994,7.1,"DS"
"H1760","H1760_102","ABA",59,5.5,2004,NA,"DF"
"H1760","H1760_1020","PTR",96.5,50,1994,34.7,"AS"
"H1760","H1760_1020","PTR",96.5,50,2004,39.1,"AS"
"H1760","H1760_1020","PTR",96.5,50,2011,42.7,"AS"
"H1760","H1760_1020","PTR",96.5,50,2018,44.2,"AS"
"H1760","H1760_1021","ABA",91.75,54.25,2004,5.4,"AS"
"H1760","H1760_1021","ABA",91.75,54.25,2011,8.2,"AS"
"H1760","H1760_1021","ABA",91.75,54.25,2018,9,"DS"
"H1760","H1760_1022","ABA",91.25,51.75,2004,5.2,"AS"
"H1760","H1760_1022","ABA",91.25,51.75,2011,7.7,"AS"
"H1760","H1760_1022","ABA",91.25,51.75,2018,9.4,"AS"
"H1760","H1760_1023","ABA",91.5,51.25,2004,7,"AS"
"H1760","H1760_1023","ABA",91.5,51.25,2011,10.6,"AS"
"H1760","H1760_1023","ABA",91.5,51.25,2018,13.4,"AS"
"H1760","H1760_1024","ABA",90,54.5,2004,15.8,"AS"
"H1760","H1760_1024","ABA",90,54.5,2011,9.2,"AS"
"H1760","H1760_1024","ABA",90,54.5,2018,11.8,"AS"
"H1760","H1760_1025","TOC",90.75,50,2011,5.5,"AS"
"H1760","H1760_1025","TOC",90.75,50,2018,6.6,"AS"
"H1760","H1760_1026","ABA",92,50.5,2011,7.1,"AS"
"H1760","H1760_1026","ABA",92,50.5,2018,9.5,"AS"
"H1760","H1760_1027","TOC",90.5,51.5,2011,5.2,"AS"
"H1760","H1760_1027","TOC",90.5,51.5,2018,5.7,"AS"
"H1760","H1760_1028","ABA",94,51,2011,5.5,"AS"
"H1760","H1760_1028","ABA",94,51,2018,5.5,"DS"
"H1760","H1760_1029","ABA",93.75,53,2011,7.2,"AS"
"H1760","H1760_1029","ABA",93.75,53,2018,10.5,"AS"
"H1760","H1760_103","ABA",59.75,0.5,1994,15.3,"DS"
"H1760","H1760_103","ABA",59.75,0.5,2004,NA,"DF"
"H1760","H1760_1030","TOC",94,55,2011,7.4,"AS"
"H1760","H1760_1030","TOC",94,55,2018,7.2,"AS"
"H1760","H1760_1031","ABA",93,55,2011,5.8,"AS"
"H1760","H1760_1031","ABA",93,55,2018,5.8,"DF"
"H1760","H1760_1032","ABA",93.75,55.5,2011,6.8,"AS"
"H1760","H1760_1032","ABA",93.75,55.5,2018,8.1,"DF"
"H1760","H1760_1033","ABA",93,56,2011,6.4,"AS"
"H1760","H1760_1033","ABA",93,56,2018,6.8,"AF"
"H1760","H1760_1034","ABA",94,58,2011,95,"AS"
"H1760","H1760_1034","ABA",94,58,2018,13,"AS"
"H1760","H1760_1035","ABA",93.75,58.5,2011,7,"AS"
"H1760","H1760_1035","ABA",93.75,58.5,2018,9.6,"AS"
"H1760","H1760_1036","ABA",90.25,58,2011,6.3,"AS"
"H1760","H1760_1036","ABA",90.25,58,2018,7.8,"AS"
"H1760","H1760_1037","ABA",97.5,56,2011,19,"DS"
"H1760","H1760_1037","ABA",97.5,56,2018,NA,"DF"
"H1760","H1760_1038","ABA",90,59,1994,15.5,"DS"
"H1760","H1760_1038","ABA",90,59,2004,NA,"DF"
"H1760","H1760_1039","ABA",91,57,1994,11.2,"DS"
"H1760","H1760_1039","ABA",91,57,2004,NA,"DF"
"H1760","H1760_104","ABA",60,8,1994,14.7,"DS"
"H1760","H1760_104","ABA",60,8,2004,NA,"DF"
"H1760","H1760_1040","ABA",91,59.5,1994,5.7,"DS"
"H1760","H1760_1040","ABA",91,59.5,2004,NA,"DF"
"H1760","H1760_1041","ABA",92,53.75,1994,18,"DS"
"H1760","H1760_1041","ABA",92,53.75,2004,NA,"DF"
"H1760","H1760_1042","ABA",94,53,1994,22.3,"DS"
"H1760","H1760_1042","ABA",94,53,2004,NA,"DF"
"H1760","H1760_1043","ABA",94.5,50,1994,12.3,"DS"
"H1760","H1760_1043","ABA",94.5,50,2004,NA,"DF"
"H1760","H1760_1044","ABA",98,56.25,1994,19.2,"DS"
"H1760","H1760_1044","ABA",98,56.25,2004,NA,"DF"
"H1760","H1760_1045","ABA",99.75,55.25,1994,12.6,"DS"
"H1760","H1760_1045","ABA",99.75,55.25,2004,NA,"DF"
"H1760","H1760_1046","ASP",8.59,70,2018,6.5,"AS"
"H1760","H1760_1047","ASP",0.77,68.83,2018,7.6,"AF"
"H1760","H1760_1048","TOC",3.5,69,1994,31.9,"AS"
"H1760","H1760_1048","TOC",3.5,69,2004,35.2,"AS"
"H1760","H1760_1048","TOC",3.5,69,2011,36.7,"AS"
"H1760","H1760_1048","TOC",3.5,69,2018,59,"AS"
"H1760","H1760_1049","ABA",4,69,1994,6.5,"DS"
"H1760","H1760_1049","ABA",4,69,2004,6.6,"AS"
"H1760","H1760_1049","ABA",4,69,2011,6.5,"DS"
"H1760","H1760_1049","ABA",4,69,2018,6.4,"DS"
"H1760","H1760_105","ASP",66.87,5.55,2018,5.2,"AS"
"H1760","H1760_1050","TOC",0.5,67.5,1994,8.1,"AS"
"H1760","H1760_1050","TOC",0.5,67.5,2004,10.6,"AS"
"H1760","H1760_1050","TOC",0.5,67.5,2011,12,"AS"
"H1760","H1760_1050","TOC",0.5,67.5,2018,12.9,"AL"
"H1760","H1760_1051","TOC",8.25,67,1994,29.2,"AS"
"H1760","H1760_1051","TOC",8.25,67,2004,30.5,"AS"
"H1760","H1760_1051","TOC",8.25,67,2011,31.7,"AS"
"H1760","H1760_1051","TOC",8.25,67,2018,33.1,"AS"
"H1760","H1760_1052","TOC",9,62.5,1994,16.6,"AS"
"H1760","H1760_1052","TOC",9,62.5,2004,17.2,"AS"
"H1760","H1760_1052","TOC",9,62.5,2011,18,"AS"
"H1760","H1760_1052","TOC",9,62.5,2018,18.6,"AS"
"H1760","H1760_1053","TOC",7.5,63.25,1994,29.6,"AS"
"H1760","H1760_1053","TOC",7.5,63.25,2004,31.4,"AS"
"H1760","H1760_1053","TOC",7.5,63.25,2011,32.1,"AS"
"H1760","H1760_1053","TOC",7.5,63.25,2018,33.7,"AS"
"H1760","H1760_1054","TOC",4.75,62,2004,52.9,"AS"
"H1760","H1760_1054","TOC",4.75,62,2011,54.3,"AS"
"H1760","H1760_1054","TOC",4.75,62,2018,57.1,"AS"
"H1760","H1760_1055","TOC",2.75,61.75,1994,31,"AS"
"H1760","H1760_1055","TOC",2.75,61.75,2004,34.6,"AS"
"H1760","H1760_1055","TOC",2.75,61.75,2011,34.7,"AS"
"H1760","H1760_1055","TOC",2.75,61.75,2018,36.6,"AS"
"H1760","H1760_1056","ASP",6,67.25,2011,6.3,"AS"
"H1760","H1760_1056","ASP",6,67.25,2018,7.4,"AL"
"H1760","H1760_1057","ABA",1.75,63.5,1994,10,"DS"
"H1760","H1760_1057","ABA",1.75,63.5,2004,NA,"DF"
"H1760","H1760_1058","ABA",2,62.5,1994,5.8,"DS"
"H1760","H1760_1058","ABA",2,62.5,2004,NA,"DF"
"H1760","H1760_1059","ABA",2,68.5,1994,8.9,"DS"
"H1760","H1760_1059","ABA",2,68.5,2004,NA,"DF"
"H1760","H1760_106","BPA",68.36,2.53,2018,9,"AS"
"H1760","H1760_1060","ABA",3,62.5,1994,8.3,"DS"
"H1760","H1760_1060","ABA",3,62.5,2004,NA,"DF"
"H1760","H1760_1061","ABA",6,61.5,1994,5,"DS"
"H1760","H1760_1061","ABA",6,61.5,2004,NA,"DF"
"H1760","H1760_1062","ABA",6,67,1994,11.7,"DS"
"H1760","H1760_1062","ABA",6,67,2004,NA,"DF"
"H1760","H1760_1063","ABA",6.25,60.25,1994,6.2,"DS"
"H1760","H1760_1063","ABA",6.25,60.25,2004,NA,"DF"
"H1760","H1760_1064","ABA",7.75,60.75,1994,5.5,"DS"
"H1760","H1760_1064","ABA",7.75,60.75,2004,NA,"DF"
"H1760","H1760_1065","ABA",8.5,66.75,1994,18,"DS"
"H1760","H1760_1065","ABA",8.5,66.75,2004,NA,"DF"
"H1760","H1760_1066","ABA",9.75,63.5,1994,5.6,"DS"
"H1760","H1760_1066","ABA",9.75,63.5,2004,NA,"DF"
"H1760","H1760_1067","ABA",10,62.5,1994,17.5,"DS"
"H1760","H1760_1067","ABA",10,62.5,2004,NA,"DF"
"H1760","H1760_1068","TOC",16.25,61,1994,20.2,"AS"
"H1760","H1760_1068","TOC",16.25,61,2004,20.8,"AS"
"H1760","H1760_1068","TOC",16.25,61,2011,21,"AS"
"H1760","H1760_1068","TOC",16.25,61,2018,21.8,"AS"
"H1760","H1760_1069","PGL",17,61.5,1994,44.6,"AS"
"H1760","H1760_1069","PGL",17,61.5,2004,49.3,"AS"
"H1760","H1760_1069","PGL",17,61.5,2011,53,"AS"
"H1760","H1760_1069","PGL",17,61.5,2018,NA,"DF"
"H1760","H1760_107","TOC",62.5,0.5,1994,21.5,"AS"
"H1760","H1760_107","TOC",62.5,0.5,2004,24,"AS"
"H1760","H1760_107","TOC",62.5,0.5,2011,27.5,"AL"
"H1760","H1760_107","TOC",62.5,0.5,2018,26.4,"AL"
"H1760","H1760_1070","TOC",15.25,62.5,1994,32.2,"AS"
"H1760","H1760_1070","TOC",15.25,62.5,2004,34.5,"AS"
"H1760","H1760_1070","TOC",15.25,62.5,2011,35.5,"AS"
"H1760","H1760_1070","TOC",15.25,62.5,2018,31.5,"AS"
"H1760","H1760_1071","TOC",10.25,66.5,1994,35,"AS"
"H1760","H1760_1071","TOC",10.25,66.5,2004,34.8,"AS"
"H1760","H1760_1071","TOC",10.25,66.5,2011,37.1,"AS"
"H1760","H1760_1071","TOC",10.25,66.5,2018,39.1,"AS"
"H1760","H1760_1072","TOC",12,69,1994,34.1,"AS"
"H1760","H1760_1072","TOC",12,69,2004,36.4,"AS"
"H1760","H1760_1072","TOC",12,69,2011,37.5,"AS"
"H1760","H1760_1072","TOC",12,69,2018,38.2,"AS"
"H1760","H1760_1073","ABA",12.75,61,1994,6.8,"DS"
"H1760","H1760_1073","ABA",12.75,61,2004,NA,"DF"
"H1760","H1760_1074","ABA",12.75,63,1994,17.1,"DS"
"H1760","H1760_1074","ABA",12.75,63,2004,NA,"DF"
"H1760","H1760_1075","ABA",13,68,1994,6.7,"DS"
"H1760","H1760_1075","ABA",13,68,2004,NA,"DF"
"H1760","H1760_1076","ABA",16,70,1994,16.2,"DS"
"H1760","H1760_1076","ABA",16,70,2004,NA,"DF"
"H1760","H1760_1077","ABA",22.2,65.69,2018,6,"AF"
"H1760","H1760_1078","ABA",30,67.31,2018,5.5,"AS"
"H1760","H1760_1079","ASP",40,60,2018,5.8,"AS"
"H1760","H1760_108","TOC",62,6,1994,14.3,"AS"
"H1760","H1760_108","TOC",62,6,2004,16.7,"AS"
"H1760","H1760_108","TOC",62,6,2011,18.4,"AS"
"H1760","H1760_108","TOC",62,6,2018,20.2,"AS"
"H1760","H1760_1080","TOC",20.25,66,1994,45.6,"AS"
"H1760","H1760_1080","TOC",20.25,66,2004,47.8,"AS"
"H1760","H1760_1080","TOC",20.25,66,2011,49,"AS"
"H1760","H1760_1080","TOC",20.25,66,2018,50,"AS"
"H1760","H1760_1081","TOC",22.5,64.25,1994,13.3,"AS"
"H1760","H1760_1081","TOC",22.5,64.25,2004,15.3,"AS"
"H1760","H1760_1081","TOC",22.5,64.25,2011,16.6,"AS"
"H1760","H1760_1081","TOC",22.5,64.25,2018,18.1,"AS"
"H1760","H1760_1082","TOC",26,65,1994,31.3,"AS"
"H1760","H1760_1082","TOC",26,65,2004,32.8,"AS"
"H1760","H1760_1082","TOC",26,65,2011,33.8,"AS"
"H1760","H1760_1082","TOC",26,65,2018,34.4,"AS"
"H1760","H1760_1083","TOC",26.5,64,1994,36,"AS"
"H1760","H1760_1083","TOC",26.5,64,2004,38.4,"AS"
"H1760","H1760_1083","TOC",26.5,64,2011,39.9,"AS"
"H1760","H1760_1083","TOC",26.5,64,2018,38.9,"AL"
"H1760","H1760_1084","TOC",28,69.75,1994,33.5,"AS"
"H1760","H1760_1084","TOC",28,69.75,2004,35.4,"AS"
"H1760","H1760_1084","TOC",28,69.75,2011,37.1,"AS"
"H1760","H1760_1084","TOC",28,69.75,2018,38.8,"AS"
"H1760","H1760_1085","TOC",23.5,69.75,1994,20.4,"AS"
"H1760","H1760_1085","TOC",23.5,69.75,2004,22.5,"AS"
"H1760","H1760_1085","TOC",23.5,69.75,2011,23.3,"AS"
"H1760","H1760_1085","TOC",23.5,69.75,2018,23.8,"DF"
"H1760","H1760_1086","ABA",20.25,64,1994,7.9,"DS"
"H1760","H1760_1086","ABA",20.25,64,2004,NA,"DF"
"H1760","H1760_1087","ABA",21.25,66.25,1994,6.3,"DS"
"H1760","H1760_1087","ABA",21.25,66.25,2004,NA,"DF"
"H1760","H1760_1088","ABA",22,67.75,1994,17.4,"DS"
"H1760","H1760_1088","ABA",22,67.75,2004,NA,"DF"
"H1760","H1760_1089","ABA",23,61.5,1994,19.9,"DS"
"H1760","H1760_1089","ABA",23,61.5,2004,NA,"DF"
"H1760","H1760_109","TOC",61.5,9.5,1994,17.2,"AS"
"H1760","H1760_109","TOC",61.5,9.5,2004,17.6,"AS"
"H1760","H1760_109","TOC",61.5,9.5,2011,17.6,"AL"
"H1760","H1760_109","TOC",61.5,9.5,2018,18.2,"AL"
"H1760","H1760_1090","ABA",23,68,1994,8.7,"DS"
"H1760","H1760_1090","ABA",23,68,2004,NA,"DF"
"H1760","H1760_1091","ABA",23.5,69.5,1994,9,"DS"
"H1760","H1760_1091","ABA",23.5,69.5,2004,NA,"DF"
"H1760","H1760_1092","ABA",26,68.75,1994,11.7,"DS"
"H1760","H1760_1092","ABA",26,68.75,2004,NA,"DF"
"H1760","H1760_1093","ABA",26.75,61,1994,9.9,"DS"
"H1760","H1760_1093","ABA",26.75,61,2004,NA,"DF"
"H1760","H1760_1094","TOC",22,66.25,1994,7.8,"AS"
"H1760","H1760_1094","TOC",22,66.25,2004,NA,"DF"
"H1760","H1760_1095","ABA",40,65.15,2018,6.8,"AS"
"H1760","H1760_1096","ASP",36.07,63.15,2018,6.3,"AS"
"H1760","H1760_1097","TOC",30.25,64,1994,22.8,"AS"
"H1760","H1760_1097","TOC",30.25,64,2004,24,"AS"
"H1760","H1760_1097","TOC",30.25,64,2011,25,"AS"
"H1760","H1760_1097","TOC",30.25,64,2018,25.6,"AS"
"H1760","H1760_1098","BPA",31.25,65.25,1994,30.1,"AS"
"H1760","H1760_1098","BPA",31.25,65.25,2004,29.3,"AS"
"H1760","H1760_1098","BPA",31.25,65.25,2011,31,"AS"
"H1760","H1760_1098","BPA",31.25,65.25,2018,33.1,"AS"
"H1760","H1760_1099","TOC",31,65.5,1994,22.2,"AS"
"H1760","H1760_1099","TOC",31,65.5,2004,23.5,"AS"
"H1760","H1760_1099","TOC",31,65.5,2011,25.1,"AS"
"H1760","H1760_1099","TOC",31,65.5,2018,26,"AS"
"H1760","H1760_11","TOC",17.25,3,1994,16.2,"AS"
"H1760","H1760_11","TOC",17.25,3,2004,18.1,"AS"
"H1760","H1760_11","TOC",17.25,3,2011,18.7,"AS"
"H1760","H1760_11","TOC",17.25,3,2018,19,"AL"
"H1760","H1760_110","TOC",65,8,1994,9.7,"AS"
"H1760","H1760_110","TOC",65,8,2004,11,"AS"
"H1760","H1760_110","TOC",65,8,2011,11.4,"AS"
"H1760","H1760_110","TOC",65,8,2018,11.6,"AS"
"H1760","H1760_1100","TOC",30.25,66.25,1994,35.2,"AS"
"H1760","H1760_1100","TOC",30.25,66.25,2004,36.5,"AS"
"H1760","H1760_1100","TOC",30.25,66.25,2011,37.5,"AS"
"H1760","H1760_1100","TOC",30.25,66.25,2018,41.6,"AS"
"H1760","H1760_1101","TOC",33.5,60.25,1994,34,"AS"
"H1760","H1760_1101","TOC",33.5,60.25,2004,36.4,"AS"
"H1760","H1760_1101","TOC",33.5,60.25,2011,37.7,"AS"
"H1760","H1760_1101","TOC",33.5,60.25,2018,39.4,"AS"
"H1760","H1760_1102","TOC",37.5,68,1994,48.6,"AS"
"H1760","H1760_1102","TOC",37.5,68,2004,52.5,"AS"
"H1760","H1760_1102","TOC",37.5,68,2011,52.5,"AS"
"H1760","H1760_1102","TOC",37.5,68,2018,56.2,"AS"
"H1760","H1760_1103","PTR",33.5,62.5,2011,5.2,"AS"
"H1760","H1760_1103","PTR",33.5,62.5,2018,6.6,"AS"
"H1760","H1760_1104","BPA",36.5,68.5,2011,7.8,"AS"
"H1760","H1760_1104","BPA",36.5,68.5,2018,9.7,"AS"
"H1760","H1760_1105","BPA",37,68.75,2011,28.1,"DS"
"H1760","H1760_1105","BPA",37,68.75,2018,30,"DF"
"H1760","H1760_1106","ABA",36.5,67,2011,6,"AS"
"H1760","H1760_1106","ABA",36.5,67,2018,8.1,"AS"
"H1760","H1760_1107","PTR",38,63,2011,5.9,"AS"
"H1760","H1760_1107","PTR",38,63,2018,5.8,"DS"
"H1760","H1760_1108","ABA",39.5,63,2011,7.3,"AS"
"H1760","H1760_1108","ABA",39.5,63,2018,10.5,"AS"
"H1760","H1760_1109","ABA",39.75,61.25,2011,5.7,"AS"
"H1760","H1760_1109","ABA",39.75,61.25,2018,6.3,"AS"
"H1760","H1760_111","TOC",69,6.5,1994,42.3,"AS"
"H1760","H1760_111","TOC",69,6.5,2004,46.1,"AS"
"H1760","H1760_111","TOC",69,6.5,2011,50.6,"AS"
"H1760","H1760_111","TOC",69,6.5,2018,52.6,"AS"
"H1760","H1760_1110","ASP",37,61.25,2011,6.1,"AS"
"H1760","H1760_1110","ASP",37,61.25,2018,6.5,"DS"
"H1760","H1760_1111","ABA",30,65.5,1994,13.2,"DS"
"H1760","H1760_1111","ABA",30,65.5,2004,NA,"DF"
"H1760","H1760_1112","ABA",32,61,1994,12.7,"DS"
"H1760","H1760_1112","ABA",32,61,2004,NA,"DF"
"H1760","H1760_1113","ABA",32.75,61.5,1994,14.5,"DS"
"H1760","H1760_1113","ABA",32.75,61.5,2004,NA,"DF"
"H1760","H1760_1114","ABA",33,68,1994,21.5,"DS"
"H1760","H1760_1114","ABA",33,68,2004,NA,"DF"
"H1760","H1760_1115","ABA",34,66,1994,20.2,"DS"
"H1760","H1760_1115","ABA",34,66,2004,NA,"DF"
"H1760","H1760_1116","ABA",35.5,69.5,1994,5.5,"DS"
"H1760","H1760_1116","ABA",35.5,69.5,2004,NA,"DF"
"H1760","H1760_1117","ABA",36.5,69,1994,10.3,"DS"
"H1760","H1760_1117","ABA",36.5,69,2004,NA,"DF"
"H1760","H1760_1118","ABA",37,65.5,1994,19.2,"DS"
"H1760","H1760_1118","ABA",37,65.5,2004,NA,"DF"
"H1760","H1760_1119","ABA",38.5,66,1994,9.4,"DS"
"H1760","H1760_1119","ABA",38.5,66,2004,NA,"DF"
"H1760","H1760_112","ABA",62,2.75,1994,15.5,"DS"
"H1760","H1760_112","ABA",62,2.75,2004,NA,"DF"
"H1760","H1760_1120","BPA",37,68,1994,29.2,"DS"
"H1760","H1760_1120","BPA",37,68,2004,NA,"DF"
"H1760","H1760_1121","PGL",45,68,1994,30.6,"AS"
"H1760","H1760_1121","PGL",45,68,2004,38.7,"AS"
"H1760","H1760_1121","PGL",45,68,2011,43.4,"AS"
"H1760","H1760_1121","PGL",45,68,2018,47.6,"AS"
"H1760","H1760_1122","ASP",43,69.5,2011,5.4,"AS"
"H1760","H1760_1122","ASP",43,69.5,2018,5.6,"AS"
"H1760","H1760_1123","ASP",42,69.75,2011,6.5,"AS"
"H1760","H1760_1123","ASP",42,69.75,2018,6.3,"AS"
"H1760","H1760_1124","ASP",43,67,2011,6,"AS"
"H1760","H1760_1124","ASP",43,67,2018,6.8,"AS"
"H1760","H1760_1125","ABA",41,67.5,2011,6.3,"AS"
"H1760","H1760_1125","ABA",41,67.5,2018,9.8,"AS"
"H1760","H1760_1126","ASP",43,65,2011,6.3,"AS"
"H1760","H1760_1126","ASP",43,65,2018,6.7,"DS"
"H1760","H1760_1127","ASP",44.5,64,2011,6.3,"AS"
"H1760","H1760_1127","ASP",44.5,64,2018,7.1,"DS"
"H1760","H1760_1128","ASP",42,62,2011,6.9,"AS"
"H1760","H1760_1128","ASP",42,62,2018,6.9,"DS"
"H1760","H1760_1129","ASP",45,61.75,2011,6.4,"AS"
"H1760","H1760_1129","ASP",45,61.75,2018,6.3,"DS"
"H1760","H1760_113","ABA",63.5,0.5,1994,19,"DS"
"H1760","H1760_113","ABA",63.5,0.5,2004,NA,"DF"
"H1760","H1760_1130","ASP",48,62,2011,5.3,"AS"
"H1760","H1760_1130","ASP",48,62,2018,5.9,"DS"
"H1760","H1760_1131","ASP",46.5,65,2011,6.6,"AS"
"H1760","H1760_1131","ASP",46.5,65,2018,6.4,"DS"
"H1760","H1760_1132","ASP",46,65.75,2011,6,"AS"
"H1760","H1760_1132","ASP",46,65.75,2018,6.2,"DS"
"H1760","H1760_1133","ABA",40.25,68,1994,6,"DS"
"H1760","H1760_1133","ABA",40.25,68,2004,NA,"DF"
"H1760","H1760_1134","ABA",41,63.5,1994,23.1,"DS"
"H1760","H1760_1134","ABA",41,63.5,2004,NA,"DF"
"H1760","H1760_1135","ABA",41.5,66,1994,6.5,"DS"
"H1760","H1760_1135","ABA",41.5,66,2004,NA,"DF"
"H1760","H1760_1136","ABA",43,69.75,1994,14.6,"DS"
"H1760","H1760_1136","ABA",43,69.75,2004,NA,"DF"
"H1760","H1760_1137","ABA",43,70,1994,8.6,"DS"
"H1760","H1760_1137","ABA",43,70,2004,NA,"DF"
"H1760","H1760_1138","ABA",43.25,69,1994,17.1,"DS"
"H1760","H1760_1138","ABA",43.25,69,2004,NA,"DF"
"H1760","H1760_1139","ABA",43.75,69,1994,9.5,"DS"
"H1760","H1760_1139","ABA",43.75,69,2004,NA,"DF"
"H1760","H1760_114","ABA",63.5,4.5,1994,12.3,"DS"
"H1760","H1760_114","ABA",63.5,4.5,2004,NA,"DF"
"H1760","H1760_1140","ABA",45,69.75,1994,20.6,"DS"
"H1760","H1760_1140","ABA",45,69.75,2004,NA,"DF"
"H1760","H1760_1141","ABA",45.6,64,1994,9.25,"DS"
"H1760","H1760_1141","ABA",45.6,64,2004,NA,"DF"
"H1760","H1760_1142","ABA",47,63.5,1994,21.2,"DS"
"H1760","H1760_1142","ABA",47,63.5,2004,NA,"DF"
"H1760","H1760_1143","ABA",48,69.75,1994,18.9,"DS"
"H1760","H1760_1143","ABA",48,69.75,2004,NA,"DF"
"H1760","H1760_1144","ABA",48.5,63.25,1994,11.5,"DS"
"H1760","H1760_1144","ABA",48.5,63.25,2004,NA,"DF"
"H1760","H1760_1145","ABA",49.75,68,1994,13.3,"DS"
"H1760","H1760_1145","ABA",49.75,68,2004,NA,"DF"
"H1760","H1760_1146","BPA",49,66.5,1994,44,"DS"
"H1760","H1760_1146","BPA",49,66.5,2004,NA,"DF"
"H1760","H1760_1147","ASP",54.4,65.64,2018,6.2,"AF"
"H1760","H1760_1148","ASP",55.07,65.25,2018,5.7,"AS"
"H1760","H1760_1149","TOC",59.25,69.75,1994,12.7,"AS"
"H1760","H1760_1149","TOC",59.25,69.75,2004,16.2,"AS"
"H1760","H1760_1149","TOC",59.25,69.75,2011,18.3,"AS"
"H1760","H1760_1149","TOC",59.25,69.75,2018,20.4,"AS"
"H1760","H1760_115","ABA",65.5,1,1994,17,"DS"
"H1760","H1760_115","ABA",65.5,1,2004,NA,"DF"
"H1760","H1760_1150","TOC",58,68,1994,9.2,"AS"
