meas_id,stem_id,year,dbh,status_id,crown_class,live_crown_class,decay_class
SM1,S1964_0074,1991,5.6,AS,NA,NA,NA
SM2,S1964_0076,1991,14.7,AS,NA,NA,NA
SM3,S1964_0077,1991,12.2,AS,NA,NA,NA
SM4,S1964_0078,1991,8,AS,NA,NA,NA
SM5,S1964_0079,1991,5.6,AS,NA,NA,NA
SM6,S1964_0098,1991,9.9,AS,NA,NA,NA
SM7,S1964_0154,1991,11.3,AS,NA,NA,NA
SM8,S1964_0156,1991,7.3,AS,NA,NA,NA
SM9,S1964_0160,1991,4.1,DS,NA,NA,NA
SM10,S1964_0163,1991,16.3,AS,NA,NA,NA
SM11,S1964_0168,1991,10.2,AS,NA,NA,NA
SM12,S1964_0170,1991,8,AS,NA,NA,NA
SM13,S1964_0171,1991,7.6,DS,NA,NA,NA
SM14,S1964_0176,1991,4.2,DS,NA,NA,NA
SM15,S1964_0180,1991,3.9,AS,NA,NA,NA
SM16,S1964_0181,1991,1.9,AS,NA,NA,NA
SM17,S1964_0183,1991,4.5,DS,NA,NA,NA
SM18,S1964_0190,1991,3.1,DS,NA,NA,NA
SM19,S1964_0193,1991,6.7,DS,NA,NA,NA
SM20,S1964_0194,1991,8.4,DS,NA,NA,NA
SM21,S1964_0198,1991,3.2,DS,NA,NA,NA
SM22,S1964_0199,1991,13.1,AS,NA,NA,NA
SM23,S1964_0231,1991,3.4,AS,NA,NA,NA
SM24,S1964_0277,1991,13.4,AS,NA,NA,NA
SM25,S1964_0278,1991,2.2,DS,NA,NA,NA
SM26,S1964_0296,1991,6.5,DS,NA,NA,NA
SM27,S1964_0299,1991,6.5,AS,NA,NA,NA
SM28,S1964_0371,1991,9.8,AS,NA,NA,NA
SM29,S1964_0372,1991,4.7,DS,NA,NA,NA
SM30,S1964_0373,1991,7,AS,NA,NA,NA
SM31,S1964_0374,1991,16.9,AS,NA,NA,NA
SM32,S1964_0375,1991,4,DS,NA,NA,NA
SM33,S1964_0376,1991,9.7,AS,NA,NA,NA
SM34,S1964_0377,1991,3.8,DS,NA,NA,NA
SM35,S1964_0378,1991,5.5,DS,NA,NA,NA
SM36,S1964_0379,1991,23.3,AS,NA,NA,NA
SM37,S1964_0380,1991,8,DS,NA,NA,NA
SM38,S1964_0381,1991,5,AS,NA,NA,NA
SM39,S1964_0382,1991,14.2,AS,NA,NA,NA
SM40,S1964_0383,1991,7.2,AS,NA,NA,NA
SM41,S1964_0385,1991,7.2,DS,NA,NA,NA
SM42,S1964_0386,1991,3.6,DS,NA,NA,NA
SM43,S1964_0387,1991,2.7,DS,NA,NA,NA
SM44,S1964_0388,1991,10.4,AS,NA,NA,NA
SM45,S1964_0389,1991,10.5,AS,NA,NA,NA
SM46,S1964_0390,1991,9.6,DS,NA,NA,NA
SM47,S1964_0391,1991,5,DS,NA,NA,NA
SM48,S1964_0392,1991,2.2,DS,NA,NA,NA
SM49,S1964_0393,1991,4.6,AS,NA,NA,NA
SM50,S1964_0395,1991,3.3,DS,NA,NA,NA
SM51,S1964_0396,1991,10.7,AS,NA,NA,NA
SM52,S1964_0398,1991,7.4,AS,NA,NA,NA
SM53,S1964_0399,1991,3.2,DS,NA,NA,NA
SM54,S1964_0400,1991,3.3,DS,NA,NA,NA
SM55,S1964_0470,1991,20.2,AS,NA,NA,NA
SM56,S1964_0471,1991,12.9,AS,NA,NA,NA
SM57,S1964_0472,1991,19.2,AS,NA,NA,NA
SM58,S1964_0473,1991,10.6,AS,NA,NA,NA
SM59,S1964_0474,1991,14.1,AS,NA,NA,NA
SM60,S1964_0475,1991,13.9,AS,NA,NA,NA
SM61,S1964_0476,1991,12.1,AS,NA,NA,NA
SM62,S1964_0477,1991,10.7,AS,NA,NA,NA
SM64,S1964_0479,1991,15.2,AS,NA,NA,NA
SM65,S1964_0480a,1991,12.8,AS,NA,NA,NA
SM66,S1964_0480b,1991,2.3,DS,NA,NA,NA
SM67,S1964_0618,1991,3,DS,NA,NA,NA
SM68,S1964_0701,1991,1.8,DS,NA,NA,NA
SM69,S1964_0702,1991,6,AS,NA,NA,NA
SM70,S1964_0703a,1991,4.1,DS,NA,NA,NA
SM71,S1964_0703b,1991,7.9,DS,NA,NA,NA
SM72,S1964_0704,1991,2.5,DS,NA,NA,NA
SM73,S1964_0705a,1991,9.8,AS,NA,NA,NA
SM74,S1964_0705b,1991,6,DS,NA,NA,NA
SM75,S1964_0706a,1991,7.8,AS,NA,NA,NA
SM76,S1964_0706b,1991,2.6,DS,NA,NA,NA
SM77,S1964_0707a,1991,2.7,DS,NA,NA,NA
SM78,S1964_0707b,1991,4.2,DS,NA,NA,NA
SM79,S1964_0708,1991,10,AS,NA,NA,NA
SM80,S1964_0709,1991,12,AS,NA,NA,NA
SM81,S1964_0710,1991,7.8,DS,NA,NA,NA
SM82,S1964_0711a,1991,9.9,AS,NA,NA,NA
SM83,S1964_0711b,1991,6.3,DS,NA,NA,NA
SM84,S1964_0712a,1991,2.3,AS,NA,NA,NA
SM85,S1964_0712b,1991,5.8,AS,NA,NA,NA
SM86,S1964_0713,1991,9.7,AS,NA,NA,NA
SM87,S1964_0714,1991,3,DS,NA,NA,NA
SM88,S1964_0715a,1991,15.8,AS,NA,NA,NA
SM89,S1964_0715b,1991,8.5,AS,NA,NA,NA
SM90,S1964_0716,1991,8,AS,NA,NA,NA
SM91,S1964_0717,1991,11.5,AS,NA,NA,NA
SM92,S1964_0718a,1991,4.8,AS,NA,NA,NA
SM93,S1964_0718b,1991,5.4,DS,NA,NA,NA
SM94,S1964_0719,1991,4.3,DS,NA,NA,NA
SM95,S1964_0720,1991,7,AS,NA,NA,NA
SM96,S1964_0721,1991,6.9,DS,NA,NA,NA
SM97,S1964_0722,1991,5.8,DS,NA,NA,NA
SM98,S1964_0723a,1991,3.1,DS,NA,NA,NA
SM99,S1964_0723b,1991,2.5,DS,NA,NA,NA
SM100,S1964_0724,1991,10.8,AS,NA,NA,NA
SM101,S1964_0725a,1991,13.7,AS,NA,NA,NA
SM102,S1964_0725b,1991,1.6,DS,NA,NA,NA
SM103,S1964_0726a,1991,6.1,DS,NA,NA,NA
SM104,S1964_0726b,1991,9.7,AS,NA,NA,NA
SM105,S1964_0727,1991,5.4,DS,NA,NA,NA
SM106,S1964_0728a,1991,8.1,AS,NA,NA,NA
SM107,S1964_0728b,1991,10.6,AS,NA,NA,NA
SM108,S1964_0730,1991,9.2,AS,NA,NA,NA
SM109,S1964_0731a,1991,8.9,AS,NA,NA,NA
SM110,S1964_0731b,1991,9,AS,NA,NA,NA
SM111,S1964_0732a,1991,3.5,DS,NA,NA,NA
SM112,S1964_0732b,1991,3.6,DS,NA,NA,NA
SM113,S1964_0733,1991,5.9,DS,NA,NA,NA
SM114,S1964_0734,1991,13.2,AS,NA,NA,NA
SM115,S1964_0735,1991,9,DS,NA,NA,NA
SM116,S1964_0736,1991,15.6,AS,NA,NA,NA
SM117,S1964_0737a,1991,3.4,DS,NA,NA,NA
SM118,S1964_0737b,1991,4.8,DS,NA,NA,NA
SM119,S1964_0738a,1991,18,AS,NA,NA,NA
SM120,S1964_0738b,1991,4,AS,NA,NA,NA
SM121,S1964_0739,1991,13.3,AS,NA,NA,NA
SM122,S1964_0740a,1991,8,AS,NA,NA,NA
SM123,S1964_0740b,1991,6.3,DS,NA,NA,NA
SM124,S1964_0741,1991,3.2,DS,NA,NA,NA
SM125,S1964_0742,1991,13.8,AS,NA,NA,NA
SM126,S1964_0743,1991,7.3,DS,NA,NA,NA
SM127,S1964_0744a,1991,7.1,DS,NA,NA,NA
SM128,S1964_0744b,1991,3.6,DS,NA,NA,NA
SM129,S1964_0745,1991,2.9,DS,NA,NA,NA
SM130,S1964_0747,1991,2.2,DS,NA,NA,NA
SM131,S1964_0748,1991,6.5,DS,NA,NA,NA
SM132,S1964_0749,1991,5.8,DS,NA,NA,NA
SM133,S1964_0752,1991,9.2,AS,NA,NA,NA
SM134,S1964_0753,1991,3.9,DS,NA,NA,NA
SM135,S1964_0754,1991,11.8,AS,NA,NA,NA
SM136,S1964_0755,1991,4.8,DS,NA,NA,NA
SM137,S1964_0756,1991,9,AS,NA,NA,NA
SM138,S1964_0757,1991,5.2,DS,NA,NA,NA
SM139,S1964_0758,1991,3.5,DS,NA,NA,NA
SM140,S1964_0759a,1991,12.4,AS,NA,NA,NA
SM141,S1964_0759b,1991,3.7,AS,NA,NA,NA
SM142,S1964_0760,1991,12.4,AS,NA,NA,NA
SM143,S1964_0761,1991,6.2,DS,NA,NA,NA
SM144,S1964_0762,1991,2.3,DS,NA,NA,NA
SM145,S1964_0763,1991,3.1,AS,NA,NA,NA
SM146,S1964_0764,1991,2.8,DS,NA,NA,NA
SM147,S1964_0765,1991,9,AS,NA,NA,NA
SM148,S1964_0767,1991,10.1,AS,NA,NA,NA
SM149,S1964_0768,1991,2.5,DS,NA,NA,NA
SM150,S1964_0769,1991,2.9,AS,NA,NA,NA
SM151,S1964_0771,1991,3.4,DS,NA,NA,NA
SM152,S1964_0772,1991,10.1,AS,NA,NA,NA
SM153,S1964_0773,1991,13.9,AS,NA,NA,NA
SM154,S1964_0774,1991,4.3,DS,NA,NA,NA
SM155,S1964_0775,1991,4.3,DS,NA,NA,NA
SM156,S1964_0776a,1991,6.9,DS,NA,NA,NA
SM157,S1964_0776b,1991,4.1,AS,NA,NA,NA
SM158,S1964_0777,1991,4.2,AS,NA,NA,NA
SM159,S1964_0780,1991,12.4,AS,NA,NA,NA
SM160,S1964_0781,1991,7.1,AS,NA,NA,NA
SM161,S1964_0782,1991,1.1,AS,NA,NA,NA
SM162,S1964_0783,1991,3.1,AS,NA,NA,NA
SM163,S1964_0784,1991,14.9,AS,NA,NA,NA
SM164,S1964_0785,1991,14.2,AS,NA,NA,NA
SM165,S1964_0786,1991,6.3,DS,NA,NA,NA
SM166,S1964_0789,1991,6.2,AS,NA,NA,NA
SM167,S1964_0790,1991,6.9,DS,NA,NA,NA
SM168,S1964_0791,1991,14,AS,NA,NA,NA
SM169,S1964_0792,1991,3.4,DS,NA,NA,NA
SM170,S1964_0793,1991,10.3,AS,NA,NA,NA
SM171,S1964_0794,1991,5.9,AS,NA,NA,NA
SM172,S1964_0796,1991,8.8,DS,NA,NA,NA
SM173,S1964_0798,1991,5.1,AS,NA,NA,NA
SM174,S1964_0799,1991,4.8,DS,NA,NA,NA
SM175,S1964_0800,1991,7.8,AS,NA,NA,NA
SM176,S1964_0801,1991,6.2,DS,NA,NA,NA
SM177,S1964_0802,1991,3.2,AS,NA,NA,NA
SM178,S1964_0804,1991,6.6,AS,NA,NA,NA
SM179,S1964_0806,1991,6.9,AS,NA,NA,NA
SM180,S1964_0809,1991,11,DS,NA,NA,NA
SM181,S1964_0811,1991,8.5,AS,NA,NA,NA
SM182,S1964_0812,1991,4.7,DS,NA,NA,NA
SM183,S1964_0813,1991,9.1,AS,NA,NA,NA
SM184,S1964_0816,1991,3.5,DS,NA,NA,NA
SM185,S1964_0817,1991,11.1,AS,NA,NA,NA
SM186,S1964_0820,1991,9.2,AS,NA,NA,NA
SM187,S1964_0821,1991,2,DS,NA,NA,NA
SM188,S1964_0826,1991,10.5,AS,NA,NA,NA
SM189,S1964_0827,1991,2.7,DS,NA,NA,NA
SM190,S1964_0828,1991,4,DS,NA,NA,NA
SM191,S1964_0832,1991,5.4,DS,NA,NA,NA
SM192,S1964_0836,1991,8.6,AS,NA,NA,NA
SM193,S1964_0839,1991,5.4,DS,NA,NA,NA
SM194,S1964_0840,1991,2.7,DS,NA,NA,NA
SM195,S1964_0841,1991,3.5,DS,NA,NA,NA
SM196,S1964_0843,1991,10.9,AS,NA,NA,NA
SM197,S1964_0845,1991,6.6,AS,NA,NA,NA
SM198,S1964_0847,1991,3.5,DS,NA,NA,NA
SM199,S1964_0849,1991,11.4,AS,NA,NA,NA
SM200,S1964_0850,1991,13.8,AS,NA,NA,NA
SM201,S1964_0851,1991,4.6,AS,NA,NA,NA
SM202,S1964_0853,1991,9.2,AS,NA,NA,NA
SM203,S1964_0856,1991,8.8,AS,NA,NA,NA
SM204,S1964_0861,1991,11.8,AS,NA,NA,NA
SM205,S1964_0862a,1991,9.4,AS,NA,NA,NA
SM206,S1964_0862b,1991,2.9,DS,NA,NA,NA
SM207,S1964_0863,1991,7.5,AS,NA,NA,NA
SM208,S1964_0865,1991,4.8,DS,NA,NA,NA
SM209,S1964_0875a,1991,16.6,AS,NA,NA,NA
SM210,S1964_0875b,1991,4.2,DS,NA,NA,NA
SM211,S1964_0878,1991,4.5,DS,NA,NA,NA
SM212,S1964_0880,1991,8.3,AS,NA,NA,NA
SM213,S1964_0886,1991,8.2,AS,NA,NA,NA
SM214,S1964_0889,1991,6.5,DS,NA,NA,NA
SM215,S1964_0890,1991,9.9,AS,NA,NA,NA
SM216,S1964_0893,1991,9.7,AS,NA,NA,NA
SM217,S1964_0894,1991,16.7,AS,NA,NA,NA
SM218,S1964_0899,1991,6,AS,NA,NA,NA
SM219,S1964_0901,1991,4.2,DS,NA,NA,NA
SM220,S1964_0903,1991,8,AS,NA,NA,NA
SM221,S1964_0904,1991,6.6,DS,NA,NA,NA
SM222,S1964_0906,1991,4.9,DS,NA,NA,NA
SM223,S1964_0907,1991,10.2,AS,NA,NA,NA
SM224,S1964_0908,1991,13.1,AS,NA,NA,NA
SM225,S1964_0910,1991,2.4,DS,NA,NA,NA
SM226,S1964_0911,1991,11.4,DS,NA,NA,NA
SM227,S1964_0913,1991,7.5,AS,NA,NA,NA
SM228,S1964_0920,1991,3.5,AS,NA,NA,NA
SM229,S1964_0926,1991,9,AS,NA,NA,NA
SM230,S1964_0928,1991,4.2,DS,NA,NA,NA
SM231,S1964_0931,1991,2.5,DS,NA,NA,NA
SM232,S1964_0936,1991,3,DS,NA,NA,NA
SM233,S1964_0938,1991,3.3,DS,NA,NA,NA
SM234,S1964_0939,1991,11,AS,NA,NA,NA
SM235,S1964_0940,1991,4.9,DS,NA,NA,NA
SM236,S1964_0942,1991,2.7,AS,NA,NA,NA
SM237,S1964_0943,1991,7.7,DS,NA,NA,NA
SM238,S1964_0944,1991,14.9,AS,NA,NA,NA
SM239,S1964_0945,1991,3.5,DS,NA,NA,NA
SM240,S1964_0947,1991,6.5,DS,NA,NA,NA
SM241,S1964_0948a,1991,6.7,AS,NA,NA,NA
SM242,S1964_0948b,1991,11.5,AS,NA,NA,NA
SM243,S1964_0949,1991,11.2,AS,NA,NA,NA
SM244,S1964_0950,1991,7,AS,NA,NA,NA
SM245,S1964_0951,1991,5.4,DS,NA,NA,NA
SM246,S1964_0952a,1991,4.3,AS,NA,NA,NA
SM247,S1964_0952b,1991,13.1,AS,NA,NA,NA
SM248,S1964_0953,1991,3,DS,NA,NA,NA
SM249,S1964_0954a,1991,15.8,AS,NA,NA,NA
SM250,S1964_0954b,1991,8,AS,NA,NA,NA
SM251,S1964_0955,1991,3.8,DS,NA,NA,NA
SM252,S1964_0956,1991,14.4,AS,NA,NA,NA
SM253,S1964_0958,1991,3.4,DS,NA,NA,NA
SM254,S1964_0959,1991,3.6,AS,NA,NA,NA
SM255,S1964_0960,1991,3,AS,NA,NA,NA
SM256,S1964_0961a,1991,3.5,AS,NA,NA,NA
SM257,S1964_0961b,1991,7.2,AS,NA,NA,NA
SM258,S1964_0962a,1991,3,AS,NA,NA,NA
SM259,S1964_0962b,1991,4.3,DS,NA,NA,NA
SM260,S1964_0963a,1991,7.5,AS,NA,NA,NA
SM261,S1964_0963b,1991,7.5,AS,NA,NA,NA
SM262,S1964_0964,1991,3.6,AS,NA,NA,NA
SM263,S1964_0965,1991,2.9,DS,NA,NA,NA
SM264,S1964_0966,1991,5.5,AS,NA,NA,NA
SM265,S1964_0967a,1991,4.8,DS,NA,NA,NA
SM266,S1964_0967b,1991,5.5,DS,NA,NA,NA
SM267,S1964_0968a,1991,8.3,DS,NA,NA,NA
SM268,S1964_0968b,1991,11,DS,NA,NA,NA
SM269,S1964_0969,1991,7.4,AS,NA,NA,NA
SM270,S1964_0970,1991,9,AS,NA,NA,NA
SM271,S1964_0972,1991,4.4,AS,NA,NA,NA
SM272,S1964_0973,1991,7.3,AS,NA,NA,NA
SM273,S1964_0974,1991,10.9,AS,NA,NA,NA
SM274,S1964_0976,1991,5.6,DS,NA,NA,NA
SM275,S1964_0978,1991,11.8,AS,NA,NA,NA
SM276,S1964_0979,1991,8.4,AS,NA,NA,NA
SM277,S1964_0987,1991,14.8,AS,NA,NA,NA
SM278,S1964_0989,1991,7.5,DS,NA,NA,NA
SM279,S1964_0990,1991,4.6,DS,NA,NA,NA
SM280,S1964_0993,1991,10.2,AS,NA,NA,NA
SM281,S1964_0997,1991,9.6,AS,NA,NA,NA
SM282,S1964_0998,1991,2.9,DS,NA,NA,NA
SM283,S1964_1901,1991,14.5,AS,NA,NA,NA
SM284,S1964_1902,1991,12,AS,NA,NA,NA
SM288,S1964_1906,1991,10.6,AS,NA,NA,NA
SM290,S1964_1908,1991,4.7,DS,NA,NA,NA
SM291,S1964_1909,1991,12,AS,NA,NA,NA
SM292,S1964_1910,1991,15.4,AS,NA,NA,NA
SM293,S1964_1912,1991,12.7,AS,NA,NA,NA
SM295,S1964_1914,1991,10.4,AS,NA,NA,NA
SM296,S1964_5919,1991,15.6,AS,NA,NA,NA
SM297,S1964_5927,1991,17.7,AS,NA,NA,NA
SM299,S1964_5930,1991,20.3,AS,NA,NA,NA
SM313,S1964_0074,1996,5.5,DF,NA,NA,NA
SM314,S1964_0076,1996,16.3,AS,NA,B,NA
SM315,S1964_0077,1996,13.7,AS,NA,A,NA
SM316,S1964_0078,1996,7.9,DS,NA,NA,NA
SM317,S1964_0079,1996,5.5,DS,NA,NA,NA
SM318,S1964_0098,1996,11,AS,NA,B,NA
SM319,S1964_0154,1996,12.1,AS,NA,A,NA
SM320,S1964_0156,1996,7.5,AS,NA,D,NA
SM321,S1964_0160,1996,3.9,DF,NA,NA,NA
SM322,S1964_0163,1996,18.9,AS,NA,A,NA
SM323,S1964_0168,1996,10.2,AS,NA,D,NA
SM324,S1964_0170,1996,7.7,DS,NA,NA,NA
SM325,S1964_0171,1996,7.5,DF,NA,NA,NA
SM326,S1964_0176,1996,4,DF,NA,NA,NA
SM327,S1964_0180,1996,4.8,DS,NA,NA,NA
SM328,S1964_0181,1996,1.8,DF,NA,NA,NA
SM329,S1964_0183,1996,4.5,DS,NA,NA,NA
SM330,S1964_0190,1996,3,DF,NA,NA,NA
SM331,S1964_0193,1996,6.6,DF,NA,NA,NA
SM332,S1964_0194,1996,8.4,DS,NA,NA,NA
SM333,S1964_0198,1996,3.2,DF,NA,NA,NA
SM334,S1964_0199,1996,13.9,AS,NA,B,NA
SM335,S1964_0231,1996,4,AS,NA,B,NA
SM336,S1964_0277,1996,13.7,DS,NA,NA,NA
SM337,S1964_0278,1996,2,DF,NA,NA,NA
SM338,S1964_0296,1996,6.2,DS,NA,NA,NA
SM339,S1964_0299,1996,6.2,DS,NA,NA,NA
SM340,S1964_0371,1996,10.3,AS,NA,B,NA
SM341,S1964_0372,1996,4.7,DS,NA,NA,NA
SM342,S1964_0373,1996,7.1,AS,NA,D,NA
SM343,S1964_0374,1996,18.9,AS,NA,A,NA
SM344,S1964_0375,1996,3.5,DF,NA,NA,NA
SM345,S1964_0376,1996,9.9,AS,NA,B,NA
SM346,S1964_0377,1996,3.6,DS,NA,NA,NA
SM347,S1964_0378,1996,5,DS,NA,NA,NA
SM348,S1964_0379,1996,24.5,AS,NA,A,NA
SM349,S1964_0380,1996,7.8,DS,NA,NA,NA
SM350,S1964_0381,1996,5.2,AS,NA,D,NA
SM351,S1964_0382,1996,14.9,AS,NA,A,NA
SM352,S1964_0383,1996,7.2,DS,NA,NA,NA
SM353,S1964_0385,1996,7.2,DS,NA,NA,NA
SM354,S1964_0386,1996,3.6,DF,NA,NA,NA
SM355,S1964_0387,1996,2.6,DF,NA,NA,NA
SM356,S1964_0388,1996,10.7,DS,NA,NA,NA
SM357,S1964_0389,1996,10.5,DS,NA,NA,NA
SM358,S1964_0390,1996,9.4,DS,NA,NA,NA
SM359,S1964_0391,1996,4.8,DS,NA,NA,NA
SM360,S1964_0392,1996,2.2,DS,NA,NA,NA
SM361,S1964_0393,1996,4.4,DS,NA,NA,NA
SM362,S1964_0395,1996,3.3,DF,NA,NA,NA
SM363,S1964_0396,1996,11.4,AS,NA,B,NA
SM364,S1964_0398,1996,7.5,DS,NA,NA,NA
SM365,S1964_0399,1996,3,DS,NA,NA,NA
SM366,S1964_0400,1996,3.2,DS,NA,NA,NA
SM367,S1964_0470,1996,23,AS,NA,A,NA
SM368,S1964_0471,1996,13.8,AS,NA,B,NA
SM369,S1964_0472,1996,22.5,AS,NA,A,NA
SM370,S1964_0473,1996,12,AS,NA,B,NA
SM371,S1964_0474,1996,15.6,AS,NA,A,NA
SM372,S1964_0475,1996,15.8,AS,NA,A,NA
SM373,S1964_0476,1996,13.7,AS,NA,B,NA
SM374,S1964_0477,1996,23.5,AS,NA,A,NA
SM376,S1964_0479,1996,16.7,AS,NA,A,NA
SM377,S1964_0480a,1996,14.7,AS,NA,B,NA
SM378,S1964_0480b,1996,2.3,DF,NA,NA,NA
SM379,S1964_0618,1996,3,DF,NA,NA,NA
SM380,S1964_0701,1996,1.8,DF,NA,NA,NA
SM381,S1964_0702,1996,5.9,DS,NA,NA,NA
SM382,S1964_0703a,1996,4,DS,NA,NA,NA
SM383,S1964_0703b,1996,7.9,DS,NA,NA,NA
SM384,S1964_0704,1996,2.4,DF,NA,NA,NA
SM385,S1964_0705a,1996,10.1,AS,NA,B,NA
SM386,S1964_0705b,1996,5.4,DS,NA,NA,NA
SM387,S1964_0706a,1996,7.9,DF,NA,NA,NA
SM388,S1964_0706b,1996,2.6,DF,NA,NA,NA
SM389,S1964_0707a,1996,2.7,DF,NA,NA,NA
SM390,S1964_0707b,1996,4,DF,NA,NA,NA
SM391,S1964_0708,1996,10.7,AS,NA,B,NA
SM392,S1964_0709,1996,13.3,AS,NA,B,NA
SM393,S1964_0710,1996,7.8,DF,NA,NA,NA
SM394,S1964_0711a,1996,10.4,AS,NA,B,NA
SM395,S1964_0711b,1996,5.9,DF,NA,NA,NA
SM396,S1964_0712a,1996,2.1,DF,NA,NA,NA
SM397,S1964_0712b,1996,6,DF,NA,NA,NA
SM398,S1964_0713,1996,9.9,DS,NA,NA,NA
SM399,S1964_0714,1996,2.9,DS,NA,NA,NA
SM400,S1964_0715a,1996,18.4,AS,NA,A,NA
SM401,S1964_0715b,1996,8.2,DS,NA,NA,NA
SM402,S1964_0716,1996,8.5,AS,NA,D,NA
SM403,S1964_0717,1996,12.4,AS,NA,B,NA
SM404,S1964_0718a,1996,5.4,DF,NA,NA,NA
SM405,S1964_0718b,1996,5.4,DF,NA,NA,NA
SM406,S1964_0719,1996,4.1,DF,NA,NA,NA
SM407,S1964_0720,1996,7,DS,NA,NA,NA
SM408,S1964_0721,1996,6.3,DF,NA,NA,NA
SM409,S1964_0722,1996,5.7,DF,NA,NA,NA
SM410,S1964_0723a,1996,2.9,DF,NA,NA,NA
SM411,S1964_0723b,1996,3.6,DS,NA,NA,NA
SM412,S1964_0724,1996,11.2,AS,NA,B,NA
SM413,S1964_0725a,1996,14.6,AS,NA,C,NA
SM414,S1964_0725b,1996,1.6,DS,NA,NA,NA
SM415,S1964_0726a,1996,6.1,DF,NA,NA,NA
SM416,S1964_0726b,1996,9.8,AS,NA,D,NA
SM417,S1964_0727,1996,5.1,DS,NA,NA,NA
SM418,S1964_0728a,1996,8.2,DS,NA,NA,NA
SM419,S1964_0728b,1996,10.8,AS,NA,B,NA
SM420,S1964_0730,1996,9.2,DF,NA,NA,NA
SM421,S1964_0731a,1996,9.2,AS,NA,D,NA
SM422,S1964_0731b,1996,9.1,DS,NA,NA,NA
SM423,S1964_0732a,1996,3.2,DF,NA,NA,NA
SM424,S1964_0732b,1996,3.4,DS,NA,NA,NA
SM425,S1964_0733,1996,5.7,DF,NA,NA,NA
SM426,S1964_0734,1996,14.8,AS,NA,A,NA
SM427,S1964_0735,1996,9,DF,NA,NA,NA
SM428,S1964_0736,1996,18.1,AS,NA,B,NA
SM429,S1964_0737a,1996,3.3,DS,NA,NA,NA
SM430,S1964_0737b,1996,4.8,DF,NA,NA,NA
SM431,S1964_0738a,1996,19.2,AS,NA,A,NA
SM432,S1964_0738b,1996,3.3,DF,NA,NA,NA
SM433,S1964_0739,1996,14.8,AS,NA,B,NA
SM434,S1964_0740a,1996,7.9,DS,NA,NA,NA
SM435,S1964_0740b,1996,5.5,DF,NA,NA,NA
SM436,S1964_0741,1996,3.2,DF,NA,NA,NA
SM437,S1964_0742,1996,14.9,AS,NA,B,NA
SM438,S1964_0743,1996,8,DS,NA,NA,NA
SM439,S1964_0744a,1996,6.8,DF,NA,NA,NA
SM440,S1964_0744b,1996,3.4,DS,NA,NA,NA
SM441,S1964_0745,1996,2.9,DS,NA,NA,NA
SM442,S1964_0747,1996,2,DF,NA,NA,NA
SM443,S1964_0748,1996,6.5,DF,NA,NA,NA
SM444,S1964_0749,1996,5.7,DF,NA,NA,NA
SM445,S1964_0752,1996,9,DF,NA,NA,NA
SM446,S1964_0753,1996,3.9,DF,NA,NA,NA
SM447,S1964_0754,1996,12.8,AS,NA,A,NA
SM448,S1964_0755,1996,4.7,DF,NA,NA,NA
SM449,S1964_0756,1996,9.2,AS,NA,C,NA
SM450,S1964_0757,1996,4.4,DF,NA,NA,NA
SM451,S1964_0758,1996,3.5,DS,NA,NA,NA
SM452,S1964_0759a,1996,13.3,AS,NA,D,NA
SM453,S1964_0759b,1996,3.7,DF,NA,NA,NA
SM454,S1964_0760,1996,13,AS,NA,B,NA
SM455,S1964_0761,1996,6.2,DF,NA,NA,NA
SM456,S1964_0762,1996,2.2,DF,NA,NA,NA
SM457,S1964_0763,1996,3,DF,NA,NA,NA
SM458,S1964_0764,1996,2.8,DF,NA,NA,NA
SM459,S1964_0765,1996,9.1,DF,NA,NA,NA
SM460,S1964_0767,1996,10.4,AS,NA,D,NA
SM461,S1964_0768,1996,2.5,DF,NA,NA,NA
SM462,S1964_0769,1996,3,DF,NA,NA,NA
SM463,S1964_0771,1996,3,DF,NA,NA,NA
SM464,S1964_0772,1996,10.5,AS,NA,C,NA
SM465,S1964_0773,1996,15.2,AS,NA,B,NA
SM466,S1964_0774,1996,4.3,DF,NA,NA,NA
SM467,S1964_0775,1996,4.2,DS,NA,NA,NA
SM468,S1964_0776a,1996,6.5,DF,NA,NA,NA
SM469,S1964_0776b,1996,4.1,DF,NA,NA,NA
SM470,S1964_0777,1996,4.5,DF,NA,NA,NA
SM471,S1964_0780,1996,13.2,AS,NA,D,NA
SM472,S1964_0781,1996,7.1,AS,NA,D,NA
SM473,S1964_0782,1996,2.7,AS,NA,A,NA
SM474,S1964_0783,1996,3.1,DF,NA,NA,NA
SM475,S1964_0784,1996,16.7,AS,NA,A,NA
SM476,S1964_0785,1996,15.2,AS,NA,A,NA
SM477,S1964_0786,1996,6,DF,NA,NA,NA
SM478,S1964_0789,1996,6.1,DS,NA,NA,NA
SM479,S1964_0790,1996,6.9,DS,NA,NA,NA
SM480,S1964_0791,1996,15.5,AS,NA,A,NA
SM481,S1964_0792,1996,3.4,DF,NA,NA,NA
SM482,S1964_0793,1996,10.8,AS,NA,B,NA
SM483,S1964_0794,1996,5.7,DS,NA,NA,NA
SM484,S1964_0796,1996,8.7,DS,NA,NA,NA
SM485,S1964_0798,1996,5.1,DF,NA,NA,NA
SM486,S1964_0799,1996,4.7,DS,NA,NA,NA
SM487,S1964_0800,1996,8,AS,NA,D,NA
SM488,S1964_0801,1996,6.2,DF,NA,NA,NA
SM489,S1964_0802,1996,3.2,DF,NA,NA,NA
