plot_id,fire_year,transect,long,lat
1944-T2-0450,1944,1944-T2,-79.28914,48.43363
1944-T2-0500,1944,1944-T2,-79.28984,48.43376
1944-T2-0550,1944,1944-T2,-79.29002,48.43311
1944-T2-0600,1944,1944-T2,-79.29037,48.43269
1944-T2-0670,1944,1944-T2,-79.28959,48.43231
1944-T2-0700,1944,1944-T2,-79.28923,48.43171
1944-T2-0725,1944,1944-T2,NA,NA
1944-T2-0800,1944,1944-T2,-79.28833,48.43196
1944-T2-0850,1944,1944-T2,-79.28754,48.4318
1944-T2-0900,1944,1944-T2,-79.28698,48.43177
1944-T2-0950,1944,1944-T2,-79.28633,48.43183
1944-T2-1000,1944,1944-T2,-79.28561,48.43185
1944-T2-1050,1944,1944-T2,-79.28478,48.43188
1944-T2-1100,1944,1944-T2,-79.28472,48.43226
1944-T2-1150,1944,1944-T2,-79.28456,48.43284
1944-T3-0050,1944,1944-T3,-79.28997,48.43636
1944-T3-0100,1944,1944-T3,-79.29003,48.436
1944-T3-0150,1944,1944-T3,-79.28999,48.4356
1944-T3-0200,1944,1944-T3,-79.29022,48.43515
1944-T3-0250,1944,1944-T3,-79.29041,48.43471
1944-T3-0300,1944,1944-T3,-79.29051,48.43436
1944-T3-0350,1944,1944-T3,-79.29055,48.43388
1944-T3-0400,1944,1944-T3,-79.29073,48.4333
1944-T3-0450,1944,1944-T3,-79.29099,48.43309
1944-T3-0500,1944,1944-T3,-79.29079,48.43255
1944-T3-0550,1944,1944-T3,-79.2915,48.43267
1944-T3-0600,1944,1944-T3,NA,NA
1944-T3-0650,1944,1944-T3,NA,NA
1944-T3-0700,1944,1944-T3,-79.29282,48.43326
1944-T3-0750,1944,1944-T3,-79.29254,48.43378
1944-T3-0800,1944,1944-T3,-79.29272,48.43415
1944-T3-0850,1944,1944-T3,-79.29259,48.4345
1944-T3-0900,1944,1944-T3,NA,NA
1944-T3-0950,1944,1944-T3,-79.29247,48.43565
1944-T3-1000,1944,1944-T3,-79.29239,48.43606
1944-T3-1050,1944,1944-T3,-79.29249,48.43647
1944-T3-1100,1944,1944-T3,-79.2931,48.43693
1944-T3-1150,1944,1944-T3,NA,NA
1944-T3-1200,1944,1944-T3,NA,NA
1944-T3-1250,1944,1944-T3,NA,NA
1944-T3-1300,1944,1944-T3,NA,NA
1944-T4-0050,1944,1944-T4,-79.27189,48.43437
1944-T4-0100,1944,1944-T4,-79.27121,48.43428
1944-T4-0150,1944,1944-T4,-79.27062,48.43421
1944-T4-0200,1944,1944-T4,NA,NA
1944-T4-0250,1944,1944-T4,-79.26951,48.43427
1944-T4-0300,1944,1944-T4,-79.26865,48.43421
1944-T4-0350,1944,1944-T4,-79.26803,48.43436
1944-T4-0400,1944,1944-T4,-79.26722,48.4343
1964-T1-0050,1964,1964-T1,NA,NA
1964-T1-0100,1964,1964-T1,NA,NA
1964-T1-0150,1964,1964-T1,NA,NA
1964-T1-0200,1964,1964-T1,NA,NA
1964-T1-0250,1964,1964-T1,NA,NA
1964-T1-0300,1964,1964-T1,NA,NA
1964-T1-0350,1964,1964-T1,NA,NA
1964-T1-0400,1964,1964-T1,NA,NA
1964-T1-0450,1964,1964-T1,NA,NA
1964-T1-0500,1964,1964-T1,NA,NA
1964-T1-0550,1964,1964-T1,NA,NA
1964-T1-0600,1964,1964-T1,NA,NA
1964-T1-0650,1964,1964-T1,NA,NA
1964-T1-0700,1964,1964-T1,NA,NA
1964-T1-0750,1964,1964-T1,NA,NA
1964-T1-0800,1964,1964-T1,NA,NA
1964-T1-0850,1964,1964-T1,NA,NA
1964-T1-0900,1964,1964-T1,NA,NA
1964-T1-0950,1964,1964-T1,NA,NA
1964-T1-1000,1964,1964-T1,NA,NA
1964-T1-1050,1964,1964-T1,NA,NA
1964-T1-1100,1964,1964-T1,NA,NA
1964-T1-1150,1964,1964-T1,NA,NA
1964-T1-1200,1964,1964-T1,NA,NA
1964-T1-1250,1964,1964-T1,NA,NA
1964-T2-0050,1964,1964-T2,NA,NA
1964-T2-0100,1964,1964-T2,NA,NA
1964-T2-0150,1964,1964-T2,NA,NA
1964-T2-0200,1964,1964-T2,NA,NA
1964-T2-0250,1964,1964-T2,NA,NA
1964-T2-0350,1964,1964-T2,NA,NA
1964-T2-0400,1964,1964-T2,NA,NA
1964-T2-0450,1964,1964-T2,NA,NA
1964-T2-0500,1964,1964-T2,NA,NA
1964-T2-0550,1964,1964-T2,NA,NA
1964-T2-0600,1964,1964-T2,NA,NA
1964-T2-0650,1964,1964-T2,NA,NA
1964-T2-0700,1964,1964-T2,NA,NA
1964-T2-0750,1964,1964-T2,NA,NA
1964-T2-0800,1964,1964-T2,NA,NA
1964-T2-0850,1964,1964-T2,NA,NA
1964-T2-0900,1964,1964-T2,NA,NA
1964-T2-0950,1964,1964-T2,NA,NA
1964-T2-1000,1964,1964-T2,NA,NA
1964-T2-1050,1964,1964-T2,NA,NA
1964-T3-0050,1964,1964-T3,NA,NA
1964-T3-0100,1964,1964-T3,NA,NA
1964-T3-0150,1964,1964-T3,NA,NA
1964-T3-0200,1964,1964-T3,NA,NA
1964-T3-0250,1964,1964-T3,NA,NA
1964-T3-0300,1964,1964-T3,NA,NA
1964-T3-0350,1964,1964-T3,NA,NA
1964-T3-0400,1964,1964-T3,NA,NA
1964-T3-0450,1964,1964-T3,NA,NA
1964-T3-0500,1964,1964-T3,NA,NA
1964-T3-050s,1964,1964-T3,NA,NA
1964-T3-0550,1964,1964-T3,NA,NA
1964-T3-0600,1964,1964-T3,NA,NA
1964-T3-0650,1964,1964-T3,NA,NA
1964-T3-100s,1964,1964-T3,NA,NA
1964-T3-150s,1964,1964-T3,NA,NA
1964-T3-200s,1964,1964-T3,NA,NA
1964-T3-250s,1964,1964-T3,NA,NA
1964-T3-300s,1964,1964-T3,NA,NA
1964-T4-0050,1964,1964-T4,NA,NA
1964-T4-0100,1964,1964-T4,NA,NA
1964-T4-0200,1964,1964-T4,NA,NA
1964-T4-0250,1964,1964-T4,NA,NA
1964-T4-0300,1964,1964-T4,NA,NA
1964-T4-0350,1964,1964-T4,NA,NA
1964-T4-0400,1964,1964-T4,NA,NA
1964-T4-0450,1964,1964-T4,NA,NA
1964-T4-0500,1964,1964-T4,NA,NA
1964-T4-0550,1964,1964-T4,NA,NA
1964-T4-0600,1964,1964-T4,NA,NA
1964-T4-0650,1964,1964-T4,NA,NA
1964-T4-0700,1964,1964-T4,NA,NA
