"T1";"T2";"T3";"T4";"T5";"T6";"T7";"T8";"T9";"T10";"T11";"T12";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"DD1";"DD2";"DD3";"DD4";"DD5";"DD6";"DD7";"DD8";"DD9";"DD10";"DD11";"DD12";"DC1";"DC2";"DC3";"DC4";"DC5";"DC6";"DC7";"DC8";"DC9";"DC10";"DC11";"DC12";"GSL1";"GSL2";"GSL3";"GSL4";"GSL5";"GSL6";"GSL7";"GSL8";"GSL9";"GSL10";"GSL11";"GSL12";"P-6";"P-7";"P-8";"P-9";"P-10";"P-11";"P-12";"T-6";"T-7";"T-8";"T-9";"T-10";"T-11";"T-12";"S-6";"S-7";"S-8";"S-9";"S-10";"S-11";"S-12";"DD-6";"DD-7";"DD-8";"DD-9";"DD-10";"DD-11";"DD-12";"DC-6";"DC-7";"DC-8";"DC-9";"DC-10";"DC-11";"DC-12";"GSL-6";"GSL-7";"GSL-8";"GSL-9";"GSL-10";"GSL-11";"GSL-12"
"1954";-20.6763;-10.1086;-9.321;0.3404;8.2739;15.4628;15.6364;14.9004;9.8199;4.6733;-2.2548;-13.016;50.6969;48.2949;57.147;39.7936;70.8532;101.8143;105.8381;95.9639;140.5003;74.5677;60.7278;52.0396;50.2548;38.3989;43.2956;12.6549;6.3988;1.7834;0.1019;0;2.4299;13.5651;28.7935;50.4722;0;0.745047;3.97052;91.604637;348.095428;811.98056;1296.710083;1758.62384;2053.219849;2207.038696;2219.60083;2219.60083;NA;NA;NA;25.12623;59.19768;104.32541;134.30403;145.28418;185.22326;52.14438;NA;NA;NA;NA;NA;NA;NA;137;NA;NA;NA;NA;NA;NA;14.4891;17.7483;17.2569;10.343;6.23;0.6316;-10.3633;42.4309;60.745;50.2874;133.7308;28.7936;33.1059;62.0837;0.6501;0;0;3.6285;4.2535;11.5996;50.6006;803.388031;1353.58429;1888.546997;2198.838379;2394.939331;2453.579956;2459.036499;214.97463;317.89163;422.86751;269.02644;218.19073;204.11842;NA;144;NA;NA;NA;NA;NA;NA
"1955";-17.034;-14.3856;-11.4771;5.5586;10.708;18.8574;20.1421;18.0031;9.9164;5.8494;-3.7864;-14.6187;34.1831;18.0105;48.256;40.7791;57.9566;22.0295;89.6114;96.3965;83.734;162.1983;88.2038;87.8085;33.2617;17.0162;44.1691;4.2571;1.3516;0;0;0;1.6628;14.8681;58.2288;87.2757;0;0.936609;4.291005;183.613907;515.560699;1081.282715;1705.687256;2263.782227;2561.272949;2753.129883;2774.365967;2774.365967;NA;NA;NA;29.86758;108.4995;228.92383;274.5024;389.93596;224.19448;94.51619;NA;NA;NA;NA;NA;NA;NA;145;NA;NA;NA;NA;NA;NA;15.4628;15.6364;14.9004;9.8199;4.6733;-2.2548;-13.016;101.8143;105.8381;95.9639;140.5003;74.5677;60.7278;52.0396;1.7834;0.1019;0;2.4299;13.5651;28.7935;50.4722;811.98056;1296.710083;1758.62384;2053.219849;2207.038696;2219.60083;2219.60083;104.32541;134.30403;145.28418;185.22326;52.14438;NA;NA;137;NA;NA;NA;NA;NA;NA
"1956";-14.8943;-12.5657;-12.6071;-0.7763;3.7707;14.0108;14.6193;13.9109;7.7394;7.5384;-2.4733;-14.5895;39.8167;56.4477;48.7107;66.9594;72.1503;69.1156;134.0549;81.0329;139.1766;58.7188;54.3158;76.4997;33.653;53.1872;47.4774;29.3438;19.8042;0;0.2226;0.4105;9.0008;6.2235;38.1452;74.2178;0;0;0;20.373625;152.817909;573.140533;1026.337646;1457.575806;1689.758545;1923.450439;2009.865295;2009.865295;NA;NA;NA;NA;32.3511;130.22079;141.72002;174.30219;110.5725;35.61396;73.44755;NA;NA;NA;NA;NA;NA;116;NA;NA;NA;NA;NA;NA;18.8574;20.1421;18.0031;9.9164;5.8494;-3.7864;-14.6187;22.0295;89.6114;96.3965;83.734;162.1983;88.2038;87.8085;0;0;0;1.6628;14.8681;58.2288;87.2757;1081.282715;1705.687256;2263.782227;2561.272949;2753.129883;2774.365967;2774.365967;228.92383;274.5024;389.93596;224.19448;94.51619;NA;NA;145;NA;NA;NA;NA;NA;NA
"1957";-22.0917;-11.1666;-7.2377;1.4831;7.9859;14.9002;16.1799;14.0171;10.4798;4.8388;-1.6361;-10.5803;34.3139;60.9171;11.3473;62.9227;32.9769;192.3194;80.051;54.7313;150.6889;41.5718;89.0221;71.8115;32.2636;56.2956;7.6866;18.9557;1.0054;0.6988;0;0.2346;1.6816;4.1502;32.9309;50.0391;0;0;4.250903;132.164307;383.221497;830.2276;1331.805481;1766.3349;2080.728149;2242.501831;2296.382202;2305.009521;NA;NA;NA;13.07743;74.21503;134.62921;69.71429;232.27986;140.46383;117.67926;NA;NA;NA;NA;NA;NA;NA;128;NA;NA;NA;NA;NA;NA;14.0108;14.6193;13.9109;7.7394;7.5384;-2.4733;-14.5895;69.1156;134.0549;81.0329;139.1766;58.7188;54.3158;76.4997;0;0.2226;0.4105;9.0008;6.2235;38.1452;74.2178;573.140533;1026.337646;1457.575806;1689.758545;1923.450439;2009.865295;2009.865295;130.22079;141.72002;174.30219;110.5725;35.61396;73.44755;NA;116;NA;NA;NA;NA;NA;NA
"1958";-14.1091;-16.3661;-2.7215;3.6352;6.1977;11.6674;16.8845;15.5843;11.337;4.8545;-1.4485;-17.3215;41.9353;60.4883;21.569;29.5102;85.9154;69.5656;83.0754;122.8629;82.6022;110.6276;49.5533;49.3617;36.7943;59.5828;15.2251;6.811;12.621;0.2349;0;0;0.5322;6.4075;29.5633;47.0402;0.353492;1.212521;7.419841;142.425217;337.952347;687.973022;1211.393738;1694.507507;2034.617126;2185.608398;2236.689697;2236.689697;NA;NA;NA;35.22598;66.87792;131.63171;192.12197;235.78439;170.55338;132.64347;NA;NA;NA;NA;NA;NA;NA;150;NA;NA;NA;NA;NA;NA;14.9002;16.1799;14.0171;10.4798;4.8388;-1.6361;-10.5803;192.3194;80.051;54.7313;150.6889;41.5718;89.0221;71.8115;0.6988;0;0.2346;1.6816;4.1502;32.9309;50.0391;830.2276;1331.805481;1766.3349;2080.728149;2242.501831;2296.382202;2305.009521;134.62921;69.71429;232.27986;140.46383;117.67926;NA;NA;128;NA;NA;NA;NA;NA;NA
"1959";-16.8219;-18.6345;-10.5016;-0.3201;10.3274;15.5;19.5249;17.7544;12.6997;3.0577;-7.5251;-11.4826;67.3033;26.8343;46.8453;65.0331;50.0606;70.5353;52.6528;135.3653;93.9303;96.7634;70.9421;43.7355;65.7021;26.0606;40.9486;28.6063;2.4941;0;0;0.3204;0.2688;21.2323;57.3767;40.2412;0;0;0.693888;51.892445;372.041916;837.041992;1442.313721;1992.699768;2373.689453;2488.140381;2489.988403;2491.070313;NA;NA;NA;16.60486;72.33529;146.11726;291.25633;327.94904;174.55453;134.89478;NA;NA;NA;NA;NA;NA;NA;146;NA;NA;NA;NA;NA;NA;11.6674;16.8845;15.5843;11.337;4.8545;-1.4485;-17.3215;69.5656;83.0754;122.8629;82.6022;110.6276;49.5533;49.3617;0.2349;0;0;0.5322;6.4075;29.5633;47.0402;687.973022;1211.393738;1694.507507;2034.617126;2185.608398;2236.689697;2236.689697;131.63171;192.12197;235.78439;170.55338;132.64347;NA;NA;150;NA;NA;NA;NA;NA;NA
"1960";-14.4491;-12.1649;-13.4417;1.012;11.8949;14.4253;16.13;16.5314;10.5443;4.2832;-0.1629;-14.3622;39.7504;69.2192;27.4045;65.0654;111.8713;197.8755;117.2027;95.1711;82.6927;49.2591;67.3099;38.7304;38.342;65.3119;20.2423;26.1177;11.1363;0;0;0;0.9694;10.8712;31.0766;34.3465;0;0;0;81.976948;450.719391;883.477112;1383.50708;1895.980713;2212.30896;2351.103271;2393.772827;2400.783325;NA;NA;NA;17.15911;29.95213;63.20606;59.74036;89.29381;113.93955;115.61274;NA;NA;NA;NA;NA;NA;NA;162;NA;NA;NA;NA;NA;NA;15.5;19.5249;17.7544;12.6997;3.0577;-7.5251;-11.4826;70.5353;52.6528;135.3653;93.9303;96.7634;70.9421;43.7355;0;0;0.3204;0.2688;21.2323;57.3767;40.2412;837.041992;1442.313721;1992.699768;2373.689453;2488.140381;2489.988403;2491.070313;146.11726;291.25633;327.94904;174.55453;134.89478;NA;NA;146;NA;NA;NA;NA;NA;NA
"1961";-19.9832;-12.8709;-7.173;1.8692;7.1132;13.0339;17.6357;15.9905;13.4655;5.6942;-1.3577;-10.5639;30.4762;42.7614;55.6224;39.5495;62.7291;86.7862;69.624;128.7905;167.6283;44.3611;69.8895;71.7218;28.8074;41.2959;48.1744;14.003;3.2927;1.6678;0;0;5.1137;9.4244;32.5918;55.4979;0;0;9.736985;85.791309;306.299179;697.316803;1244.024353;1739.729553;2143.695801;2323.574341;2357.502563;2358.976318;NA;NA;NA;24.40361;51.88739;99.5146;215.18027;254.35132;101.87444;33.05866;NA;NA;NA;NA;NA;NA;NA;136;NA;NA;NA;NA;NA;NA;14.4253;16.13;16.5314;10.5443;4.2832;-0.1629;-14.3622;197.8755;117.2027;95.1711;82.6927;49.2591;67.3099;38.7304;0;0;0;0.9694;10.8712;31.0766;34.3465;883.477112;1383.50708;1895.980713;2212.30896;2351.103271;2393.772827;2400.783325;63.20606;59.74036;89.29381;113.93955;115.61274;NA;NA;162;NA;NA;NA;NA;NA;NA
"1962";-20.0191;-19.6734;-6.0232;0.9584;12.0176;15.3946;16.7651;16.5801;10.5962;5.7817;-2.1685;-12.5767;65.012;58.1945;20.6552;37.9181;99.5494;48.4549;90.8239;125.6779;96.1048;32.9993;11.3131;56.1756;64.4211;57.7762;10.217;9.0395;0.2812;0;0;0;0.6702;7.0633;5.493;42.869;0;0;11.916341;78.397301;450.941803;912.781189;1432.499146;1946.482178;2264.369019;2462.277954;2484.076294;2510.087158;NA;NA;NA;17.4354;42.39593;122.96494;231.48127;194.00101;134.0691;146.41888;NA;NA;NA;NA;NA;NA;NA;162;NA;NA;NA;NA;NA;NA;13.0339;17.6357;15.9905;13.4655;5.6942;-1.3577;-10.5639;86.7862;69.624;128.7905;167.6283;44.3611;69.8895;71.7218;1.6678;0;0;5.1137;9.4244;32.5918;55.4979;697.316803;1244.024353;1739.729553;2143.695801;2323.574341;2357.502563;2358.976318;99.5146;215.18027;254.35132;101.87444;33.05866;NA;NA;136;NA;NA;NA;NA;NA;NA
"1963";-18.3728;-18.3741;-8.6614;1.709;9.087;17.2391;19.5003;14.661;9.5788;9.9533;0.6426;-16.0509;32.0392;34.5989;60.4548;42.9949;45.1332;99.7111;63.3599;161.8835;65.6006;31.0092;89.0686;26.7249;29.1312;34.2558;48.3892;19.2418;1.2916;0;0;0;0.6118;0.9651;33.0522;23.4;0;0;6.308032;91.232777;372.928665;890.102417;1494.612671;1949.104492;2236.468872;2545.423828;2611.653198;2611.811035;NA;NA;NA;21.46465;76.9914;141.60534;191.93691;167.75838;140.92344;184.52254;NA;NA;NA;NA;NA;NA;NA;153;NA;NA;NA;NA;NA;NA;15.3946;16.7651;16.5801;10.5962;5.7817;-2.1685;-12.5767;48.4549;90.8239;125.6779;96.1048;32.9993;11.3131;56.1756;0;0;0;0.6702;7.0633;5.493;42.869;912.781189;1432.499146;1946.482178;2264.369019;2462.277954;2484.076294;2510.087158;122.96494;231.48127;194.00101;134.0691;146.41888;NA;NA;162;NA;NA;NA;NA;NA;NA
