"T1";"T2";"T3";"T4";"T5";"T6";"T7";"T8";"T9";"T10";"T11";"T12";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"DD1";"DD2";"DD3";"DD4";"DD5";"DD6";"DD7";"DD8";"DD9";"DD10";"DD11";"DD12";"DC1";"DC2";"DC3";"DC4";"DC5";"DC6";"DC7";"DC8";"DC9";"DC10";"DC11";"DC12";"GSL1";"GSL2";"GSL3";"GSL4";"GSL5";"GSL6";"GSL7";"GSL8";"GSL9";"GSL10";"GSL11";"GSL12";"P-6";"P-7";"P-8";"P-9";"P-10";"P-11";"P-12";"T-6";"T-7";"T-8";"T-9";"T-10";"T-11";"T-12";"S-6";"S-7";"S-8";"S-9";"S-10";"S-11";"S-12";"DD-6";"DD-7";"DD-8";"DD-9";"DD-10";"DD-11";"DD-12";"DC-6";"DC-7";"DC-8";"DC-9";"DC-10";"DC-11";"DC-12";"GSL-6";"GSL-7";"GSL-8";"GSL-9";"GSL-10";"GSL-11";"GSL-12"
"1964";-8.1458;-10.3757;-4.2766;1.735;11.1243;14.198;17.8266;13.8988;10.583;4.7707;-1.4441;-7.3664;114.339;73.3107;139.2864;88.1678;113.6314;91.762;134.6706;124.6828;58.9804;99.294;107.2929;114.7464;84.6552;64.5753;95.9711;29.7977;0.9737;1.0872;0;0;0;15.5599;61.3301;91.9879;3.361917;3.361917;18.319099;120.704597;465.55896;891.497803;1444.122559;1874.984253;2192.474365;2343.923584;2376.733398;2401.477295;NA;NA;NA;24.15535;30.8469;55.00502;76.2499;107.92931;85.27306;95.32591;NA;NA;NA;NA;NA;NA;NA;166;NA;NA;NA;NA;NA;NA;15.625;17.6612;14.0835;9.9968;8.9702;1.5216;-13.9066;90.9953;140.7775;218.4687;89.1435;57.8148;156.8725;103.7815;0.2236;0;0;2.9265;6.3476;47.2422;95.6328;823.486877;1370.985352;1807.575195;2107.47876;2385.750244;2455.212158;2455.212158;83.62184;99.86312;27.08544;24.09523;22.09207;17.50506;NA;169;NA;NA;NA;NA;NA;NA
"1965";-13.0178;-11.1355;-6.2822;0.0035;10.3627;14.0738;14.9068;15.7073;12.1902;4.575;-2.8998;-6.1534;94.0147;99.3363;70.5671;82.9956;59.615;81.4551;90.8255;173.8927;144.1022;160.676;145.2272;76.9629;83.2356;80.883;61.7741;34.1324;0.5639;0.7066;0;1.118;3.5547;29.8829;89.3224;57.5136;0;2.5566;9.968007;49.337372;370.580719;792.796021;1254.906982;1741.832764;2107.539307;2266.456299;2278.243164;2284.389648;NA;NA;NA;NA;61.63095;102.49638;157.54958;127.91345;49.2207;2.91975;NA;NA;NA;NA;NA;NA;NA;153;NA;NA;NA;NA;NA;NA;14.198;17.8266;13.8988;10.583;4.7707;-1.4441;-7.3664;91.762;134.6706;124.6828;58.9804;99.294;107.2929;114.7464;1.0872;0;0;0;15.5599;61.3301;91.9879;891.497803;1444.122559;1874.984253;2192.474365;2343.923584;2376.733398;2401.477295;55.00502;76.2499;107.92931;85.27306;95.32591;NA;NA;166;NA;NA;NA;NA;NA;NA
"1966";-11.6493;-10.2699;-4.263;0.9647;7.4768;15.1104;16.6236;15.909;10.0604;5.1155;1.7264;-7.3504;114.2607;104.4835;122.837;58.4427;95.4155;96.7648;123.2441;165.4797;98.6448;72.0309;95.241;153.21;110.8304;82.9985;62.0568;26.2757;23.0786;0.2655;0;0;4.4855;13.9693;20.166;118.8274;3.932332;9.15357;33.227535;86.538673;324.539368;777.850891;1293.181396;1786.359253;2088.170898;2255.196045;2354.066162;2376.443115;NA;NA;NA;14.36562;19.41719;93.61172;129.35335;63.41989;49.88152;18.68232;NA;NA;NA;NA;NA;NA;NA;164;NA;NA;NA;NA;NA;NA;14.0738;14.9068;15.7073;12.1902;4.575;-2.8998;-6.1534;81.4551;90.8255;173.8927;144.1022;160.676;145.2272;76.9629;0.7066;0;1.118;3.5547;29.8829;89.3224;57.5136;792.796021;1254.906982;1741.832764;2107.539307;2266.456299;2278.243164;2284.389648;102.49638;157.54958;127.91345;49.2207;2.91975;NA;NA;153;NA;NA;NA;NA;NA;NA
"1967";-7.5425;-14.1228;-7.6782;0.7391;5.2547;16.5123;17.6605;16.192;11.7465;6.14;-3.1948;-7.3587;89.0147;92.2875;44.2872;116.0049;117.598;136.9306;139.7146;152.2642;92.9608;156.2308;128.9317;130.2705;75.6004;84.629;33.7353;37.9666;17.5502;0;0;0;4.6162;6.5003;80.5304;99.8712;1.995183;1.995183;11.383799;60.991383;223.886047;719.255493;1266.730591;1768.682007;2121.076416;2312.783936;2351.582275;2356.362549;NA;NA;NA;NA;9.28743;36.13021;70.78316;53.81128;33.51388;6.10904;7.05692;NA;NA;NA;NA;NA;NA;173;NA;NA;NA;NA;NA;NA;15.1104;16.6236;15.909;10.0604;5.1155;1.7264;-7.3504;96.7648;123.2441;165.4797;98.6448;72.0309;95.241;153.21;0.2655;0;0;4.4855;13.9693;20.166;118.8274;777.850891;1293.181396;1786.359253;2088.170898;2255.196045;2354.066162;2376.443115;93.61172;129.35335;63.41989;49.88152;18.68232;NA;NA;164;NA;NA;NA;NA;NA;NA
"1968";-15.2829;-14.1072;-3.403;4.1587;8.3797;13.1839;17.1523;14.0985;13.4156;7.1888;-3.0198;-10.6948;80.5213;104.3498;117.9422;92.7628;103.1509;112.9508;153.6265;63.9302;90.0812;103.3301;142.3242;155.5597;72.9314;88.9842;68.2126;21.8216;2.4646;0.2735;0;0.2001;0.4152;12.5639;104.0521;135.0353;0;3.208227;51.944996;186.265152;446.035004;841.553284;1373.273071;1810.327271;2212.795166;2438.641357;2447.534668;2450.032959;NA;NA;NA;13.039;24.69283;46.8157;69.01022;100.06621;126.48481;82.04056;NA;NA;NA;NA;NA;NA;NA;174;NA;NA;NA;NA;NA;NA;16.5123;17.6605;16.192;11.7465;6.14;-3.1948;-7.3587;136.9306;139.7146;152.2642;92.9608;156.2308;128.9317;130.2705;0;0;0;4.6162;6.5003;80.5304;99.8712;719.255493;1266.730591;1768.682007;2121.076416;2312.783936;2351.582275;2356.362549;36.13021;70.78316;53.81128;33.51388;6.10904;7.05692;NA;173;NA;NA;NA;NA;NA;NA
"1969";-10.3355;-9.3573;-6.6428;0.8704;7.8255;14.7328;16.3676;17.0495;11.6185;5.0289;-0.0988;-9.573;114.1043;117.4261;100.1242;117.3245;132.1859;165.687;118.3529;130.274;81.8302;107.579;158.2643;145.1875;102.945;112.1599;76.8185;41.3858;5.8601;0.4969;0;0;0;27.5714;36.6305;131.0083;1.3283;1.3283;5.337199;76.910439;319.50061;761.48584;1268.880981;1797.41626;2145.971436;2323.933594;2408.140869;2413.494873;NA;NA;NA;NA;19.8947;46.30929;45.03306;41.53363;78.84529;89.78217;NA;NA;NA;NA;NA;NA;NA;166;NA;NA;NA;NA;NA;NA;13.1839;17.1523;14.0985;13.4156;7.1888;-3.0198;-10.6948;112.9508;153.6265;63.9302;90.0812;103.3301;142.3242;155.5597;0.2735;0;0.2001;0.4152;12.5639;104.0521;135.0353;841.553284;1373.273071;1810.327271;2212.795166;2438.641357;2447.534668;2450.032959;46.8157;69.01022;100.06621;126.48481;82.04056;NA;NA;174;NA;NA;NA;NA;NA;NA
"1970";-17.2029;-11.0539;-6.1651;1.6429;9.2786;14.5805;18.0496;16.6836;11.8968;7.3457;-0.1308;-13.0631;66.8147;95.9349;114.5478;100.8004;129.0765;105.519;101.7677;124.8342;173.3064;88.4771;103.4308;182.4567;61.5129;75.4427;86.4997;46.0492;7.0025;0.7529;0;0.217;1.3933;1.1067;50.2631;176.5767;0;3.501342;3.756127;93.161827;382.051575;819.467163;1379.005493;1896.197388;2253.102295;2482.011963;2532.566895;2537.70874;NA;NA;NA;NA;11.83154;65.08954;81.56818;138.78166;49.41074;8.43563;17.81657;NA;NA;NA;NA;NA;NA;161;NA;NA;NA;NA;NA;NA;14.7328;16.3676;17.0495;11.6185;5.0289;-0.0988;-9.573;165.687;118.3529;130.274;81.8302;107.579;158.2643;145.1875;0.4969;0;0;0;27.5714;36.6305;131.0083;761.48584;1268.880981;1797.41626;2145.971436;2323.933594;2408.140869;2413.494873;46.30929;45.03306;41.53363;78.84529;89.78217;NA;NA;166;NA;NA;NA;NA;NA;NA
"1971";-15.535;-9.2893;-7.1398;-0.561;9.1066;14.6535;16.1522;15.5854;14.3482;8.6396;-3.6174;-8.6577;100.4846;120.2085;144.3458;81.4929;94.818;112.7194;135.6831;192.5134;92.27;86.9441;115.3586;128.8676;94.7808;101.9433;132.1083;42.9467;5.2235;0;0;0;0.2243;4.749;83.3545;105.0203;0;1.483366;6.481771;42.083866;324.387451;763.991211;1264.710327;1747.857544;2178.303467;2446.129395;2477.281494;2485.884766;NA;NA;NA;NA;22.4291;51.14013;75.32169;63.90869;28.02987;21.48044;18.28404;NA;NA;NA;NA;NA;NA;179;NA;NA;NA;NA;NA;NA;14.5805;18.0496;16.6836;11.8968;7.3457;-0.1308;-13.0631;105.519;101.7677;124.8342;173.3064;88.4771;103.4308;182.4567;0.7529;0;0.217;1.3933;1.1067;50.2631;176.5767;819.467163;1379.005493;1896.197388;2253.102295;2482.011963;2532.566895;2537.70874;65.08954;81.56818;138.78166;49.41074;8.43563;17.81657;NA;161;NA;NA;NA;NA;NA;NA
"1972";-9.9591;-12.5576;-7.028;-1.2407;10.3195;14.5402;16.8062;14.6016;12.1623;2.463;-2.8807;-8.4174;94.6844;107.9433;139.7498;82.6655;107.6073;143.6508;196.3342;112.8355;59.1582;105.8436;120.7512;181.4242;82.535;103.439;99.9629;45.5356;6.1199;1.9077;0;0;0.4191;22.4435;65.0495;156.639;1.504353;3.348985;6.805977;32.019318;351.923523;788.130615;1309.123291;1761.773315;2126.641602;2230.155029;2242.170654;2244.545654;NA;NA;NA;NA;54.14513;34.74789;25.96532;34.74497;115.89552;106.83935;NA;NA;NA;NA;NA;NA;NA;166;NA;NA;NA;NA;NA;NA;14.6535;16.1522;15.5854;14.3482;8.6396;-3.6174;-8.6577;112.7194;135.6831;192.5134;92.27;86.9441;115.3586;128.8676;0;0;0;0.2243;4.749;83.3545;105.0203;763.991211;1264.710327;1747.857544;2178.303467;2446.129395;2477.281494;2485.884766;51.14013;75.32169;63.90869;28.02987;21.48044;18.28404;NA;179;NA;NA;NA;NA;NA;NA
"1973";-9.156;-11.9798;0.0352;2.9541;8.9904;15.9047;17.9617;18.6151;10.9751;6.3493;-1.8481;-6.0023;118.4981;104.4201;104.9879;113.0436;179.9412;208.5581;83.7546;94.7245;160.9492;91.5792;125.1097;231.242;85.7653;87.9372;44.4788;42.5342;3.6567;0.224;0;0;10.8272;4.8815;55.9562;158.6508;11.86043;11.86043;65.744347;197.465759;476.167908;953.310181;1510.123535;2087.193115;2416.44751;2615.482666;2645.078125;2657.601074;NA;NA;NA;13.44681;12.26257;22.3981;71.73744;144.39835;76.51371;12.91718;NA;NA;NA;NA;NA;NA;NA;194;NA;NA;NA;NA;NA;NA;14.5402;16.8062;14.6016;12.1623;2.463;-2.8807;-8.4174;143.6508;196.3342;112.8355;59.1582;105.8436;120.7512;181.4242;1.9077;0;0;0.4191;22.4435;65.0495;156.639;788.130615;1309.123291;1761.773315;2126.641602;2230.155029;2242.170654;2244.545654;34.74789;25.96532;34.74497;115.89552;106.83935;NA;NA;166;NA;NA;NA;NA;NA;NA
"1974";-10.0929;-12.3925;-6.3569;2.0778;6.9797;15.3262;17.0504;16.3905;10.9842;2.3801;-1.6726;-5.5158;120.4717;87.3863;128.6539;197.7144;166.5863;132.7574;211.1154;80.1159;135.5262;94.6495;134.2907;79.122;97.1012;74.4308;98.822;57.8497;9.3265;0;0;0;1.2274;19.1079;67.822;63.0699;10.098996;10.375171;27.25819;136.851486;353.220856;813.007813;1341.571289;1849.675781;2179.202881;2278.057861;2319.934326;2325.714355;NA;NA;NA;5.61435;12.23567;38.60919;32.03503;79.56321;57.20123;10.05387;NA;NA;NA;NA;NA;NA;NA;147;NA;NA;NA;NA;NA;NA;15.9047;17.9617;18.6151;10.9751;6.3493;-1.8481;-6.0023;208.5581;83.7546;94.7245;160.9492;91.5792;125.1097;231.242;0.224;0;0;10.8272;4.8815;55.9562;158.6508;953.310181;1510.123535;2087.193115;2416.44751;2615.482666;2645.078125;2657.601074;22.3981;71.73744;144.39835;76.51371;12.91718;NA;NA;194;NA;NA;NA;NA;NA;NA
"1975";-9.0202;-9.6574;-6.5939;-1.3174;13.1302;15.5444;18.9706;16.4835;11.0829;6.1742;1.4671;-9.9604;107.8091;90.7405;112.6316;74.0058;93.5155;70.9698;163.0378;148.8358;162.9247;118.6291;142.4805;97.045;87.9037;71.9061;77.1282;49.9107;0.2467;0;0;0;2.3782;8.1048;46.7202;76.6692;7.25052;9.540444;17.141436;55.548378;462.584564;928.917542;1517.005493;2027.994019;2360.480957;2555.510254;2652.519775;2658.754883;NA;NA;NA;NA;45.21816;62.59508;105.77328;127.684;11.71512;9.80262;7.35321;NA;NA;NA;NA;NA;NA;158;NA;NA;NA;NA;NA;NA;15.3262;17.0504;16.3905;10.9842;2.3801;-1.6726;-5.5158;132.7574;211.1154;80.1159;135.5262;94.6495;134.2907;79.122;0;0;0;1.2274;19.1079;67.822;63.0699;813.007813;1341.571289;1849.675781;2179.202881;2278.057861;2319.934326;2325.714355;38.60919;32.03503;79.56321;57.20123;10.05387;NA;NA;147;NA;NA;NA;NA;NA;NA
"1976";-14.8974;-8.2584;-4.1459;3.6785;8.9846;16.6724;16.0556;15.5516;11.0291;3.2735;-3.6921;-12.5977;150.3899;131.3298;149.5607;69.4491;178.8971;125.5969;179.3269;188.3607;111.5263;150.0247;118.8907;98.7805;126.0353;105.1343;98.6647;25.4587;9.1074;0;0;0.9221;2.0116;30.647;82.5389;89.9418;0;7.89918;58.821815;202.732819;481.253967;981.425476;1479.14856;1961.247559;2292.119385;2414.469727;2422.203125;2422.203125;NA;NA;NA;13.72734;11.12119;50.38266;46.44004;31.13451;45.89651;15.92369;NA;NA;NA;NA;NA;NA;NA;165;NA;NA;NA;NA;NA;NA;15.5444;18.9706;16.4835;11.0829;6.1742;1.4671;-9.9604;70.9698;163.0378;148.8358;162.9247;118.6291;142.4805;97.045;0;0;0;2.3782;8.1048;46.7202;76.6692;928.917542;1517.005493;2027.994019;2360.480957;2555.510254;2652.519775;2658.754883;62.59508;105.77328;127.684;11.71512;9.80262;7.35321;NA;158;NA;NA;NA;NA;NA;NA
"1977";-14.5146;-9.2971;-0.4288;2.0305;11.0439;13.9027;16.591;15.7673;10.9855;4.8769;0.3618;-9.2068;104.6553;105.1322;91.7828;99.2931;54.9517;139.9359;85.0891;107.9616;197.2423;160.5506;147.1075;124.7257;103.8608;86.4335;47.2084;41.8153;1.8851;0;0;0;2.5377;26.555;49.3809;112.5305;0;0;66.563393;175.736053;518.096863;935.176575;1449.499023;1938.284424;2267.849121;2419.033936;2497.15332;2498.829102;NA;NA;NA;8.81765;53.27386;86.4061;134.73643;128.04498;73.87972;3.75632;NA;NA;NA;NA;NA;NA;NA;174;NA;NA;NA;NA;NA;NA;16.6724;16.0556;15.5516;11.0291;3.2735;-3.6921;-12.5977;125.5969;179.3269;188.3607;111.5263;150.0247;118.8907;98.7805;0;0;0.9221;2.0116;30.647;82.5389;89.9418;981.425476;1479.14856;1961.247559;2292.119385;2414.469727;2422.203125;2422.203125;50.38266;46.44004;31.13451;45.89651;15.92369;NA;NA;165;NA;NA;NA;NA;NA;NA
