"T1";"T2";"T3";"T4";"T5";"T6";"T7";"T8";"T9";"T10";"T11";"T12";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"DD1";"DD2";"DD3";"DD4";"DD5";"DD6";"DD7";"DD8";"DD9";"DD10";"DD11";"DD12";"DC1";"DC2";"DC3";"DC4";"DC5";"DC6";"DC7";"DC8";"DC9";"DC10";"DC11";"DC12";"GSL1";"GSL2";"GSL3";"GSL4";"GSL5";"GSL6";"GSL7";"GSL8";"GSL9";"GSL10";"GSL11";"GSL12";"P-6";"P-7";"P-8";"P-9";"P-10";"P-11";"P-12";"T-6";"T-7";"T-8";"T-9";"T-10";"T-11";"T-12";"S-6";"S-7";"S-8";"S-9";"S-10";"S-11";"S-12";"DD-6";"DD-7";"DD-8";"DD-9";"DD-10";"DD-11";"DD-12";"DC-6";"DC-7";"DC-8";"DC-9";"DC-10";"DC-11";"DC-12";"GSL-6";"GSL-7";"GSL-8";"GSL-9";"GSL-10";"GSL-11";"GSL-12"
"1964";-11.5606;-10.1969;-6.9323;1.3569;8.8447;13.1423;16.5901;13.9275;10.181;3.5118;-2.8851;-9.8808;70.3409;46.8221;103.9459;27.6872;83.1881;139.0127;113.1947;95.1447;39.544;85.6997;47.7411;83.663;64.3584;43.6547;90.6611;10.6563;7.9233;3.2612;0;0;1.3881;21.7931;33.2055;74.5992;0;0;8.653898;103.215004;377.4021;771.670044;1285.962158;1717.713989;2023.144043;2138.922363;2156.989502;2176.859375;NA;NA;NA;25.95976;53.15776;38.49067;86.33148;97.07347;146.60809;183.37466;NA;NA;NA;NA;NA;NA;NA;155;NA;NA;NA;NA;NA;NA;15.2793;18.0767;13.7486;9.1905;7.0874;0.9191;-13.5927;70.9336;129.3138;140.5835;109.4224;135.4154;103.6599;23.5188;0;0;0.4276;12.0438;31.7978;37.2381;21.5982;779.294861;1339.671753;1765.877319;2041.591309;2262.762695;2319.01001;2319.01001;97.62268;108.72411;96.64887;50.84251;17.84821;NA;NA;131;NA;NA;NA;NA;NA;NA
"1965";-14.8923;-12.5107;-5.3808;1.3856;7.8948;14.4477;14.254;14.6288;10.4717;3.5735;-4.9215;-9.6584;59.9282;62.2817;27.4789;16.7517;98.6412;39.2188;103.6779;100.2383;109.47;130.0312;69.5232;86.1112;58.7061;54.1321;20.6592;5.1186;5.7681;0;1.4679;2.9711;2.6794;33.6172;50.1386;81.5778;0;0;16.049803;78.771919;323.511261;756.94281;1198.816772;1652.310425;1966.461426;2085.444824;2088.436523;2088.436523;NA;NA;NA;22.00057;30.61705;101.86574;182.21887;212.53752;147.93477;77.94739;NA;NA;NA;NA;NA;NA;NA;150;NA;NA;NA;NA;NA;NA;13.1423;16.5901;13.9275;10.181;3.5118;-2.8851;-9.8808;139.0127;113.1947;95.1447;39.544;85.6997;47.7411;83.663;3.2612;0;0;1.3881;21.7931;33.2055;74.5992;771.670044;1285.962158;1717.713989;2023.144043;2138.922363;2156.989502;2176.859375;38.49067;86.33148;97.07347;146.60809;183.37466;NA;NA;155;NA;NA;NA;NA;NA;NA
"1966";-9.7578;-9.1334;-3.3274;1.801;7.4956;14.4524;16.5644;15.2857;9.5558;5.2753;1.0747;-7.2692;130.8401;31.6448;109.6313;22.0083;39.1473;49.1202;90.9923;99.0547;102.942;111.4797;114.0795;115.2173;117.0374;26.6676;56.8503;4.8028;5.8074;0.5231;0;0;3.0054;22.5199;35.8399;96.5393;0;4.463911;27.481722;94.468277;331.420135;764.991394;1278.488525;1752.344604;2039.018311;2206.408447;2298.459717;2311.919434;NA;NA;NA;23.44767;70.63732;163.86928;250.60005;204.43416;201.15433;82.25808;18.62686;NA;NA;NA;NA;NA;NA;129;NA;NA;NA;NA;NA;NA;14.4477;14.254;14.6288;10.4717;3.5735;-4.9215;-9.6584;39.2188;103.6779;100.2383;109.47;130.0312;69.5232;86.1112;0;1.4679;2.9711;2.6794;33.6172;50.1386;81.5778;756.94281;1198.816772;1652.310425;1966.461426;2085.444824;2088.436523;2088.436523;101.86574;182.21887;212.53752;147.93477;77.94739;NA;NA;150;NA;NA;NA;NA;NA;NA
"1967";-11.3615;-15.5705;-9.8197;-0.8153;5.1338;15.5375;18.7937;16.6683;11.8203;5.6816;-1.8287;-8.7629;76.8502;68.9607;17.7437;33.1172;103.4118;72.4238;104.6056;133.9247;120.2609;107.1487;74.3248;90.3906;74.4485;66.5696;14.8747;17.2266;24.9422;0;0;0;0.3772;9.9061;37.1245;82.7337;0;0;7.405699;36.737267;195.88649;662.010986;1244.616089;1761.333008;2115.943115;2292.073975;2337.635986;2338.807861;NA;NA;NA;NA;14.54186;94.76034;144.80867;118.54572;88.28462;10.69659;14.49947;NA;NA;NA;NA;NA;NA;148;NA;NA;NA;NA;NA;NA;14.4524;16.5644;15.2857;9.5558;5.2753;1.0747;-7.2692;49.1202;90.9923;99.0547;102.942;111.4797;114.0795;115.2173;0.5231;0;0;3.0054;22.5199;35.8399;96.5393;764.991394;1278.488525;1752.344604;2039.018311;2206.408447;2298.459717;2311.919434;163.86928;250.60005;204.43416;201.15433;82.25808;18.62686;NA;129;NA;NA;NA;NA;NA;NA
"1968";-16.7467;-14.2505;-5.3353;3.382;7.6946;13.403;16.666;12.9075;13.2501;7.2153;-2.9967;-8.2339;83.7908;56.2238;148.5787;44.082;20.2223;102.507;83.7598;57.2725;34.1502;84.8871;77.3326;145.1535;82.1474;40.9489;99.5211;10.6289;0.535;0;0;0.3071;0;9.2431;55.0871;126.4214;0;2.886224;33.990677;150.502731;389.036316;791.125244;1307.770142;1707.901245;2105.404785;2329.079834;2335.93457;2338.26416;NA;NA;NA;12.18209;73.95652;156.36514;160.51094;235.56235;293.74362;308.96317;NA;NA;NA;NA;NA;NA;NA;174;NA;NA;NA;NA;NA;NA;15.5375;18.7937;16.6683;11.8203;5.6816;-1.8287;-8.7629;72.4238;104.6056;133.9247;120.2609;107.1487;74.3248;90.3906;0;0;0;0.3772;9.9061;37.1245;82.7337;662.010986;1244.616089;1761.333008;2115.943115;2292.073975;2337.635986;2338.807861;94.76034;144.80867;118.54572;88.28462;10.69659;14.49947;NA;148;NA;NA;NA;NA;NA;NA
"1969";-8.858;-8.9971;-5.6079;-0.4708;6.6234;14.551;15.7732;16.2927;9.5418;3.8812;0.7883;-7.8738;132.7621;75.2405;46.1037;40.2252;87.2721;49.5629;91.8839;87.7791;119.7951;67.2816;130.818;112.5817;121.9901;73.9754;34.2712;16.1052;5.0534;0.2181;0;0;1.4849;29.8762;32.3432;95.2277;3.572535;5.655055;12.178064;60.058697;265.581085;702.111267;1191.081909;1696.155396;1982.410645;2130.865967;2216.929443;2223.791016;NA;NA;NA;NA;19.59896;106.37337;216.9565;188.48323;119.29431;116.60329;NA;NA;NA;NA;NA;NA;NA;138;NA;NA;NA;NA;NA;NA;13.403;16.666;12.9075;13.2501;7.2153;-2.9967;-8.2339;102.507;83.7598;57.2725;34.1502;84.8871;77.3326;145.1535;0;0;0.3071;0;9.2431;55.0871;126.4214;791.125244;1307.770142;1707.901245;2105.404785;2329.079834;2335.93457;2338.26416;156.36514;160.51094;235.56235;293.74362;308.96317;NA;NA;174;NA;NA;NA;NA;NA;NA
"1970";-16.731;-12.7938;-5.653;1.1016;8.1202;14.3296;18.9138;16.8472;9.5179;6.5615;-0.2731;-13.1811;36.9039;111.8772;44.051;66.4858;98.5353;85.7734;48.1828;77.4704;127.1841;96.2489;39.2348;60.2079;34.7122;95.8504;36.4489;27.7368;17.9208;0;0;0;3.8981;10.9966;19.7276;58.6289;0;0.437333;3.184224;73.330032;325.057648;754.944336;1341.272461;1863.534424;2149.072021;2354.83374;2399.23584;2399.23584;NA;NA;NA;18.89007;22.33472;68.73394;209.01891;318.52448;141.85205;91.33117;33.93229;NA;NA;NA;NA;NA;NA;154;NA;NA;NA;NA;NA;NA;14.551;15.7732;16.2927;9.5418;3.8812;0.7883;-7.8738;49.5629;91.8839;87.7791;119.7951;67.2816;130.818;112.5817;0.2181;0;0;1.4849;29.8762;32.3432;95.2277;702.111267;1191.081909;1696.155396;1982.410645;2130.865967;2216.929443;2223.791016;106.37337;216.9565;188.48323;119.29431;116.60329;NA;NA;138;NA;NA;NA;NA;NA;NA
"1971";-15.7092;-11.883;-5.7514;1.1345;9.3964;13.2906;16.5129;14.8076;11.9671;6.4988;-2.9402;-12.396;55.9828;72.4728;119.5112;61.4985;65.3191;43.0119;68.316;217.0178;74.573;92.0502;104.4107;114.3127;54.019;66.2113;106.3771;30.1867;6.8843;0.2913;0;0.9298;3.5097;5.7935;71.8829;108.2347;0;0.778489;5.843904;64.431145;355.71991;754.439087;1266.337524;1725.372681;2084.385254;2285.847412;2313.753906;2313.753906;NA;NA;NA;NA;45.02283;120.25399;226.63071;209.48889;36.90854;22.72451;15.93915;NA;NA;NA;NA;NA;NA;145;NA;NA;NA;NA;NA;NA;14.3296;18.9138;16.8472;9.5179;6.5615;-0.2731;-13.1811;85.7734;48.1828;77.4704;127.1841;96.2489;39.2348;60.2079;0;0;0;3.8981;10.9966;19.7276;58.6289;754.944336;1341.272461;1863.534424;2149.072021;2354.83374;2399.23584;2399.23584;68.73394;209.01891;318.52448;141.85205;91.33117;33.93229;NA;154;NA;NA;NA;NA;NA;NA
"1972";-14.1945;-14.6917;-9.2389;-0.9342;8.0568;14.1679;16.4194;14.0764;11.1477;3.0017;-3.8934;-14.2257;56.7933;87.4301;156.7697;22.8361;63.4625;65.9894;81.5605;55.6092;160.5056;116.0695;81.1794;128.7807;52.7192;81.5114;116.5709;12.0595;9.5495;0.618;0;0;2.2266;23.2705;66.8781;123.0744;0.525768;1.553386;4.67668;34.633331;285.483856;710.520569;1219.52063;1655.88855;1990.320435;2108.70459;2115.999756;2115.999756;NA;NA;NA;NA;60.01356;108.92869;174.14481;254.36816;155.79715;53.61253;NA;NA;NA;NA;NA;NA;NA;139;NA;NA;NA;NA;NA;NA;13.2906;16.5129;14.8076;11.9671;6.4988;-2.9402;-12.396;43.0119;68.316;217.0178;74.573;92.0502;104.4107;114.3127;0.2913;0;0.9298;3.5097;5.7935;71.8829;108.2347;754.439087;1266.337524;1725.372681;2084.385254;2285.847412;2313.753906;2313.753906;120.25399;226.63071;209.48889;36.90854;22.72451;15.93915;NA;145;NA;NA;NA;NA;NA;NA
"1973";-12.0856;-12.0597;-2.8728;1.2345;7.4711;16.5493;19.4681;17.2426;10.1561;5.3897;-3.1816;-6.4485;83.8778;129.0443;56.8298;134.6994;118.3809;37.7792;75.9797;106.0735;66.9002;97.6726;63.8861;116.8224;75.8209;114.5356;34.455;62.3633;6.0166;0;0;0;1.0045;9.2419;45.3286;82.4172;3.394433;3.394433;29.351501;111.132256;342.735626;839.215454;1442.726685;1977.246826;2281.929199;2450.738525;2464.34082;2474.668213;NA;NA;NA;8.87136;19.75463;96.60235;195.19594;224.34537;227.35976;151.69006;111.16848;NA;NA;NA;NA;NA;NA;146;NA;NA;NA;NA;NA;NA;14.1679;16.4194;14.0764;11.1477;3.0017;-3.8934;-14.2257;65.9894;81.5605;55.6092;160.5056;116.0695;81.1794;128.7807;0.618;0;0;2.2266;23.2705;66.8781;123.0744;710.520569;1219.52063;1655.88855;1990.320435;2108.70459;2115.999756;2115.999756;108.92869;174.14481;254.36816;155.79715;53.61253;NA;NA;139;NA;NA;NA;NA;NA;NA
"1974";-15.2936;-12.5902;-7.4541;-0.0251;5.1694;15.564;16.616;15.837;9.4721;2.3579;-1.2453;-7.8599;73.0042;43.0932;121.7979;94.7324;86.6751;29.612;108.3816;89.8854;123.7158;61.6029;70.4262;93.912;66.8585;39.0987;106.8247;49.787;16.0805;0;0;0;9.2272;19.5094;54.2131;80.6331;0.106535;0.106535;8.719518;49.713169;216.184479;683.103638;1198.200317;1689.146484;1973.310669;2060.3479;2094.755371;2099.668457;NA;NA;NA;NA;29.26274;144.16444;224.49881;196.98308;152.06409;90.3807;NA;NA;NA;NA;NA;NA;NA;108;NA;NA;NA;NA;NA;NA;16.5493;19.4681;17.2426;10.1561;5.3897;-3.1816;-6.4485;37.7792;75.9797;106.0735;66.9002;97.6726;63.8861;116.8224;0;0;0;1.0045;9.2419;45.3286;82.4172;839.215454;1442.726685;1977.246826;2281.929199;2450.738525;2464.34082;2474.668213;96.60235;195.19594;224.34537;227.35976;151.69006;111.16848;NA;146;NA;NA;NA;NA;NA;NA
"1975";-13.5841;-12.2614;-6.4303;-0.4328;9.819;15.4386;19.5805;16.1711;11.1113;5.4722;-0.4068;-12.0087;78.705;63.6525;107.3669;104.3131;53.6339;68.8357;85.3366;87.1396;78.962;39.8424;80.024;109.6313;70.3724;58.0676;71.347;65.779;0.9945;0.5332;0;0;0.2341;5.2011;35.2065;92.9039;1.762029;1.762029;12.442756;52.876404;357.265808;820.423096;1427.417725;1928.721924;2262.05957;2433.063721;2493.62085;2497.465332;NA;NA;NA;NA;57.30132;105.96548;211.05397;256.11963;194.7774;192.28014;NA;NA;NA;NA;NA;NA;NA;157;NA;NA;NA;NA;NA;NA;15.564;16.616;15.837;9.4721;2.3579;-1.2453;-7.8599;29.612;108.3816;89.8854;123.7158;61.6029;70.4262;93.912;0;0;0;9.2272;19.5094;54.2131;80.6331;683.103638;1198.200317;1689.146484;1973.310669;2060.3479;2094.755371;2099.668457;144.16444;224.49881;196.98308;152.06409;90.3807;NA;NA;108;NA;NA;NA;NA;NA;NA
"1976";-15.267;-11.3762;-6.7355;0.9214;8.4698;15.9034;16.8016;16.2477;9.5015;2.912;-3.8746;-14.0575;90.6464;122.8588;65.3489;82.8793;114.7624;56.4723;73.3635;120.0677;66.0092;140.442;82.9824;166.5266;84.261;109.8709;37.847;28.7243;14.5555;0.8187;0;0;2.2602;42.0497;56.2141;158.9605;0.718973;1.875129;30.39467;100.383209;362.946747;840.047791;1360.897339;1864.57666;2149.620117;2254.356934;2257.853027;2257.853027;NA;NA;NA;17.85377;16.94019;99.16797;222.90582;184.45923;190.50169;162.0266;NA;NA;NA;NA;NA;NA;NA;135;NA;NA;NA;NA;NA;NA;15.4386;19.5805;16.1711;11.1113;5.4722;-0.4068;-12.0087;68.8357;85.3366;87.1396;78.962;39.8424;80.024;109.6313;0.5332;0;0;0.2341;5.2011;35.2065;92.9039;820.423096;1427.417725;1928.721924;2262.05957;2433.063721;2493.62085;2497.465332;105.96548;211.05397;256.11963;194.7774;192.28014;NA;NA;157;NA;NA;NA;NA;NA;NA
"1977";-15.0619;-11.0665;-2.2339;0.0186;8.7612;13.0861;16.1156;15.522;9.445;5.256;0.2211;-9.7452;91.2464;126.5834;91.4026;52.8108;51.9977;111.5813;93.4882;55.6694;73.6436;113.8038;75.1671;67.0999;89.7228;123.8068;65.0435;28.6831;4.1842;0.3132;0;0;5.4586;12.2116;31.6918;60.0759;0;0;33.445526;99.883682;372.094177;764.677612;1264.261108;1745.441772;2028.79187;2192.029785;2268.91333;2270.347412;NA;NA;NA;16.3735;41.19485;89.8048;176.93626;220.5952;239.23233;80.43457;71.08209;NA;NA;NA;NA;NA;NA;172;NA;NA;NA;NA;NA;NA;15.9034;16.8016;16.2477;9.5015;2.912;-3.8746;-14.0575;56.4723;73.3635;120.0677;66.0092;140.442;82.9824;166.5266;0.8187;0;0;2.2602;42.0497;56.2141;158.9605;840.047791;1360.897339;1864.57666;2149.620117;2254.356934;2257.853027;2257.853027;99.16797;222.90582;184.45923;190.50169;162.0266;NA;NA;135;NA;NA;NA;NA;NA;NA
