"","ID","DBH"
"2016","PtV498",410
"2020","Ab3679",62
"2025","AbV466",101
"2026","AbV465",118
"2027","AbV463",131
"2031","AbV454",128
"2032","AbV456",165
"2033","AbV448",179
"2038","PgV467",383
"2039","PgV455",424
"2041","AbV464",82
"2042","AbV460",104
"2043","Ab3656",59
"2046","AbK804",196
"2047","AbK802",209
"2050","PtK805",188
"2052","PtK792",392
"2054","AbK808",82
"2055","AbK806",103
"2056","AbK799",133
"2057","Ab3470",70
"2058","Ab3474",56
"2060","BPAK898",310
"2062","AbK916",123
"2067","AbK909",160
"2072","AbK911",62
"2073","AbK915",87
"2074","AbK900",111
"2075","AbK901",147
"2076","Ab3485",53
"2077","Ab3491",62
"2078","Ab3487",70
"2079","Ab3496",59
"2080","Ab3486",57
"2081","Ab3483",81
"2082","Ab3497",78
"2085","Ab0180",152
"2086","Ab0182",106
"2087","Ab0183",128
"2089","Pt3612 (H128)",360
"2090","Ab0186",144
"2091","Pt0187",246
"2095","Pg3603 (F435)",254
"2098","Ab0188",165
"2100","Ab0199",113
"2101","Ab0195",92
"2102","Ab3624",102
"2103","Ab3614",87
"2104","Ab3615",51
"2105","Ab3618",89
"2106","Ab3681",53
"2107","Ab3480",62
"2108","Ab3479",58
"2109","Ab3482",78
"2110","Ab3468",64
"2111","Ab3469",57
"2112","Ab3665",64
"2116","Ab0S84",161
"2117","PgF443",209
"2119","Pt3616 (H131)",328
"2122","PtH129",645
"2123","Ab0585",157
"2126","Ab0202",65
"2127","Ab3630",63
"2128","Ab3629",83
"2129","Ab3617",54
"2132","Pt0237",257
"2133","Pt3645 (H194)",275
"2134","Pt0208",319
"2136","PtH197",231
"2139","Ab0213",89
"2142","AbF447",149
"2143","PgF448",388
"2146","Ab3621",70
"2147","Ab3620",64
"2148","Ab3619",55
"2149","PtH203",288
"2150","Pt3608 (H201)",239
"2151","PtH202",296
"2153","Ab0S96",254
"2156","AbS114",196
"2157","Pt3604 (H200)",310
"2164","Ab0871",62
"2165","Pt0859",416
"2167","Pt0862",245
"2168","Pt0861",300
"2170","Ab0857",75
"2172","Pg0851",301
"2173","BPA0855",199
"2176","Ab0854",62
"2177","Ab0853",130
"2178","Ab3651",61
"2179","Ab3613",72
"2180","Ab3652",53
"2181","Ab3623",63
"2182","Ab3622",58
"2183","Ab0863",109
"2188","Ab0833",105
"2196","Ab0840",105
"2197","Pt0842",204
"2200","Pg0846",356
"2203","BPA0845",68
"2204","Ab0848",95
"2205","Ab3611",53
"2206","Ab3605",81
"2207","Ab3607",58
"2208","Ab3601",56
"2209","Ab3606",50
"2210","Ab3609",51
"2211","Ab3602",55
